parentEventID,materialSampleID,eventID,eventDate,samplingProtocol,locationID,waterBody,locality,minimumDepthInMeters,decimalLatitude,decimalLongitude,# ASVs
GOMECC4_CAPECORAL_Sta131_Surface_A,SAMN37516536,GOMECC4_CAPECORAL_Sta131_Surface_A_16S,2021-10-19T12:31-04:00,CTD rosette,CAPECORAL_Sta131,"Mexico, Gulf of",USA: Gulf of Mexico,3,26.729,-83.101,442
GOMECC4_CAPECORAL_Sta131_Surface_B,SAMN37516537,GOMECC4_CAPECORAL_Sta131_Surface_B_16S,2021-10-19T12:31-04:00,CTD rosette,CAPECORAL_Sta131,"Mexico, Gulf of",USA: Gulf of Mexico,3,26.729,-83.101,398
GOMECC4_CAPECORAL_Sta131_Surface_C,SAMN37516538,GOMECC4_CAPECORAL_Sta131_Surface_C_16S,2021-10-19T12:31-04:00,CTD rosette,CAPECORAL_Sta131,"Mexico, Gulf of",USA: Gulf of Mexico,3,26.729,-83.101,315
GOMECC4_CAPECORAL_Sta132_DCM_A,SAMN37516542,GOMECC4_CAPECORAL_Sta132_DCM_A_16S,2021-10-19T14:25-04:00,CTD rosette,CAPECORAL_Sta132,"Mexico, Gulf of",USA: Gulf of Mexico,20,26.62,-83.24,197
GOMECC4_CAPECORAL_Sta132_DCM_B,SAMN37516543,GOMECC4_CAPECORAL_Sta132_DCM_B_16S,2021-10-19T14:25-04:00,CTD rosette,CAPECORAL_Sta132,"Mexico, Gulf of",USA: Gulf of Mexico,20,26.62,-83.24,293
GOMECC4_CAPECORAL_Sta132_DCM_C,SAMN37516544,GOMECC4_CAPECORAL_Sta132_DCM_C_16S,2021-10-19T14:25-04:00,CTD rosette,CAPECORAL_Sta132,"Mexico, Gulf of",USA: Gulf of Mexico,20,26.62,-83.24,344
GOMECC4_CAPECORAL_Sta132_Deep_A,SAMN37516539,GOMECC4_CAPECORAL_Sta132_Deep_A_16S,2021-10-19T14:25-04:00,CTD rosette,CAPECORAL_Sta132,"Mexico, Gulf of",USA: Gulf of Mexico,40,26.62,-83.24,244
GOMECC4_CAPECORAL_Sta132_Deep_B,SAMN37516540,GOMECC4_CAPECORAL_Sta132_Deep_B_16S,2021-10-19T14:25-04:00,CTD rosette,CAPECORAL_Sta132,"Mexico, Gulf of",USA: Gulf of Mexico,40,26.62,-83.24,299
GOMECC4_CAPECORAL_Sta132_Deep_C,SAMN37516541,GOMECC4_CAPECORAL_Sta132_Deep_C_16S,2021-10-19T14:25-04:00,CTD rosette,CAPECORAL_Sta132,"Mexico, Gulf of",USA: Gulf of Mexico,40,26.62,-83.24,234
GOMECC4_CAPECORAL_Sta132_Surface_A,SAMN37516545,GOMECC4_CAPECORAL_Sta132_Surface_A_16S,2021-10-19T14:25-04:00,CTD rosette,CAPECORAL_Sta132,"Mexico, Gulf of",USA: Gulf of Mexico,3,26.62,-83.24,299
GOMECC4_CAPECORAL_Sta132_Surface_B,SAMN37516546,GOMECC4_CAPECORAL_Sta132_Surface_B_16S,2021-10-19T14:25-04:00,CTD rosette,CAPECORAL_Sta132,"Mexico, Gulf of",USA: Gulf of Mexico,3,26.62,-83.24,424
GOMECC4_CAPECORAL_Sta132_Surface_C,SAMN37516547,GOMECC4_CAPECORAL_Sta132_Surface_C_16S,2021-10-19T14:25-04:00,CTD rosette,CAPECORAL_Sta132,"Mexico, Gulf of",USA: Gulf of Mexico,3,26.62,-83.24,420
GOMECC4_CAPECORAL_Sta135_DCM_A,SAMN37516551,GOMECC4_CAPECORAL_Sta135_DCM_A_16S,2021-10-19T21:35-04:00,CTD rosette,CAPECORAL_Sta135,"Mexico, Gulf of",USA: Gulf of Mexico,67,26.259,-83.806,437
GOMECC4_CAPECORAL_Sta135_DCM_B,SAMN37516552,GOMECC4_CAPECORAL_Sta135_DCM_B_16S,2021-10-19T21:35-04:00,CTD rosette,CAPECORAL_Sta135,"Mexico, Gulf of",USA: Gulf of Mexico,67,26.259,-83.806,422
GOMECC4_CAPECORAL_Sta135_DCM_C,SAMN37516553,GOMECC4_CAPECORAL_Sta135_DCM_C_16S,2021-10-19T21:35-04:00,CTD rosette,CAPECORAL_Sta135,"Mexico, Gulf of",USA: Gulf of Mexico,67,26.259,-83.806,546
GOMECC4_CAPECORAL_Sta135_Deep_A,SAMN37516548,GOMECC4_CAPECORAL_Sta135_Deep_A_16S,2021-10-19T21:35-04:00,CTD rosette,CAPECORAL_Sta135,"Mexico, Gulf of",USA: Gulf of Mexico,87,26.259,-83.806,404
GOMECC4_CAPECORAL_Sta135_Deep_B,SAMN37516549,GOMECC4_CAPECORAL_Sta135_Deep_B_16S,2021-10-19T21:35-04:00,CTD rosette,CAPECORAL_Sta135,"Mexico, Gulf of",USA: Gulf of Mexico,87,26.259,-83.806,773
GOMECC4_CAPECORAL_Sta135_Deep_C,SAMN37516550,GOMECC4_CAPECORAL_Sta135_Deep_C_16S,2021-10-19T21:35-04:00,CTD rosette,CAPECORAL_Sta135,"Mexico, Gulf of",USA: Gulf of Mexico,87,26.259,-83.806,536
GOMECC4_CAPECORAL_Sta135_Surface_A,SAMN37516554,GOMECC4_CAPECORAL_Sta135_Surface_A_16S,2021-10-19T21:35-04:00,CTD rosette,CAPECORAL_Sta135,"Mexico, Gulf of",USA: Gulf of Mexico,3,26.259,-83.806,205
GOMECC4_CAPECORAL_Sta135_Surface_B,SAMN37516555,GOMECC4_CAPECORAL_Sta135_Surface_B_16S,2021-10-19T21:35-04:00,CTD rosette,CAPECORAL_Sta135,"Mexico, Gulf of",USA: Gulf of Mexico,3,26.259,-83.806,371
GOMECC4_CAPECORAL_Sta135_Surface_C,SAMN37516556,GOMECC4_CAPECORAL_Sta135_Surface_C_16S,2021-10-19T21:35-04:00,CTD rosette,CAPECORAL_Sta135,"Mexico, Gulf of",USA: Gulf of Mexico,3,26.259,-83.806,241
GOMECC4_CAPECORAL_Sta140_DCM_A,SAMN37516560,GOMECC4_CAPECORAL_Sta140_DCM_A_16S,2021-10-20T09:23-04:00,CTD rosette,CAPECORAL_Sta140,"Mexico, Gulf of",USA: Gulf of Mexico,69,25.658,-84.715,617
GOMECC4_CAPECORAL_Sta140_DCM_B,SAMN37516561,GOMECC4_CAPECORAL_Sta140_DCM_B_16S,2021-10-20T09:23-04:00,CTD rosette,CAPECORAL_Sta140,"Mexico, Gulf of",USA: Gulf of Mexico,69,25.658,-84.715,430
GOMECC4_CAPECORAL_Sta140_DCM_C,SAMN37516562,GOMECC4_CAPECORAL_Sta140_DCM_C_16S,2021-10-20T09:23-04:00,CTD rosette,CAPECORAL_Sta140,"Mexico, Gulf of",USA: Gulf of Mexico,69,25.658,-84.715,481
GOMECC4_CAPECORAL_Sta140_Deep_A,SAMN37516557,GOMECC4_CAPECORAL_Sta140_Deep_A_16S,2021-10-20T09:23-04:00,CTD rosette,CAPECORAL_Sta140,"Mexico, Gulf of",USA: Gulf of Mexico,1087,25.658,-84.715,398
GOMECC4_CAPECORAL_Sta140_Deep_B,SAMN37516558,GOMECC4_CAPECORAL_Sta140_Deep_B_16S,2021-10-20T09:23-04:00,CTD rosette,CAPECORAL_Sta140,"Mexico, Gulf of",USA: Gulf of Mexico,1087,25.658,-84.715,419
GOMECC4_CAPECORAL_Sta140_Deep_C,SAMN37516559,GOMECC4_CAPECORAL_Sta140_Deep_C_16S,2021-10-20T09:23-04:00,CTD rosette,CAPECORAL_Sta140,"Mexico, Gulf of",USA: Gulf of Mexico,1087,25.658,-84.715,420
GOMECC4_CAPECORAL_Sta140_Surface_A,SAMN37516563,GOMECC4_CAPECORAL_Sta140_Surface_A_16S,2021-10-20T09:23-04:00,CTD rosette,CAPECORAL_Sta140,"Mexico, Gulf of",USA: Gulf of Mexico,5,25.658,-84.715,351
GOMECC4_CAPECORAL_Sta140_Surface_B,SAMN37516564,GOMECC4_CAPECORAL_Sta140_Surface_B_16S,2021-10-20T09:23-04:00,CTD rosette,CAPECORAL_Sta140,"Mexico, Gulf of",USA: Gulf of Mexico,5,25.658,-84.715,234
GOMECC4_CAPECORAL_Sta140_Surface_C,SAMN37516565,GOMECC4_CAPECORAL_Sta140_Surface_C_16S,2021-10-20T09:23-04:00,CTD rosette,CAPECORAL_Sta140,"Mexico, Gulf of",USA: Gulf of Mexico,5,25.658,-84.715,400
GOMECC4_CAPECORAL_Sta141_DCM_A,SAMN37516569,GOMECC4_CAPECORAL_Sta141_DCM_A_16S,2021-10-20T12:47-04:00,CTD rosette,CAPECORAL_Sta141,"Mexico, Gulf of",USA: Gulf of Mexico,59,25.574,-84.843,389
GOMECC4_CAPECORAL_Sta141_DCM_B,SAMN37516570,GOMECC4_CAPECORAL_Sta141_DCM_B_16S,2021-10-20T12:47-04:00,CTD rosette,CAPECORAL_Sta141,"Mexico, Gulf of",USA: Gulf of Mexico,59,25.574,-84.843,325
GOMECC4_CAPECORAL_Sta141_DCM_C,SAMN37516571,GOMECC4_CAPECORAL_Sta141_DCM_C_16S,2021-10-20T12:47-04:00,CTD rosette,CAPECORAL_Sta141,"Mexico, Gulf of",USA: Gulf of Mexico,59,25.574,-84.843,506
GOMECC4_CAPECORAL_Sta141_Deep_A,SAMN37516566,GOMECC4_CAPECORAL_Sta141_Deep_A_16S,2021-10-20T12:47-04:00,CTD rosette,CAPECORAL_Sta141,"Mexico, Gulf of",USA: Gulf of Mexico,3326,25.574,-84.843,542
GOMECC4_CAPECORAL_Sta141_Deep_B,SAMN37516567,GOMECC4_CAPECORAL_Sta141_Deep_B_16S,2021-10-20T12:47-04:00,CTD rosette,CAPECORAL_Sta141,"Mexico, Gulf of",USA: Gulf of Mexico,3326,25.574,-84.843,571
GOMECC4_CAPECORAL_Sta141_Deep_C,SAMN37516568,GOMECC4_CAPECORAL_Sta141_Deep_C_16S,2021-10-20T12:47-04:00,CTD rosette,CAPECORAL_Sta141,"Mexico, Gulf of",USA: Gulf of Mexico,3326,25.574,-84.843,614
GOMECC4_CAPECORAL_Sta141_Surface_A,SAMN37516572,GOMECC4_CAPECORAL_Sta141_Surface_A_16S,2021-10-20T12:47-04:00,CTD rosette,CAPECORAL_Sta141,"Mexico, Gulf of",USA: Gulf of Mexico,4,25.574,-84.843,297
GOMECC4_CAPECORAL_Sta141_Surface_B,SAMN37516573,GOMECC4_CAPECORAL_Sta141_Surface_B_16S,2021-10-20T12:47-04:00,CTD rosette,CAPECORAL_Sta141,"Mexico, Gulf of",USA: Gulf of Mexico,4,25.574,-84.843,400
GOMECC4_CAPECORAL_Sta141_Surface_C,SAMN37516574,GOMECC4_CAPECORAL_Sta141_Surface_C_16S,2021-10-20T12:47-04:00,CTD rosette,CAPECORAL_Sta141,"Mexico, Gulf of",USA: Gulf of Mexico,4,25.574,-84.843,415
GOMECC4_CATOCHE_Sta107_DCM_A,SAMN37516458,GOMECC4_CATOCHE_Sta107_DCM_A_16S,2021-10-14T13:47-04:00,CTD rosette,CATOCHE_Sta107,"Mexico, Gulf of",Mexico: Gulf of Mexico,99,23.088,-86.273,354
GOMECC4_CATOCHE_Sta107_DCM_B,SAMN37516459,GOMECC4_CATOCHE_Sta107_DCM_B_16S,2021-10-14T13:47-04:00,CTD rosette,CATOCHE_Sta107,"Mexico, Gulf of",Mexico: Gulf of Mexico,99,23.088,-86.273,484
GOMECC4_CATOCHE_Sta107_DCM_C,SAMN37516460,GOMECC4_CATOCHE_Sta107_DCM_C_16S,2021-10-14T13:47-04:00,CTD rosette,CATOCHE_Sta107,"Mexico, Gulf of",Mexico: Gulf of Mexico,99,23.088,-86.273,603
GOMECC4_CATOCHE_Sta107_Deep_A,SAMN37516455,GOMECC4_CATOCHE_Sta107_Deep_A_16S,2021-10-14T13:47-04:00,CTD rosette,CATOCHE_Sta107,"Mexico, Gulf of",Mexico: Gulf of Mexico,1220,23.088,-86.273,442
GOMECC4_CATOCHE_Sta107_Deep_B,SAMN37516456,GOMECC4_CATOCHE_Sta107_Deep_B_16S,2021-10-14T13:47-04:00,CTD rosette,CATOCHE_Sta107,"Mexico, Gulf of",Mexico: Gulf of Mexico,1220,23.088,-86.273,500
GOMECC4_CATOCHE_Sta107_Deep_C,SAMN37516457,GOMECC4_CATOCHE_Sta107_Deep_C_16S,2021-10-14T13:47-04:00,CTD rosette,CATOCHE_Sta107,"Mexico, Gulf of",Mexico: Gulf of Mexico,1220,23.088,-86.273,402
GOMECC4_CATOCHE_Sta107_Surface_A,SAMN37516461,GOMECC4_CATOCHE_Sta107_Surface_A_16S,2021-10-14T13:47-04:00,CTD rosette,CATOCHE_Sta107,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,23.088,-86.273,351
GOMECC4_CATOCHE_Sta107_Surface_B,SAMN37516462,GOMECC4_CATOCHE_Sta107_Surface_B_16S,2021-10-14T13:47-04:00,CTD rosette,CATOCHE_Sta107,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,23.088,-86.273,339
GOMECC4_CATOCHE_Sta107_Surface_C,SAMN37516463,GOMECC4_CATOCHE_Sta107_Surface_C_16S,2021-10-14T13:47-04:00,CTD rosette,CATOCHE_Sta107,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,23.088,-86.273,253
GOMECC4_CATOCHE_Sta109_DCM_A,SAMN37516467,GOMECC4_CATOCHE_Sta109_DCM_A_16S,2021-10-14T21:45-04:00,CTD rosette,CATOCHE_Sta109,"Mexico, Gulf of",Mexico: Gulf of Mexico,74,22.734,-86.49,482
GOMECC4_CATOCHE_Sta109_DCM_B,SAMN37516468,GOMECC4_CATOCHE_Sta109_DCM_B_16S,2021-10-14T21:45-04:00,CTD rosette,CATOCHE_Sta109,"Mexico, Gulf of",Mexico: Gulf of Mexico,74,22.734,-86.49,560
GOMECC4_CATOCHE_Sta109_DCM_C,SAMN37516469,GOMECC4_CATOCHE_Sta109_DCM_C_16S,2021-10-14T21:45-04:00,CTD rosette,CATOCHE_Sta109,"Mexico, Gulf of",Mexico: Gulf of Mexico,74,22.734,-86.49,486
GOMECC4_CATOCHE_Sta109_Deep_A,SAMN37516464,GOMECC4_CATOCHE_Sta109_Deep_A_16S,2021-10-14T21:45-04:00,CTD rosette,CATOCHE_Sta109,"Mexico, Gulf of",Mexico: Gulf of Mexico,652,22.734,-86.49,506
GOMECC4_CATOCHE_Sta109_Deep_B,SAMN37516465,GOMECC4_CATOCHE_Sta109_Deep_B_16S,2021-10-14T21:45-04:00,CTD rosette,CATOCHE_Sta109,"Mexico, Gulf of",Mexico: Gulf of Mexico,652,22.734,-86.49,590
GOMECC4_CATOCHE_Sta109_Deep_C,SAMN37516466,GOMECC4_CATOCHE_Sta109_Deep_C_16S,2021-10-14T21:45-04:00,CTD rosette,CATOCHE_Sta109,"Mexico, Gulf of",Mexico: Gulf of Mexico,652,22.734,-86.49,556
GOMECC4_CATOCHE_Sta109_Surface_A,SAMN37516470,GOMECC4_CATOCHE_Sta109_Surface_A_16S,2021-10-14T21:45-04:00,CTD rosette,CATOCHE_Sta109,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,22.734,-86.49,180
GOMECC4_CATOCHE_Sta109_Surface_B,SAMN37516471,GOMECC4_CATOCHE_Sta109_Surface_B_16S,2021-10-14T21:45-04:00,CTD rosette,CATOCHE_Sta109,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,22.734,-86.49,294
GOMECC4_CATOCHE_Sta109_Surface_C,SAMN37516472,GOMECC4_CATOCHE_Sta109_Surface_C_16S,2021-10-14T21:45-04:00,CTD rosette,CATOCHE_Sta109,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,22.734,-86.49,307
GOMECC4_CATOCHE_Sta115_DCM_A,SAMN37516476,GOMECC4_CATOCHE_Sta115_DCM_A_16S,2021-10-15T12:40-04:00,CTD rosette,CATOCHE_Sta115,"Mexico, Gulf of",Mexico: Gulf of Mexico,10,21.948,-86.992,402
GOMECC4_CATOCHE_Sta115_DCM_B,SAMN37516477,GOMECC4_CATOCHE_Sta115_DCM_B_16S,2021-10-15T12:40-04:00,CTD rosette,CATOCHE_Sta115,"Mexico, Gulf of",Mexico: Gulf of Mexico,10,21.948,-86.992,379
GOMECC4_CATOCHE_Sta115_DCM_C,SAMN37516478,GOMECC4_CATOCHE_Sta115_DCM_C_16S,2021-10-15T12:40-04:00,CTD rosette,CATOCHE_Sta115,"Mexico, Gulf of",Mexico: Gulf of Mexico,10,21.948,-86.992,385
GOMECC4_CATOCHE_Sta115_Deep_A,SAMN37516473,GOMECC4_CATOCHE_Sta115_Deep_A_16S,2021-10-15T12:40-04:00,CTD rosette,CATOCHE_Sta115,"Mexico, Gulf of",Mexico: Gulf of Mexico,22,21.948,-86.992,287
GOMECC4_CATOCHE_Sta115_Deep_B,SAMN37516474,GOMECC4_CATOCHE_Sta115_Deep_B_16S,2021-10-15T12:40-04:00,CTD rosette,CATOCHE_Sta115,"Mexico, Gulf of",Mexico: Gulf of Mexico,22,21.948,-86.992,391
GOMECC4_CATOCHE_Sta115_Deep_C,SAMN37516475,GOMECC4_CATOCHE_Sta115_Deep_C_16S,2021-10-15T12:40-04:00,CTD rosette,CATOCHE_Sta115,"Mexico, Gulf of",Mexico: Gulf of Mexico,22,21.948,-86.992,522
GOMECC4_CATOCHE_Sta115_Surface_A,SAMN37516479,GOMECC4_CATOCHE_Sta115_Surface_A_16S,2021-10-15T12:40-04:00,CTD rosette,CATOCHE_Sta115,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,21.948,-86.992,352
GOMECC4_CATOCHE_Sta115_Surface_B,SAMN37516480,GOMECC4_CATOCHE_Sta115_Surface_B_16S,2021-10-15T12:40-04:00,CTD rosette,CATOCHE_Sta115,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,21.948,-86.992,282
GOMECC4_CATOCHE_Sta115_Surface_C,SAMN37516481,GOMECC4_CATOCHE_Sta115_Surface_C_16S,2021-10-15T12:40-04:00,CTD rosette,CATOCHE_Sta115,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,21.948,-86.992,328
GOMECC4_FLSTRAITS_Sta121_DCM_A,SAMN37516506,GOMECC4_FLSTRAITS_Sta121_DCM_A_16S,2021-10-17T14:30-04:00,CTD rosette,FLSTRAITS_Sta121,"Mexico, Gulf of",USA: Straits of Florida,91,24.4,-80.625,617
GOMECC4_FLSTRAITS_Sta121_DCM_B,SAMN37516507,GOMECC4_FLSTRAITS_Sta121_DCM_B_16S,2021-10-17T14:30-04:00,CTD rosette,FLSTRAITS_Sta121,"Mexico, Gulf of",USA: Straits of Florida,91,24.4,-80.625,510
GOMECC4_FLSTRAITS_Sta121_DCM_C,SAMN37516508,GOMECC4_FLSTRAITS_Sta121_DCM_C_16S,2021-10-17T14:30-04:00,CTD rosette,FLSTRAITS_Sta121,"Mexico, Gulf of",USA: Straits of Florida,91,24.4,-80.625,463
GOMECC4_FLSTRAITS_Sta121_Deep_A,SAMN37516503,GOMECC4_FLSTRAITS_Sta121_Deep_A_16S,2021-10-17T14:30-04:00,CTD rosette,FLSTRAITS_Sta121,"Mexico, Gulf of",USA: Straits of Florida,358,24.4,-80.625,309
GOMECC4_FLSTRAITS_Sta121_Deep_B,SAMN37516504,GOMECC4_FLSTRAITS_Sta121_Deep_B_16S,2021-10-17T14:30-04:00,CTD rosette,FLSTRAITS_Sta121,"Mexico, Gulf of",USA: Straits of Florida,358,24.4,-80.625,634
GOMECC4_FLSTRAITS_Sta121_Deep_C,SAMN37516505,GOMECC4_FLSTRAITS_Sta121_Deep_C_16S,2021-10-17T14:30-04:00,CTD rosette,FLSTRAITS_Sta121,"Mexico, Gulf of",USA: Straits of Florida,358,24.4,-80.625,519
GOMECC4_FLSTRAITS_Sta121_Surface_A,SAMN37516509,GOMECC4_FLSTRAITS_Sta121_Surface_A_16S,2021-10-17T14:30-04:00,CTD rosette,FLSTRAITS_Sta121,"Mexico, Gulf of",USA: Straits of Florida,2,24.4,-80.625,421
GOMECC4_FLSTRAITS_Sta121_Surface_B,SAMN37516510,GOMECC4_FLSTRAITS_Sta121_Surface_B_16S,2021-10-17T14:30-04:00,CTD rosette,FLSTRAITS_Sta121,"Mexico, Gulf of",USA: Straits of Florida,2,24.4,-80.625,220
GOMECC4_FLSTRAITS_Sta121_Surface_C,SAMN37516511,GOMECC4_FLSTRAITS_Sta121_Surface_C_16S,2021-10-17T14:30-04:00,CTD rosette,FLSTRAITS_Sta121,"Mexico, Gulf of",USA: Straits of Florida,2,24.4,-80.625,309
GOMECC4_FLSTRAITS_Sta122_DCM_A,SAMN37516515,GOMECC4_FLSTRAITS_Sta122_DCM_A_16S,2021-10-17T16:39-04:00,CTD rosette,FLSTRAITS_Sta122,"Mexico, Gulf of",USA: Straits of Florida,79,24.517,-80.63,469
GOMECC4_FLSTRAITS_Sta122_DCM_B,SAMN37516516,GOMECC4_FLSTRAITS_Sta122_DCM_B_16S,2021-10-17T16:39-04:00,CTD rosette,FLSTRAITS_Sta122,"Mexico, Gulf of",USA: Straits of Florida,79,24.517,-80.63,417
GOMECC4_FLSTRAITS_Sta122_DCM_C,SAMN37516517,GOMECC4_FLSTRAITS_Sta122_DCM_C_16S,2021-10-17T16:39-04:00,CTD rosette,FLSTRAITS_Sta122,"Mexico, Gulf of",USA: Straits of Florida,79,24.517,-80.63,439
GOMECC4_FLSTRAITS_Sta122_Deep_A,SAMN37516512,GOMECC4_FLSTRAITS_Sta122_Deep_A_16S,2021-10-17T16:39-04:00,CTD rosette,FLSTRAITS_Sta122,"Mexico, Gulf of",USA: Straits of Florida,234,24.517,-80.63,730
GOMECC4_FLSTRAITS_Sta122_Deep_B,SAMN37516513,GOMECC4_FLSTRAITS_Sta122_Deep_B_16S,2021-10-17T16:39-04:00,CTD rosette,FLSTRAITS_Sta122,"Mexico, Gulf of",USA: Straits of Florida,234,24.517,-80.63,452
GOMECC4_FLSTRAITS_Sta122_Deep_C,SAMN37516514,GOMECC4_FLSTRAITS_Sta122_Deep_C_16S,2021-10-17T16:39-04:00,CTD rosette,FLSTRAITS_Sta122,"Mexico, Gulf of",USA: Straits of Florida,234,24.517,-80.63,588
GOMECC4_FLSTRAITS_Sta122_Surface_A,SAMN37516518,GOMECC4_FLSTRAITS_Sta122_Surface_A_16S,2021-10-17T16:39-04:00,CTD rosette,FLSTRAITS_Sta122,"Mexico, Gulf of",USA: Straits of Florida,3,24.517,-80.63,358
GOMECC4_FLSTRAITS_Sta122_Surface_B,SAMN37516519,GOMECC4_FLSTRAITS_Sta122_Surface_B_16S,2021-10-17T16:39-04:00,CTD rosette,FLSTRAITS_Sta122,"Mexico, Gulf of",USA: Straits of Florida,3,24.517,-80.63,305
GOMECC4_FLSTRAITS_Sta122_Surface_C,SAMN37516520,GOMECC4_FLSTRAITS_Sta122_Surface_C_16S,2021-10-17T16:39-04:00,CTD rosette,FLSTRAITS_Sta122,"Mexico, Gulf of",USA: Straits of Florida,3,24.517,-80.63,282
GOMECC4_FLSTRAITS_Sta123_DCM_A,SAMN37516524,GOMECC4_FLSTRAITS_Sta123_DCM_A_16S,2021-10-17T19:06-04:00,CTD rosette,FLSTRAITS_Sta123,"Mexico, Gulf of",USA: Straits of Florida,30,24.735,-80.622,361
GOMECC4_FLSTRAITS_Sta123_DCM_B,SAMN37516525,GOMECC4_FLSTRAITS_Sta123_DCM_B_16S,2021-10-17T19:06-04:00,CTD rosette,FLSTRAITS_Sta123,"Mexico, Gulf of",USA: Straits of Florida,30,24.735,-80.622,431
GOMECC4_FLSTRAITS_Sta123_DCM_C,SAMN37516526,GOMECC4_FLSTRAITS_Sta123_DCM_C_16S,2021-10-17T19:06-04:00,CTD rosette,FLSTRAITS_Sta123,"Mexico, Gulf of",USA: Straits of Florida,30,24.735,-80.622,377
GOMECC4_FLSTRAITS_Sta123_Deep_A,SAMN37516521,GOMECC4_FLSTRAITS_Sta123_Deep_A_16S,2021-10-17T19:06-04:00,CTD rosette,FLSTRAITS_Sta123,"Mexico, Gulf of",USA: Straits of Florida,135,24.735,-80.622,554
GOMECC4_FLSTRAITS_Sta123_Deep_B,SAMN37516522,GOMECC4_FLSTRAITS_Sta123_Deep_B_16S,2021-10-17T19:06-04:00,CTD rosette,FLSTRAITS_Sta123,"Mexico, Gulf of",USA: Straits of Florida,135,24.735,-80.622,492
GOMECC4_FLSTRAITS_Sta123_Deep_C,SAMN37516523,GOMECC4_FLSTRAITS_Sta123_Deep_C_16S,2021-10-17T19:06-04:00,CTD rosette,FLSTRAITS_Sta123,"Mexico, Gulf of",USA: Straits of Florida,135,24.735,-80.622,407
GOMECC4_FLSTRAITS_Sta123_Surface_A,SAMN37516527,GOMECC4_FLSTRAITS_Sta123_Surface_A_16S,2021-10-17T19:06-04:00,CTD rosette,FLSTRAITS_Sta123,"Mexico, Gulf of",USA: Straits of Florida,3,24.735,-80.622,352
GOMECC4_FLSTRAITS_Sta123_Surface_B,SAMN37516528,GOMECC4_FLSTRAITS_Sta123_Surface_B_16S,2021-10-17T19:06-04:00,CTD rosette,FLSTRAITS_Sta123,"Mexico, Gulf of",USA: Straits of Florida,3,24.735,-80.622,553
GOMECC4_FLSTRAITS_Sta123_Surface_C,SAMN37516529,GOMECC4_FLSTRAITS_Sta123_Surface_C_16S,2021-10-17T19:06-04:00,CTD rosette,FLSTRAITS_Sta123,"Mexico, Gulf of",USA: Straits of Florida,3,24.735,-80.622,412
GOMECC4_GALVESTON_Sta49_DCM_A,SAMN37516249,GOMECC4_GALVESTON_Sta49_DCM_A_16S,2021-09-27T08:15-04:00,CTD rosette,GALVESTON_Sta49,"Mexico, Gulf of",USA: Gulf of Mexico,38,27.92,-93.579,245
GOMECC4_GALVESTON_Sta49_DCM_B,SAMN37516250,GOMECC4_GALVESTON_Sta49_DCM_B_16S,2021-09-27T08:15-04:00,CTD rosette,GALVESTON_Sta49,"Mexico, Gulf of",USA: Gulf of Mexico,38,27.92,-93.579,319
GOMECC4_GALVESTON_Sta49_DCM_C,SAMN37516251,GOMECC4_GALVESTON_Sta49_DCM_C_16S,2021-09-27T08:15-04:00,CTD rosette,GALVESTON_Sta49,"Mexico, Gulf of",USA: Gulf of Mexico,38,27.92,-93.579,329
GOMECC4_GALVESTON_Sta49_Deep_A,SAMN37516246,GOMECC4_GALVESTON_Sta49_Deep_A_16S,2021-09-27T08:15-04:00,CTD rosette,GALVESTON_Sta49,"Mexico, Gulf of",USA: Gulf of Mexico,67,27.92,-93.579,362
GOMECC4_GALVESTON_Sta49_Deep_B,SAMN37516247,GOMECC4_GALVESTON_Sta49_Deep_B_16S,2021-09-27T08:15-04:00,CTD rosette,GALVESTON_Sta49,"Mexico, Gulf of",USA: Gulf of Mexico,67,27.92,-93.579,407
GOMECC4_GALVESTON_Sta49_Deep_C,SAMN37516248,GOMECC4_GALVESTON_Sta49_Deep_C_16S,2021-09-27T08:15-04:00,CTD rosette,GALVESTON_Sta49,"Mexico, Gulf of",USA: Gulf of Mexico,67,27.92,-93.579,390
GOMECC4_GALVESTON_Sta49_Surface_A,SAMN37516252,GOMECC4_GALVESTON_Sta49_Surface_A_16S,2021-09-27T08:15-04:00,CTD rosette,GALVESTON_Sta49,"Mexico, Gulf of",USA: Gulf of Mexico,3,27.92,-93.579,275
GOMECC4_GALVESTON_Sta49_Surface_B,SAMN37516253,GOMECC4_GALVESTON_Sta49_Surface_B_16S,2021-09-27T08:15-04:00,CTD rosette,GALVESTON_Sta49,"Mexico, Gulf of",USA: Gulf of Mexico,3,27.92,-93.579,169
GOMECC4_GALVESTON_Sta49_Surface_C,SAMN37516254,GOMECC4_GALVESTON_Sta49_Surface_C_16S,2021-09-27T08:15-04:00,CTD rosette,GALVESTON_Sta49,"Mexico, Gulf of",USA: Gulf of Mexico,3,27.92,-93.579,179
