#FeatureID	taxonomy	confidence
ASV_3286	d__Eukaryota	0.99942112
ASV_3287	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Trebouxiophyceae; f__Trebouxiophyceae; g__Trebouxiophyceae	0.827139483
ASV_3288	d__Eukaryota	0.99649764
ASV_3289	d__Eukaryota	0.999682544
ASV_3290	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Marine_Group_II; g__Marine_Group_II; s__hydrothermal_vent	0.782052536
ASV_3291	d__Eukaryota	0.999124399
ASV_3292	d__Eukaryota	0.999882851
ASV_3293	d__Bacteria; p__Proteobacteria	0.994241538
ASV_3294	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.966613847
ASV_3295	d__Eukaryota; p__Amoebozoa; c__Tubulinea; o__Arcellinida; f__Phryganellina; g__Cryptodifflugia; s__Cryptodifflugia_oviformis	0.888961598
ASV_3296	Unassigned	0.669566766
ASV_3297	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae	0.777389131
ASV_3298	d__Eukaryota	0.999079082
ASV_3299	d__Eukaryota	0.999585792
ASV_3300	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae	0.77540272
ASV_3301	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.759987656
ASV_3302	d__Eukaryota	0.924383409
ASV_3303	d__Eukaryota	0.999916806
ASV_3304	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.936274196
ASV_3305	Unassigned	0.70487168
ASV_3306	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.948176049
ASV_3307	d__Eukaryota	0.999971763
ASV_3308	d__Eukaryota	0.999680337
ASV_3309	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.959185411
ASV_3310	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae	0.830513924
ASV_3311	d__Eukaryota	0.978294346
ASV_3312	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.867863779
ASV_3313	d__Eukaryota; p__Euglenozoa; c__Diplonemea; o__Diplonemea; f__Diplonemea; g__Diplonema	0.7984397
ASV_3314	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.919751939
ASV_3315	d__Eukaryota	0.989087744
ASV_3316	Unassigned	0.918513885
ASV_3317	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales	0.998491248
ASV_3318	d__Bacteria	0.900834417
ASV_3319	d__Eukaryota; p__Mollusca; c__Bivalvia; o__Veneroida; f__Veneroida; g__Veneroida	0.999359458
ASV_3320	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Marine_Group_II; g__Marine_Group_II	0.928829332
ASV_3321	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.872213347
ASV_3322	d__Eukaryota	0.999207256
ASV_3323	d__Eukaryota; p__Ciliophora; c__Intramacronucleata	0.7467811
ASV_3324	d__Eukaryota	0.993876263
ASV_3325	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.980710615
ASV_3326	Unassigned	0.717223452
ASV_3327	d__Bacteria	0.849918578
ASV_3328	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__uncultured_eukaryote	0.906819444
ASV_3329	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae	0.80593808
ASV_3330	d__Eukaryota; p__Cercozoa; c__Imbricatea; o__Imbricatea; f__Euglyphida; g__Trinema; s__Trinema_lineare	0.944764312
ASV_3331	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Methanomassiliicoccales; f__Methanomassiliicoccaceae; g__Methanomassiliicoccus; s__Methanomassiliicoccales_archaeon	0.941802633
ASV_3332	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Spirotrichea; f__Oligotrichia	0.710646443
ASV_3333	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_I	0.844469979
ASV_3334	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_II; g__Clade_II	0.705665677
ASV_3335	d__Eukaryota	0.998091422
ASV_3336	d__Eukaryota; p__Ochrophyta	0.766144966
ASV_3337	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae	0.867270668
ASV_3338	Unassigned	0.849503822
ASV_3339	d__Eukaryota	0.963870636
ASV_3340	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_IV; g__Clade_IV	0.972455192
ASV_3341	Unassigned	0.718572119
ASV_3342	Unassigned	0.651344696
ASV_3343	d__Eukaryota; p__Diatomea	0.961495909
ASV_3344	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Thermoplasmata; f__Thermoplasmata; g__Marine_Group_III; s__metagenome	0.921749754
ASV_3345	d__Bacteria	0.772763629
ASV_3346	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Marine_Group_II; g__Marine_Group_II	0.900663252
ASV_3347	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_IV; g__Clade_IV	0.786575821
ASV_3348	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.919439413
ASV_3349	d__Eukaryota	0.999573999
ASV_3350	d__Eukaryota	0.999102451
ASV_3351	d__Bacteria; p__Planctomycetota; c__Planctomycetes	0.724285664
ASV_3352	d__Eukaryota	0.932416107
ASV_3353	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.969844014
ASV_3354	d__Eukaryota; p__Cryptophyceae; c__Cryptophyceae; o__Cryptomonadales; f__Cryptomonadales	0.95613104
ASV_3355	Unassigned	0.934623111
ASV_3356	d__Eukaryota; p__Euglenozoa; c__Diplonemea; o__Diplonemea; f__Diplonemea; g__SCM38C39_marine_group; s__uncultured_eukaryote	0.839739205
ASV_3357	Unassigned	0.660622051
ASV_3358	d__Eukaryota	0.998192814
ASV_3359	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.956520336
ASV_3360	d__Eukaryota	0.998066229
ASV_3361	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae	0.821955964
ASV_3362	d__Eukaryota	0.995349115
ASV_3363	d__Eukaryota	0.999436842
ASV_3364	d__Eukaryota	0.744673577
ASV_3365	d__Bacteria; p__Proteobacteria	0.995656593
ASV_3366	d__Eukaryota	0.999901111
ASV_3367	d__Eukaryota; p__Euglenozoa; c__Kinetoplastea; o__Neobodonida; f__Neobodonida; g__Neobodo	0.732586378
ASV_3368	d__Eukaryota; p__Annelida; c__Polychaeta; o__Phyllodocida; f__Phyllodocida; g__Phyllodocida	0.927309887
ASV_3369	d__Eukaryota; p__Diatomea	0.946305919
ASV_3370	Unassigned	0.395298735
ASV_3371	d__Eukaryota; p__Diatomea; c__Bacillariophyceae; o__Bacillariophyceae; f__Bacillariophyceae	0.724009279
ASV_3372	d__Eukaryota	0.999715676
ASV_3373	d__Bacteria	0.900578949
ASV_3374	d__Eukaryota	0.999981747
ASV_3375	d__Eukaryota; p__Holozoa; c__Choanoflagellida; o__Acanthoecida; f__Stephanoecidae; g__Diaphanoeca; s__uncultured_eukaryote	0.99051047
ASV_3376	d__Archaea; p__Halobacterota; c__Methanocellia; o__Methanocellales; f__Methanocellaceae; g__Rice_Cluster_I; s__bioreactor_metagenome	0.812026583
ASV_3377	d__Eukaryota	0.994064977
ASV_3378	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Thiotrichaceae; g__uncultured; s__hydrothermal_vent	0.700902052
ASV_3379	d__Eukaryota	0.74915087
ASV_3380	d__Eukaryota	0.997782612
ASV_3381	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae	0.774862244
ASV_3382	d__Eukaryota; p__Ochrophyta; c__Chrysophyceae	0.767156005
ASV_3383	d__Eukaryota; p__Ochrophyta; c__Chrysophyceae	0.795735431
ASV_3384	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Parvibaculales; f__OCS116_clade; g__OCS116_clade	0.910349403
ASV_3385	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.906390563
ASV_3386	d__Bacteria; p__Sumerlaeota; c__Sumerlaeia; o__Sumerlaeales; f__Sumerlaeaceae; g__Sumerlaea; s__uncultured_Acidobacteria	0.816690584
ASV_3387	d__Eukaryota; p__Euglenozoa; c__Diplonemea; o__Diplonemea; f__Diplonemea; g__Diplonema	0.891263944
ASV_3388	d__Eukaryota	0.884288339
ASV_3389	d__Eukaryota; p__Dinoflagellata	0.908240563
ASV_3390	d__Bacteria	0.996260933
ASV_3391	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Haematospirillum; s__uncultured_bacterium	0.714286292
ASV_3392	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae	0.831294333
ASV_3393	d__Eukaryota; p__Diatomea	0.919351147
ASV_3394	d__Eukaryota; p__Diatomea	0.992648377
ASV_3395	d__Bacteria	0.938969322
ASV_3396	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Marine_Group_II; g__Marine_Group_II; s__metagenome	0.786579516
ASV_3397	d__Eukaryota	0.998805574
ASV_3398	d__Eukaryota	0.999285626
ASV_3399	d__Eukaryota	0.992206411
ASV_3400	d__Bacteria	0.884812825
ASV_3401	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.72643239
ASV_3402	d__Eukaryota	0.999991199
ASV_3403	d__Eukaryota; p__Ochrophyta; c__Eustigmatophyceae; o__Eustigmatales; f__Eustigmatales; g__Nannochloropsis; s__Nannochloropsis_granulata	0.747223953
ASV_3404	d__Eukaryota	0.992482443
ASV_3405	d__Eukaryota; p__Retaria; c__Foraminifera; o__Rotaliida	0.993929573
ASV_3406	d__Eukaryota	0.999692156
ASV_3407	d__Eukaryota; p__Dinoflagellata	0.863185398
ASV_3408	d__Eukaryota; p__Ciliophora; c__Intramacronucleata	0.945900937
ASV_3409	d__Eukaryota	0.967653133
ASV_3410	d__Eukaryota	0.939221052
ASV_3411	d__Eukaryota	0.999960502
ASV_3412	d__Bacteria	0.817133191
ASV_3413	d__Eukaryota	0.957299082
ASV_3414	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Spirotrichea	0.749687152
ASV_3415	d__Eukaryota; p__Euglenozoa; c__Kinetoplastea	0.954527495
ASV_3416	d__Eukaryota; p__Amoebozoa; c__Discosea; o__Dactylopodida; f__Dactylopodida; g__Paramoeba	0.886640449
ASV_3417	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae; o__Gymnodiniphycidae; f__Suessiaceae; g__Pelagodinium	0.856394332
ASV_3418	d__Eukaryota	0.994586959
ASV_3419	d__Eukaryota; p__Vertebrata	0.9380937
ASV_3420	d__Eukaryota	0.825180488
ASV_3421	d__Bacteria; p__Proteobacteria	0.974210616
ASV_3422	d__Eukaryota	0.999965053
ASV_3423	d__Eukaryota; p__Nematozoa; c__Enoplea; o__Dorylaimia; f__Dorylaimida; g__Dorylaimida	0.998152588
ASV_3424	d__Eukaryota	0.999995576
ASV_3425	d__Eukaryota	0.997466059
ASV_3426	d__Eukaryota	0.999917333
ASV_3427	d__Bacteria	0.866387699
ASV_3428	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Marine_Group_II; g__Marine_Group_II; s__hydrothermal_vent	0.718368017
ASV_3429	d__Eukaryota	0.842976646
ASV_3430	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.812406309
ASV_3431	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.796417577
ASV_3432	d__Eukaryota	0.99895479
ASV_3433	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.977723697
ASV_3434	d__Eukaryota; p__Vertebrata; c__Mammalia; o__Mammalia; f__Mammalia; g__Mammalia	0.880475726
ASV_3435	d__Eukaryota	0.720729225
ASV_3436	d__Bacteria; p__Proteobacteria	0.724719708
ASV_3437	d__Eukaryota; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae	0.807989907
ASV_3438	d__Eukaryota	0.958170638
ASV_3439	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Thermoplasmata; f__Thermoplasmata; g__Marine_Group_III; s__metagenome	0.986709353
ASV_3440	d__Eukaryota	0.997516054
ASV_3441	d__Eukaryota	0.99748876
ASV_3442	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Marine_Group_II; g__Marine_Group_II	0.722216241
ASV_3443	d__Eukaryota	0.981624794
ASV_3444	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales	0.753064879
ASV_3445	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales	0.900255779
ASV_3446	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured	0.97125791
ASV_3447	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.963243395
ASV_3448	d__Eukaryota; p__Ochrophyta; c__Chrysophyceae	0.955855039
ASV_3449	d__Eukaryota	0.999310119
ASV_3450	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Parvibaculales; f__OCS116_clade; g__OCS116_clade	0.911497325
ASV_3451	d__Eukaryota; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Trichomeriaceae	0.986605112
ASV_3452	d__Bacteria	0.918326204
ASV_3453	d__Eukaryota	0.99622688
ASV_3454	Unassigned	0.480394348
ASV_3455	d__Eukaryota	0.999902839
ASV_3456	d__Eukaryota; p__Chlorophyta	0.928750314
ASV_3457	Unassigned	0.498080179
ASV_3458	d__Eukaryota	0.998056051
ASV_3459	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_IV; g__Clade_IV	0.798959382
ASV_3460	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales; g__Chrysochromulina	0.714820688
ASV_3461	d__Eukaryota	0.894027118
ASV_3462	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade	0.864947062
ASV_3463	Unassigned	0.465196668
ASV_3464	d__Bacteria	0.858274613
ASV_3465	Unassigned	0.888451984
ASV_3466	Unassigned	0.885892674
ASV_3467	Unassigned	0.417923222
ASV_3468	d__Eukaryota; p__Annelida; c__Polychaeta; o__Phyllodocida; f__Phyllodocida; g__Phyllodocida	0.942886957
ASV_3469	d__Eukaryota	0.999977554
ASV_3470	d__Eukaryota	0.999690898
ASV_3471	d__Eukaryota	0.999745868
ASV_3472	d__Eukaryota	0.999919639
ASV_3473	d__Eukaryota	0.960744345
ASV_3474	d__Eukaryota	0.993483732
ASV_3475	d__Eukaryota; p__Chlorophyta; c__Chlorophyceae; o__Chlorophyceae; f__Chlorophyceae; g__Chlorophyceae	0.811059604
ASV_3476	d__Eukaryota	0.999946739
ASV_3477	d__Eukaryota	0.999964751
ASV_3478	d__Bacteria	0.853326964
ASV_3479	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.944010025
ASV_3480	d__Eukaryota; p__Mollusca; c__Gastropoda; o__Heterobranchia; f__Heterobranchia; g__Heterobranchia	0.986935842
ASV_3481	Unassigned	0.755362275
ASV_3482	d__Eukaryota	0.994344193
ASV_3483	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales	0.719038465
ASV_3484	d__Eukaryota	0.985380364
ASV_3485	d__Eukaryota; p__Cercozoa; c__Glissomonadida; o__Glissomonadida; f__Glissomonadida	0.715004105
ASV_3486	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales	0.752189608
ASV_3487	d__Eukaryota	0.902454299
ASV_3488	Unassigned	0.868853621
ASV_3489	d__Eukaryota	0.753879251
ASV_3490	d__Eukaryota; p__Euglenozoa; c__Diplonemea; o__Diplonemea; f__Diplonemea; g__Diplonema	0.894401269
ASV_3491	d__Eukaryota; p__Annelida; c__Polychaeta	0.932031046
ASV_3492	d__Eukaryota	0.998977389
ASV_3493	d__Eukaryota; p__Retaria; c__Polycystinea; o__Nassellaria; f__Nassellaria; g__Eucyrtidium	0.864311213
ASV_3494	d__Eukaryota; p__Euglenozoa; c__Diplonemea; o__Diplonemea; f__Diplonemea; g__SCM38C39_marine_group; s__uncultured_eukaryote	0.972002072
ASV_3495	d__Eukaryota	0.83042089
ASV_3496	d__Eukaryota	0.999950567
ASV_3497	d__Eukaryota	0.999365744
ASV_3498	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__uncultured_eukaryote	0.812116554
ASV_3499	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.980560156
ASV_3500	d__Eukaryota; p__Dinoflagellata	0.716504285
ASV_3501	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_IV; g__Clade_IV	0.761826874
ASV_3502	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Marine_Group_II; g__Marine_Group_II	0.880313373
ASV_3503	d__Bacteria; p__Actinobacteriota	0.808740438
ASV_3504	d__Eukaryota; p__Retaria; c__Foraminifera; o__Rotaliida	0.995701081
ASV_3505	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__MSBL9	0.926598874
ASV_3506	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__SAR86_clade; f__SAR86_clade; g__SAR86_clade; s__gamma_proteobacterium	0.891235159
ASV_3507	d__Eukaryota; p__Diatomea; c__Mediophyceae; o__Mediophyceae; f__Mediophyceae; g__Thalassiosira	0.807121965
ASV_3508	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.753594562
ASV_3509	d__Bacteria	0.910578107
ASV_3510	d__Eukaryota; p__Ciliophora; c__Intramacronucleata	0.740441021
ASV_3511	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya	0.703455112
ASV_3512	d__Eukaryota	0.999862809
ASV_3513	d__Eukaryota	0.999974536
ASV_3514	d__Eukaryota; p__MAST-3; c__MAST-3I; o__MAST-3I; f__MAST-3I; g__MAST-3I; s__uncultured_stramenopile	0.917361935
ASV_3515	d__Eukaryota	0.990661258
ASV_3516	Unassigned	0.498017848
ASV_3517	Unassigned	0.875626264
ASV_3518	d__Eukaryota; p__Protalveolata; c__Incertae_Sedis; o__Ellobiopsidae; f__Ellobiopsidae; g__Thalassomyces; s__Thalassomyces_fagei	0.736284139
ASV_3519	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.994506632
ASV_3520	d__Eukaryota	0.999644694
ASV_3521	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya	0.730397657
ASV_3522	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__SAR86_clade; f__SAR86_clade; g__SAR86_clade	0.986815061
ASV_3523	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Marine_Group_II; g__Marine_Group_II; s__hydrothermal_vent	0.900600821
ASV_3524	d__Eukaryota	0.98298135
ASV_3525	d__Eukaryota	0.999609259
ASV_3526	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_I	0.746354372
ASV_3527	d__Bacteria	0.958391412
ASV_3528	d__Eukaryota	0.999979876
ASV_3529	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__Rubinisphaeraceae; g__uncultured; s__uncultured_organism	0.85682039
ASV_3530	d__Eukaryota; p__Diatomea; c__Bacillariophyceae; o__Bacillariophyceae; f__Bacillariophyceae	0.734654787
ASV_3531	d__Eukaryota; p__Ascomycota	0.997082311
ASV_3532	d__Eukaryota	0.998672605
ASV_3533	Unassigned	0.817928246
ASV_3534	d__Eukaryota	0.991680356
ASV_3535	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Spirotrichea; f__Oligotrichia; g__Spirotontonia; s__uncultured_eukaryote	0.934418448
ASV_3536	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae	0.925479338
ASV_3537	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.717372082
ASV_3538	d__Eukaryota	0.999035867
ASV_3539	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Puniceicoccaceae	0.786578585
ASV_3540	d__Bacteria	0.782766222
ASV_3541	d__Eukaryota	0.989061573
ASV_3542	d__Eukaryota	0.933902247
ASV_3543	d__Eukaryota	0.999878583
ASV_3544	d__Eukaryota	0.999721998
ASV_3545	d__Eukaryota; p__Amoebozoa; c__Discosea; o__Dactylopodida; f__Dactylopodida; g__Korotnevella; s__Korotnevella_jeppesenii	0.897078855
ASV_3546	d__Eukaryota	0.999964396
ASV_3547	d__Eukaryota; p__Diatomea; c__Mediophyceae; o__Mediophyceae; f__Mediophyceae; g__Thalassiosira	0.88769685
ASV_3548	d__Eukaryota	0.999400122
ASV_3549	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Rhodopirellula; s__Rhodopirellula_maiorica	0.899476089
ASV_3550	d__Eukaryota; p__Diatomea	0.95300863
ASV_3551	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.805160863
ASV_3552	d__Eukaryota	0.998507696
ASV_3553	d__Archaea; p__Euryarchaeota; c__Thermococci; o__Methanofastidiosales; f__uncultured; g__uncultured; s__marine_metagenome	0.98339096
ASV_3554	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Duboscquella; s__uncultured_Duboscquella	0.793419971
ASV_3555	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep	0.862901073
ASV_3556	d__Eukaryota	0.99998315
ASV_3557	Unassigned	0.730459866
ASV_3558	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Oligohymenophorea	0.936306879
ASV_3559	d__Eukaryota	0.994416521
ASV_3560	Unassigned	0.328259654
ASV_3561	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Puniceispirillales; f__SAR116_clade; g__Candidatus_Puniceispirillum; s__Candidatus_Puniceispirillum	0.79110432
ASV_3562	Unassigned	0.859572251
ASV_3563	d__Bacteria	0.745990825
ASV_3564	Unassigned	0.331679207
ASV_3565	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Gregarinasina; f__Eugregarinorida	0.916128753
ASV_3566	d__Eukaryota	0.99961466
ASV_3567	d__Eukaryota	0.998524103
ASV_3568	d__Eukaryota	0.999148832
ASV_3569	Unassigned	0.351535871
ASV_3570	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae	0.91049416
ASV_3571	Unassigned	0.96581763
ASV_3572	Unassigned	0.725356393
ASV_3573	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Syndinium; s__uncultured_eukaryote	0.951607218
ASV_3574	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.951045249
ASV_3575	Unassigned	0.403164729
ASV_3576	d__Bacteria; p__SAR324_clade(Marine_group_B); c__SAR324_clade(Marine_group_B); o__SAR324_clade(Marine_group_B); f__SAR324_clade(Marine_group_B); g__SAR324_clade(Marine_group_B); s__hydrothermal_vent	0.888489659
ASV_3577	d__Bacteria; p__Proteobacteria	0.728225906
ASV_3578	d__Bacteria; p__Proteobacteria	0.851331377
ASV_3579	d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales	0.733978319
ASV_3580	d__Eukaryota; p__Retaria; c__Foraminifera; o__Tubothalamea; f__Miliolida	0.999468996
ASV_3581	d__Eukaryota	0.998769278
ASV_3582	Unassigned	0.690445496
ASV_3583	Unassigned	0.928362215
ASV_3584	d__Eukaryota	0.829342122
ASV_3585	d__Eukaryota	0.999898354
ASV_3586	Unassigned	0.876399543
ASV_3587	d__Eukaryota; p__Incertae_Sedis; c__Incertae_Sedis; o__Incertae_Sedis; f__Incertae_Sedis; g__Telonema; s__Telonema_subtile	0.998303522
ASV_3588	d__Eukaryota; p__Dinoflagellata	0.912342694
ASV_3589	d__Eukaryota	0.968548575
ASV_3590	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales	0.711621429
ASV_3591	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes	0.819488854
ASV_3592	d__Eukaryota	0.999548056
ASV_3593	d__Eukaryota	0.890953211
ASV_3594	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.991077834
ASV_3595	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.960858591
ASV_3596	d__Bacteria	0.826016982
ASV_3597	d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__Oligoflexales; f__Oligoflexales; g__Pseudobacteriovorax; s__Pseudobacteriovorax_antillogorgiicola	0.936582603
ASV_3598	d__Eukaryota; p__Diatomea; c__Coscinodiscophytina; o__Coscinodiscophytina; f__Rhizosolenids; g__Leptocylindrus; s__Leptocylindrus_danicus	0.982268785
ASV_3599	d__Eukaryota; p__Amoebozoa; c__Tubulinea; o__Arcellinida; f__Phryganellina; g__Cryptodifflugia; s__Cryptodifflugia_oviformis	0.729017521
ASV_3600	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales; g__Chrysochromulina; s__Chrysochromulina_scutellum	0.956432615
ASV_3601	d__Eukaryota	0.999584999
ASV_3602	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Marine_Group_II; g__Marine_Group_II	0.806370707
ASV_3603	d__Eukaryota	0.999550793
ASV_3604	d__Eukaryota; p__MAST-7; c__MAST-7D; o__MAST-7D; f__MAST-7D; g__MAST-7D; s__uncultured_eukaryote	0.942826874
ASV_3605	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.940506364
ASV_3606	d__Eukaryota	0.998047949
ASV_3607	d__Eukaryota	0.999837959
ASV_3608	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.991133546
ASV_3609	Unassigned	0.357897363
ASV_3610	d__Eukaryota	0.999172334
ASV_3611	d__Bacteria	0.854080843
ASV_3612	d__Eukaryota	0.98693766
ASV_3613	d__Eukaryota	0.999834212
ASV_3614	d__Eukaryota; p__Protalveolata	0.707419187
ASV_3615	Unassigned	0.791119772
ASV_3616	Unassigned	0.571509668
ASV_3617	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfatiglandales; f__Desulfatiglandaceae; g__Desulfatiglans	0.741591166
ASV_3618	Unassigned	0.314549293
ASV_3619	d__Eukaryota; p__Euglenozoa; c__Kinetoplastea	0.997529518
ASV_3620	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Marine_Group_II; g__Marine_Group_II; s__metagenome	0.807909493
ASV_3621	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.993981153
ASV_3622	d__Eukaryota	0.999179696
