hash,Domain,Phylum,Class,Order,Family,Genus,Species
300e19d8c36678839b41d6acb5416e7f,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Arctic97B-4_marine_group, f__Arctic97B-4_marine_group, g__Arctic97B-4_marine_group, s__uncultured_bacterium
3079fb436f3e68ae9bacabfa256cc452,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria,,,,
30c09a71e759da3ae241d3e3a449e72c,d__Bacteria, p__Bdellovibrionota, c__Bdellovibrionia, o__Bdellovibrionales, f__Bdellovibrionaceae, g__OM27_clade, s__uncultured_marine
320792a513af1ffdf17f8c0a1f6f7267,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade,
35ed8d4846b3fb268b3afdd949f8c2bf,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__AEGEAN-169_marine_group, g__AEGEAN-169_marine_group, s__alpha_proteobacterium
37d067088a3339c0668f996fb2a8b581,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Cryomorphaceae, g__uncultured,
3a1ae12407fc14908d8bf63a7d456875,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Synechococcales, f__Cyanobiaceae, g__Prochlorococcus_MIT9313,
3a65dd03bf435d9fb3734b2944e39b0a,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Synechococcales, f__Cyanobiaceae, g__Prochlorococcus_MIT9313,
3b83cd128e5a24fa8c252385cdc431a2,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Chloroplast, f__Chloroplast, g__Chloroplast, s__uncultured_marine
3cd65d1a3e446c20afd91da84db7d7c0,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Synechococcales, f__Cyanobiaceae,,
3e79557ef7b7af4810d827e71b2b51f4,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Chloroplast, f__Chloroplast, g__Chloroplast, s__uncultured_prymnesiophyte
3fe95a041599bc987a11a6eec413c4e7,d__Bacteria, p__Margulisbacteria, c__Margulisbacteria, o__Margulisbacteria, f__Margulisbacteria, g__Margulisbacteria, s__uncultured_bacterium
427c685aa94952ceb50627448ef4673d,d__Bacteria, p__Verrucomicrobiota, c__Lentisphaeria, o__Lentisphaerales, f__Lentisphaeraceae, g__Lentisphaera,
442c44bc287aab418b9ba1a87569d736,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Chloroplast, f__Chloroplast, g__Chloroplast,
445f37a05d3e31ef7b70620395daddef,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Cellvibrionales, f__Porticoccaceae, g__SAR92_clade,
44c2d34b69c1b129c23f4c9631ff3f16,d__Bacteria,,,,,,
4615c654d4354d8605d4cf017c14513c,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Saprospiraceae, g__uncultured, s__marine_metagenome
465d8f8953072c9d7dd372f2e6e4df95,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__AEGEAN-169_marine_group, g__AEGEAN-169_marine_group, s__uncultured_bacterium
46cd4e968c45e7d709de38c85b9b063c,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Opitutales, f__Puniceicoccaceae, g__MB11C04_marine_group, s__marine_metagenome
4895c16393fb36c29e9c5834840b34c3,d__Bacteria, p__Bdellovibrionota, c__Bdellovibrionia, o__Bdellovibrionales, f__Bdellovibrionaceae, g__OM27_clade, s__uncultured_marine
4d59c394451b9a48f80dfa8cf9440d4a,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Synechococcales, f__Cyanobiaceae, g__Prochlorococcus_MIT9313,
4e8c9cedb445015d6ccc42166651d58d,d__Archaea, p__Thermoplasmatota, c__Thermoplasmata, o__Marine_Group_II, f__Marine_Group_II, g__Marine_Group_II,
4f1d9cc65f541944c1ce28446753efec,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_II, g__Clade_II,
52b34624c85b5e4d385798288484b7e1,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_II, g__Clade_II,
531d28ae294ed0e2334cd8f75defd7d1,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__Mitochondria, g__Mitochondria, s__uncultured_bacterium
53708a1515bd99cd35609f33b24a5771,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Chloroplast, f__Chloroplast, g__Chloroplast, s__uncultured_marine
5549d9c82db64cfbffb7440b81c44f69,d__Bacteria,,,,,,
55d3b0425d471d518cbd951f1d4bb687,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Caulobacterales, f__Hyphomonadaceae, g__uncultured,
56cce45aac48964f44eaa6644fb87b65,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade,
5707218c8f091a5f521a5e99e623373d,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Steroidobacterales, f__Woeseiaceae, g__Woeseia,
5829b90054655082c14a358a3bb8a233,d__Bacteria, p__Verrucomicrobiota, c__Chlamydiae, o__Chlamydiales, f__Simkaniaceae, g__Simkania, s__Simkania_negevensis
58701c6f031b895f5821e76f814dcd25,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade,
5a7a108381a8af71e0f5ad61052a8d5f,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Synechococcales, f__Cyanobiaceae,,
5a9a1c315fde1d33b797d2d78262560a,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__NS4_marine_group,
5ac5625b59c9ae813178f181cd9bae48,d__Bacteria, p__SAR324_clade(Marine_group_B), c__SAR324_clade(Marine_group_B), o__SAR324_clade(Marine_group_B), f__SAR324_clade(Marine_group_B), g__SAR324_clade(Marine_group_B),
5b22f58859b198cacef95ae5753e91e2,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Alteromonadales, f__Shewanellaceae, g__Shewanella,
5b308f795e0ad6b940f10100fa609856,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae,,
5b426dd6f959df9c1765efe126c940f1,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade, s__marine_metagenome
5e1c2f9e59c1540232dad2489ef98e0a,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade,
5fbb1f19b0faa3a5bebb8e6373294d11,d__Bacteria, p__Desulfobacterota, c__Desulfuromonadia, o__PB19, f__PB19, g__PB19, s__uncultured_marine
5ff9f3dd021cf10df7cd4d83dc4ffc77,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__S25-593, g__S25-593, s__uncultured_marine
601801d28e893312fa4d07a6a0841cda,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__NS5_marine_group, s__uncultured_Flavobacteriales
6062566cb61513a05440c504bcffcc2a,d__Bacteria, p__Verrucomicrobiota, c__Lentisphaeria, o__Lentisphaerales, f__Lentisphaeraceae, g__Lentisphaera, s__Lentisphaera_araneosa
6074d0a0969a5b56f11ce20229368eb5,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Synechococcales, f__Cyanobiaceae,,
60bf03b0027c5e0c164120bd29daf0c4,d__Bacteria, p__Verrucomicrobiota, c__Lentisphaeria, o__P.palmC41, f__P.palmC41, g__P.palmC41, s__uncultured_Lentisphaerae
60d227e35381e5a9421f8e982dc9a24d,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__AEGEAN-169_marine_group, g__AEGEAN-169_marine_group, s__uncultured_bacterium
630fdcc27b00d6dd9d97c4a939ba1054,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade, s__metagenome
63443eb3980f755d628a91d4797fa286,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_II, g__Clade_II, s__uncultured_alpha
63db9770aeea2058de960af815a9b5d9,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade, s__marine_metagenome
64b98470458d1d3fffa98f859b8f71b3,d__Archaea, p__Thermoplasmatota, c__Thermoplasmata, o__Thermoplasmata, f__Thermoplasmata, g__Marine_Group_III, s__metagenome
658ba08c5bfa8e13006770474b418e6b,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__uncultured, f__uncultured, g__uncultured, s__uncultured_marine
6643aceaaba877994414b43faf1f12ae,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae,,
67f472d33a26eed76af4750e913f1e23,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Defluviicoccales, f__uncultured, g__uncultured, s__unidentified_marine
680dd2087196cdfc0335117db1fe88c8,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Synechococcales, f__Cyanobiaceae, g__Prochlorococcus_MIT9313,
681adf9bd3f184bf617372edaf238f2d,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Stappiaceae, g__Stappiaceae, s__uncultured_bacterium
6878e8cd83e12f21fbe3bc25063f6482,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade, s__metagenome
6abfa520c0cdfa4758efad47524f79b9,d__Bacteria, p__Proteobacteria,,,,,
6b71f09dd0af4d8f6ca88a3678131c9d,d__Bacteria, p__Chloroflexi, c__Dehalococcoidia, o__SAR202_clade, f__SAR202_clade, g__SAR202_clade, s__marine_metagenome
6bc694ccbed0480d2df3409632ac26b0,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_IV, g__Clade_IV,
6cedfeae4df7aec1fc8f5736d9be4839,d__Bacteria, p__Marinimicrobia_(SAR406_clade), c__Marinimicrobia_(SAR406_clade), o__Marinimicrobia_(SAR406_clade), f__Marinimicrobia_(SAR406_clade), g__Marinimicrobia_(SAR406_clade), s__uncultured_bacterium
6cff3d44e5b53b630846777c83d8a587,d__Bacteria,,,,,,
6d3468b9766d2f74cd484ec21cd07736,d__Bacteria, p__Chloroflexi, c__Dehalococcoidia, o__SAR202_clade, f__SAR202_clade, g__SAR202_clade, s__SAR202_cluster
6e8567e1cbadf07072890b1de7e43fbb,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade, s__uncultured_bacterium
6ea340b73ac17e0fbe2117817899b373,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Defluviicoccales, f__uncultured, g__uncultured,
74ca89b09e5b1b3851b303967e320eb2,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Chloroplast, f__Chloroplast, g__Chloroplast, s__uncultured_prymnesiophyte
7605828eddc0e2c25653d3057f05da32,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade, s__Rhodobacteraceae_bacterium
77aec0452af73c6ac3d4ab205d421f08,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__uncultured, s__uncultured_marine
7915dfde2f43a780cfeec2baa2479920,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__NS9_marine_group, g__NS9_marine_group,
798329cc4546fea67ef071c3b9d593c7,d__Bacteria, p__Campilobacterota, c__Campylobacteria, o__Campylobacterales, f__Arcobacteraceae,,
7a478ccf3f4c2d42e5e7d2b6879e1446,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Chloroplast, f__Chloroplast, g__Chloroplast,
7a57914b8fae989f05f0af5a95b6ad94,d__Bacteria, p__Myxococcota, c__Myxococcia, o__Myxococcales, f__Myxococcaceae, g__P3OB-42, s__uncultured_bacterium
7ba69ab37053f815413d24137b714cbf,d__Bacteria, p__Marinimicrobia_(SAR406_clade), c__Marinimicrobia_(SAR406_clade), o__Marinimicrobia_(SAR406_clade), f__Marinimicrobia_(SAR406_clade), g__Marinimicrobia_(SAR406_clade), s__uncultured_bacterium
7d08c4dbdfaa7cea06a2709c04acb36b,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__NS2b_marine_group,
7dfe5907f188afdb16fc50b8279e7b5e,d__Archaea, p__Crenarchaeota, c__Nitrososphaeria, o__Nitrosopumilales, f__Nitrosopumilaceae, g__Nitrosopumilaceae,
7e3995cf26ec3126303c3968df014efa,d__Bacteria, p__Chloroflexi, c__Dehalococcoidia, o__SAR202_clade, f__SAR202_clade, g__SAR202_clade,
7e3fe6f1a26a4a96e10ab410cb312636,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_I,,
7ecfad314079f7e4439a9c2ae17f097c,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_I,,
8078fdafb61e4b0b3252bfcdceddbfbd,d__Bacteria, p__Planctomycetota, c__Planctomycetes, o__Pirellulales, f__Pirellulaceae, g__uncultured, s__uncultured_marine
81056247bc052a7fe9a62974c93763b9,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Chloroplast, f__Chloroplast, g__Chloroplast, s__Micromonas_commoda
8338aab98f9ca221d97874d4c68fff3e,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria,,,,
84c747e107109dfc90b0771706940366,d__Bacteria, p__Marinimicrobia_(SAR406_clade), c__Marinimicrobia_(SAR406_clade), o__Marinimicrobia_(SAR406_clade), f__Marinimicrobia_(SAR406_clade), g__Marinimicrobia_(SAR406_clade), s__Alteromonas_macleodii
8761c69fd67f0904caea1e18ea07a47b,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Chloroplast, f__Chloroplast, g__Chloroplast, s__Prasinoderma_coloniale
8a2ed5a5fc4188fc7eaa7d2aad9eb103,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_I, g__Clade_Ib,
8b2d8cd54e6201d63e66bc782d5902d2,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__KI89A_clade, f__KI89A_clade, g__KI89A_clade, s__obligately_oligotrophic
8ba42d19650b5a3911b5b16ef9d233d6,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Alteromonadales, f__Alteromonadaceae,,
8ddc4caaf17efdaa2774c468445a6cd6,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Arctic97B-4_marine_group, f__Arctic97B-4_marine_group, g__Arctic97B-4_marine_group, s__uncultured_bacterium
8e7d4db0ab4eb4e5bb6f5c00710595c4,d__Bacteria, p__Verrucomicrobiota, c__Lentisphaeria, o__Lentisphaerales, f__Lentisphaeraceae, g__Lentisphaera, s__uncultured_Lentisphaerae
8f086bcad62fc2a29cb84f5a15cb4fbe,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Chloroplast, f__Chloroplast, g__Chloroplast,
909a0dc5fb645ac1a91990d6cbef8e75,d__Bacteria, p__Chloroflexi, c__Dehalococcoidia, o__SAR202_clade, f__SAR202_clade, g__SAR202_clade, s__SAR202_cluster
91ba030ed86c5994b9fe18eae38979ce,d__Bacteria, p__Bdellovibrionota, c__Bdellovibrionia, o__Bacteriovoracales, f__Bacteriovoracaceae, g__uncultured, s__uncultured_Bacteriovoracaceae
9216e7110093160e00f383ea5b801afc,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade, s__SAR86_cluster
937a89faaeca31bb9b833d960ced2798,d__Bacteria, p__Planctomycetota, c__Pla3_lineage, o__Pla3_lineage, f__Pla3_lineage, g__Pla3_lineage, s__marine_metagenome
94c8b93cbde3cb2067a84e1dd99e3cd4,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_II, g__Clade_II,
959c6ff54011abafc9b3f263d3574cb1,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Chloroplast, f__Chloroplast, g__Chloroplast,
9673097fc03106b581e97bda8e96a96e,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade,
98808fafa8617d3f716ef3da7d2ffda1,d__Bacteria, p__Nitrospirota, c__Nitrospiria, o__Nitrospirales, f__Nitrospiraceae, g__Nitrospira,
98d25d57d546119fbf366d87cc8e739b,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__AEGEAN-169_marine_group, g__AEGEAN-169_marine_group, s__uncultured_Alphaproteobacteria
9906aa72c55b0cb0d6997e01c3851adb,d__Bacteria, p__Chloroflexi, c__Dehalococcoidia, o__SAR202_clade, f__SAR202_clade, g__SAR202_clade, s__marine_metagenome
9b4ebdc9df773d53b53dc0ea5c8c47ad,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_II, g__Clade_II, s__SAR11_cluster
9c7c4768500be8b447b03c2cafe177ae,d__Bacteria, p__Actinobacteriota, c__Acidimicrobiia, o__Actinomarinales, f__Actinomarinaceae, g__Candidatus_Actinomarina, s__uncultured_SAR432
9ee3aef16027db981f958ff0062ae2e9,d__Bacteria, p__PAUC34f, c__PAUC34f, o__PAUC34f, f__PAUC34f, g__PAUC34f, s__uncultured_bacterium
a05f1f65ae37f6823f021131629ca38b,d__Bacteria, p__Planctomycetota, c__Phycisphaerae, o__Phycisphaerales, f__Phycisphaeraceae, g__CL500-3, s__uncultured_Phycisphaeraceae
a1b896d29717daa5e883843daaf31f0b,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__Mitochondria, g__Mitochondria, s__uncultured_bacterium
a2cb3eef364ed8a79539814562dad246,d__Bacteria, p__SAR324_clade(Marine_group_B), c__SAR324_clade(Marine_group_B), o__SAR324_clade(Marine_group_B), f__SAR324_clade(Marine_group_B), g__SAR324_clade(Marine_group_B), s__SAR324_cluster
a2e4ed14817bd79662e89125cf8567e6,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade,
a3535def863bcb12088b36124c4863b2,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Synechococcales, f__Cyanobiaceae,,
a373cd2dc79f68f688d5f062e49df697,d__Bacteria, p__Fusobacteriota, c__Fusobacteriia, o__Fusobacteriales, f__Fusobacteriaceae, g__Propionigenium, s__uncultured_bacterium
a3ee34821edcc4df716cd2870cf47a9d,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_I, g__uncultured,
a4b78b8e417c54a5f06912b9c13cda50,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Magnetospiraceae, g__uncultured, s__uncultured_marine
a557e4415de417b5a2a89b236754987a,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__NS7_marine_group, g__NS7_marine_group, s__uncultured_marine
a764cc71e1104a92345aa4d4eaec1ce5,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Chloroplast, f__Chloroplast, g__Chloroplast, s__uncultured_Cryptomonadaceae
ac3d66b52ef3e68bf8d6e923938df2cf,d__Bacteria, p__SAR324_clade(Marine_group_B), c__SAR324_clade(Marine_group_B), o__SAR324_clade(Marine_group_B), f__SAR324_clade(Marine_group_B), g__SAR324_clade(Marine_group_B), s__uncultured_soil
ae891fb8591a7567d2acbe5ccdc46bca,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_I, g__Clade_Ia,
aee80530db8d49f576936cc9f2e226b5,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade,
af92403f89f93cd0b3a030c507e307c2,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Chloroplast, f__Chloroplast, g__Chloroplast,
b030a3e7fd833484c70c40edcfb655a2,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__NS2b_marine_group, s__unidentified_marine
b19c6d7213f508952f4dba6e9c0ba950,d__Bacteria, p__Myxococcota, c__Polyangia, o__Nannocystales, f__Nannocystaceae, g__uncultured, s__uncultured_marine
b226b1a5415f4a7a40ee50fe099a9715,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade,
b2773bfc2012bf34142dfe432d448b79,d__Bacteria, p__Nitrospinota, c__Nitrospinia, o__Nitrospinales, f__Nitrospinaceae, g__LS-NOB,
b37ee28c495eae2a0cc055e59ada2a88,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Opitutales, f__Puniceicoccaceae, g__MB11C04_marine_group,
b5ab28afad98242f12a7fda75b4bfa1d,d__Bacteria, p__Desulfobacterota, c__Desulfuromonadia, o__PB19, f__PB19, g__PB19, s__uncultured_marine
b5d0de7fbbebf211d07dd43cd83cb921,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Synechococcales, f__Cyanobiaceae, g__Prochlorococcus_MIT9313,
b5faa038a918f5821cccb13ed46e2477,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__HOC36, f__HOC36, g__HOC36, s__marine_metagenome
b60e1558645147976ee4693d2d5e46bc,d__Bacteria, p__Acidobacteriota, c__Vicinamibacteria, o__Vicinamibacterales, f__uncultured, g__uncultured, s__uncultured_bacterium
b61adc9c752d26f702036321e9d2f229,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_II, g__Clade_II,
b7e49f3c6ddac6265afedc88af5f565a,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Defluviicoccales, f__uncultured, g__uncultured, s__marine_metagenome
b802215927f9745bd4f8c1224c18822d,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Cytophagales, f__Cyclobacteriaceae, g__Marinoscillum, s__marine_metagenome
b84cd1bf12cf93369d4ef412722d43d4,d__Bacteria, p__Bdellovibrionota, c__Bdellovibrionia, o__Bacteriovoracales, f__Bacteriovoracaceae, g__Peredibacter,
b8dddae45de0f4c16aa12435c538b199,d__Bacteria, p__Marinimicrobia_(SAR406_clade), c__Marinimicrobia_(SAR406_clade), o__Marinimicrobia_(SAR406_clade), f__Marinimicrobia_(SAR406_clade), g__Marinimicrobia_(SAR406_clade), s__uncultured_Candidatus
ba3f12572426cab5123138ced5fee3f8,d__Bacteria, p__Planctomycetota, c__OM190, o__OM190, f__OM190, g__OM190,
bb0e21ef0079f49e6d70cb80c002449f,d__Bacteria, p__Actinobacteriota, c__Acidimicrobiia, o__Actinomarinales, f__Actinomarinaceae, g__Candidatus_Actinomarina,
bb2e6448c87af31efa9b17e9f339f932,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_II, g__Clade_II,
bc643543bafe3ab0d8ea4b59b311ca05,d__Bacteria, p__Margulisbacteria, c__Margulisbacteria, o__Margulisbacteria, f__Margulisbacteria, g__Margulisbacteria,
bcde4fa5808de116aa1141000a390b4c,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Synechococcales, f__Cyanobiaceae, g__Prochlorococcus_MIT9313,
bdca3c3f2885e64862cfa5dbd139af70,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Synechococcales, f__Cyanobiaceae, g__Prochlorococcus_MIT9313,
be0ba9921970c27d91268baffca9d467,d__Bacteria, p__Desulfobacterota, c__Desulfuromonadia, o__PB19, f__PB19, g__PB19,
be4b0e670b9da63d3c123c77b201b2a7,d__Bacteria, p__Marinimicrobia_(SAR406_clade), c__Marinimicrobia_(SAR406_clade), o__Marinimicrobia_(SAR406_clade), f__Marinimicrobia_(SAR406_clade), g__Marinimicrobia_(SAR406_clade), s__marine_metagenome
be56163396bc182917ccb0081444eccf,d__Bacteria, p__Bdellovibrionota, c__Oligoflexia, o__Silvanigrellales, f__Silvanigrellaceae, g__Silvanigrella, s__Spirobacillus_cienkowskii
be822ea9c024923938cb8b2cd290b7df,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__NS4_marine_group, s__uncultured_Flavobacteriales
bf719d65e970e1eaaa03e182bd7b6812,d__Bacteria, p__Marinimicrobia_(SAR406_clade), c__Marinimicrobia_(SAR406_clade), o__Marinimicrobia_(SAR406_clade), f__Marinimicrobia_(SAR406_clade), g__Marinimicrobia_(SAR406_clade), s__uncultured_bacterium
c1fd45f4f578cef143e5e338e490bb73,d__Bacteria, p__Gemmatimonadota, c__BD2-11_terrestrial_group, o__BD2-11_terrestrial_group, f__BD2-11_terrestrial_group, g__BD2-11_terrestrial_group, s__uncultured_BD2-11
c2d058ba4f20e7e7763c73d5ab547887,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_II, g__Clade_II,
c2e64569bbb8e6326a8bf909f4837eb0,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__NS2b_marine_group, s__metagenome
