Family,Lasker18Sc122_3_D0052,Lasker18Sc122_5_D0053,Lasker18Sc122_17_D0057,Lasker18Sc122_19_D0058,Lasker18Sc123_3_D0063,Lasker18Sc123_5_D0064,Lasker18Sc123_17_D0068,Lasker18Sc123_19_D0069,Lasker18Sc124_3_D0073,Lasker18Sc124_5_D0074,Lasker18Sc124_17_D0078,Lasker18Sc124_19_D0079,Lasker18Sc126_3_D0085,Lasker18Sc126_5_D0086,Lasker18Sc126_17_D0090,Lasker18Sc127_3_D0095,Lasker18Sc127_5_D0096,Lasker18Sc127_17_D0100,Lasker18Sc127_19_D0101,Lasker18Sc128_3_D0105,Lasker18Sc128_7_D0107,Lasker18Sc128_16_D0110,Lasker18Sc128_19_D0111,Lasker18Sc129_3_D0116,Lasker18Sc129_5_D0117,Lasker18Sc129_17_D0121,Lasker18Sc129_19_D0122,Lasker18Sc130_3_D0127,Lasker18Sc130_5_D0128,Lasker18Sc130_17_D0132,Lasker18Sc130_19_D0133,Lasker18Sc132_3_D0137,Lasker18Sc132_5_D0138,Lasker18Sc132_17_D0142,Lasker18Sc132_19_D0143,Lasker18Sc133_3_D0147,Lasker18Sc133_5_D0148,Lasker18Sc133_17_D0152,Lasker18Sc133_19_D0153,Lasker18Sc134_3_D0158,Lasker18Sc134_5_D0159,Lasker18Sc134_17_D0163,Lasker18Sc134_19_D0164,Lasker18Sc135_17_D0173,Lasker18Sc135_19_D0174,Lasker18Sc145_3_D0219,Lasker18Sc145_5_D0220,Lasker18Sc145_17_D0224,Lasker18Sc145_19_D0225,Lasker18Sc150_3_D0229,Lasker18Sc150_5_D0230,Lasker18Sc150_17_D0234,Lasker18Sc150_19_D0235,Lasker18Sc151_3_D0240,Lasker18Sc151_5_D0241,Lasker18Sc151_17_D0245,Lasker18Sc151_19_D0246,Lasker18Sc153_3_D0250,Lasker18Sc153_5_D0251,Lasker18Sc153_17_D0255,Lasker18Sc153_19_D0256,Lasker18Sc154_3_D0260,Lasker18Sc154_5_D0261,Lasker18Sc154_17_D0265,Lasker18Sc154_19_D0266,Lasker18Sc158_3_D0270,Lasker18Sc158_5_D0271,Lasker18Sc158_17_D0275,Lasker18Sc158_19_D0276
Lithodesmiaceae,0,2,2,0,2,0,5,3,0,0,11,8,6,12,23,21,23,114,21,0,8,36,24,0,4,66,81,3,2,80,34,1,11,6,2,9,9,11,18,13,4,0,0,23,20,6,2,20,25,9,13,76,32,0,0,267,159,12,8,48,49,1,1,63,48,5,25,70,60
Loliginidae,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,11,0,5,0,0,0,0,0,8,0,0,0,1,0,6,5,3,0,1,15,0,0,0,0,3,0,3,0,0,3,0,5,0
Lophodiniaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucicutiidae,2,0,0,0,0,0,9,1,2174,2,0,0,3,25689,3,0,2,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,5,0,0,0,0,2237,0,0,2
Macrodasyidae,119,181,0,0,22,101,0,0,5,7,0,0,35,28,0,69,130,0,1,20,2,4,0,16,34,4,7,1,10,0,0,12,10,0,0,0,11,0,0,8,0,0,0,0,0,0,1,0,0,0,7,0,0,30,0,0,0,2,12,0,0,2,32,0,0,0,0,0,0
Macrotrichidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magelonidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mallomonadaceae,14,32,27,25,28,61,1,2,13,11,6,2,51,30,1,19,60,4,0,7,5,25,6,5,22,15,2,54,44,0,0,31,63,0,1,54,16,0,0,21,13,0,0,3,0,43,13,0,0,42,56,0,0,92,78,0,0,24,33,0,0,102,41,7,5,38,22,0,0
Mamiellaceae,0,1,44,39,0,4,1,7,0,0,3,2,0,0,13,0,0,3,5,0,0,16,43,2,2,21,5,2,0,0,0,0,4,3,12,0,3,20,43,40,15,49,2,0,0,3,0,7,3,31,10,21,25,1,0,0,6,4,13,0,0,0,0,42,25,1,4,5,0
Melosiraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Membraniporidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,1,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0
Merlucciidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Metridinidae,0,1,0,0,0,0,0,0,0,0,0,0,4250,113,0,52,0,2238,0,1687,2,573,0,2216,0,1149,0,0,0,0,0,0,0,0,0,0,193,45,0,0,5,0,0,133,6,0,42,24,0,1,0,0,0,0,512,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Microcionidae,7,2,1763,2074,0,2,0,5,0,1,116,67,0,0,38,0,0,21,9,0,0,193,149,10,1,67,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
Milacidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moerisiidae,3,37,0,0,0,5,0,0,0,8,0,0,13,8,0,16,14,0,0,0,17,0,0,0,0,0,0,23,67,0,0,82,4,0,0,90,82,0,0,9,8,0,0,0,0,9,18,0,0,23,52,0,0,9,135,1,0,13,0,0,0,63,49,0,0,0,5,0,1
Monodopsidaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,8,4,0,0,30,20,2,0,4,9,0,0,0,1,2,0,2,2
Mysidae,0,9,0,0,0,0,5,0,0,0,0,0,2,1,5,1,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,4,4,0,0,0,0,0,0,3,6,0,6,5,0,1,0,0,8,0,0,5,5,0,0,2,0
Mytilidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Myzocytiopsidaceae,0,0,0,0,0,2,0,0,0,0,4,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naviculaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,9,0,4,2,2,0,0,5,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,4,1
Neoralfsiaceae,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nephroselmidaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,4,1,0,0,0,0,1,0,0,0,0,0,4,0,0,3,4,1,0,2,0,0,0,0,1,2,0,0,0
Niphatidae,0,0,0,2,0,0,1,0,0,0,1,3,0,0,0,0,0,4,2,0,0,8,7,0,6,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Noelaerhabdaceae,1061,1517,823,989,1009,1820,2786,1391,306,905,648,544,656,297,1205,395,1075,3294,1094,224,566,2948,2320,118,205,5969,3220,415,301,930,704,321,71,536,361,128,165,143,169,223,256,428,170,317,177,48,148,1,1,91,149,883,667,0,8,86,133,349,300,42,130,7,15,850,656,230,168,328,336
Notheiaceae,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceaniidae,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Ochromonadaceae,4,1,0,0,105,338,3,0,0,3,4,1,17,13,11,11,45,8,10,0,0,3,2,32,75,13,2,191,238,1,0,215,298,0,1,89,92,0,0,57,40,0,0,2,0,160,90,0,0,218,333,1,2,730,444,2,2,91,112,10,0,176,186,27,20,185,59,4,0
Octopodidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,16,0,0,12,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Octopoteuthidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
Oikopleuridae,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oithonidae,0,0,0,1,0,0,0,0,0,0,4,2,0,0,0,1,466,37,0,0,287,0,2,0,118,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olindiasidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,25,38,0,0,0,0,0,0,0,0,9,0,0,0,15,38,16,1023,0,0,14,15,0,1,0,1,0,0,13,2,242,85,0,5
Olpidiopsidaceae,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oncaeidae,3320,5,2210,21,6901,2264,1,3120,7,4783,0,2,1634,10114,1,10335,7577,0,0,5,5659,2,3,8939,21133,7978,1,8257,13622,96,0,5142,3421,4,1,3858,23010,3,80,3686,3,2,3,4161,0,5,4544,1,1,14,98,62,0,726,5658,2,6411,3120,1168,5,2,7307,3987,4,2,6909,4714,14351,272
Opheliidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,19,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0
Ophiotrichidae,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ophiuridae,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,164,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
Oplophoridae,3,0,0,0,0,0,0,7,4,0,0,0,0,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,6,2,0,0,0,0,0,0,1,0,0,0,0,1,4,3
Oulastreidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pachychilidae,7,27,15,2,2,12,4,1,2,4,24,12,17,9,128,23,38,344,176,0,5,1093,683,7,16,426,683,8,8,29,62,5,0,17,7,9,8,0,0,42,32,10,2,26,10,0,2,0,0,5,40,14,15,0,7,21,41,2,11,9,0,2,0,41,34,11,14,20,21
Pandeidae,0,7,3,23,0,0,0,5,0,0,0,0,1,0,2,0,0,1,4,3,3,1,0,13,52,7,5,0,0,0,0,0,0,0,0,68,11,0,3,10,0,0,0,9,0,1,14,0,0,94,45,71,2,0,0,0,0,55,1,1,28,64,0,0,10,140,0,0,0
Paracalanidae,0,0,8,410,0,0,867,751,0,0,898,152,1,0,7123,30,0,1185,2099,0,0,2123,4313,0,0,2175,1804,0,0,1134,1203,0,0,453,168,0,2,280,402,0,0,1,20,3859,3504,0,0,827,684,0,0,951,108,1,0,794,835,0,1,2817,80,0,0,713,802,0,0,203,416
Paralichthyidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Paramoebidae,13,126,11,32,21,126,2,0,3,9,7,0,2,6,2,8,38,0,0,4,0,5,8,7,8,12,17,75,127,17,25,27,74,0,2,91,58,0,9,54,35,0,0,4,0,85,30,3,15,101,180,0,2,140,17,0,0,68,45,0,1,36,16,7,13,197,48,6,5
Paraphysomonadaceae,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,11,0,0,0,1,0,0,0,0,0,1,2,16,0,5,13,3,0,0,4,0,0,1,13,4,0,0,9,2,3,5,0,3,19,28,12,8,41,29,43,39,4,4,15,14,5,10,5,4,12,6,11,4
Paulinellidae,12,26,0,0,566,1500,0,1,14,58,0,0,244,210,0,333,474,0,1,83,109,1,0,2,0,0,0,511,1539,6,5,425,303,70,68,218,569,644,357,749,318,142,78,0,0,571,96,273,1719,158,730,533,250,253,349,834,737,424,379,113,120,293,118,390,775,1454,602,715,171
Pectinariidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Pelagiidae,2,0,0,0,7,2,0,0,1,3,0,1,20,2,0,2,6,1,2,1,4,2,11,0,2,28,1,3,3,3,3,18,0,11,12,1,0,17,43,93,41,38,19,9,0,0,14,6,0,0,25,0,9,0,0,57,67,33,37,8,0,4,0,20,3,81,8,0,5
Pennariidae,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,2,0,0,0,0,1,2,0,0,5,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Peripatopsidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,0,0,0,0
Peronosporaceae,179,352,4,16,42,202,24,18,55,166,112,40,140,137,74,129,644,5256,951,7,31,10,4,446,219,228,124,178,203,6,10,141,239,10,31,226,228,84,118,226,171,36,9,71,23,147,111,19,316,290,485,288,273,728,348,543,688,337,270,67,119,193,202,224,320,411,192,208,186
Perophoridae,3,2,0,0,4,8,8,14,0,1,0,0,2,0,5,8,4,64,12,0,0,0,0,4,3,5,7,2,0,4,10,0,1,10,12,1,0,8,6,0,0,14,3,31,11,0,0,5,23,13,1,31,6,0,0,28,22,0,1,17,10,1,1,54,37,1,0,30,10
Petrosiidae,0,0,0,0,5,33,0,0,2,3,0,0,1,5,0,9,24,0,0,0,0,0,0,0,2,0,0,3,21,0,0,9,1,0,0,6,6,0,0,0,0,0,0,0,0,4,1,1,0,4,8,0,0,27,8,0,0,7,5,0,0,10,2,0,0,3,3,0,0
Phaeocystaceae,5891,10101,2355,2119,9902,18714,4049,1688,129,319,410,254,1031,667,2090,760,1361,3036,3533,26,42,1873,1457,4312,7548,4091,2977,1991,2312,1346,1889,617,992,3285,2690,1914,1474,9999,6922,8677,12953,8129,8102,5671,5549,1153,747,41,161,2926,3572,1438,1292,1323,1107,217,353,1789,2231,124,120,358,367,4561,3429,1025,1866,1915,1249
Phascolosomatidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pholoidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,22,0,0,0,0
Phyllariaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phyllodocidae,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Phyllophoraceae,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Physophoridae,0,0,6,14,0,0,0,0,0,0,27,6,0,1,3,0,0,0,0,0,0,2,2,0,0,0,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2
Pinnulariaceae,12,15,1,0,4,3,5,4,3,6,2,0,11,8,1,16,0,6,5,3,5,1,2,6,23,12,9,0,4,10,4,0,0,3,5,0,0,0,5,54,8,6,1,4,4,0,0,0,2,9,3,7,22,0,0,2,9,0,0,1,2,3,0,23,44,0,1,2,11
Plagiogrammaceae,0,8,0,0,2,0,0,0,5,26,8,2,0,3,4,5,0,6,2,8,31,64,38,8,0,41,38,0,0,0,2,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,19,0,0,0,0,21,0,6,40,0,29,12,1
Planorbidae,39,95,13,30,12,90,0,0,8,3,29,29,19,13,0,4,43,0,0,23,74,13,5,1,2,8,9,71,55,0,0,113,66,0,0,39,27,0,0,1,5,0,0,0,0,69,24,1,9,29,72,0,0,112,113,5,0,65,48,0,0,71,224,1,0,39,13,1,0
Plasmodiidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
Pleurobrachiidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Pleurosigmataceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,2,0,0,0,0,0,0,0,3,1,7,0,11,3,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0
Pleurotaceae,0,1,13,16,0,0,0,0,0,3,57,66,0,0,1,0,0,1,0,0,0,33,19,1,3,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Plocamiaceae,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plumaleciidae,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plumulariidae,0,8,0,0,0,0,0,0,2,7,0,0,0,1,0,1,13,0,0,2,6,0,0,0,0,0,0,0,4,0,0,0,6,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,6,6,0,0,9,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0
Polychelidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,4,3
Polynoidae,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
Polyorchidae,0,1,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,5,0,0,24,0,0,0,0,0,12,1,0,0,5,0,5,6,0,0,11,0,0,0,0,0,5,0,0,3,12,1,0,0
Pontellidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,2085,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Potamidae,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prayidae,8,0,0,0,1,1,0,0,0,0,4,4,50,78,0,17,85,0,0,6,15,0,0,3,0,0,2,26,15,0,0,27,17,0,0,32,7,0,0,43,3,1,2,4,3,1253,14563,2,0,33,42,0,0,12,0,0,0,9,1,0,1,4,3,2,0,1,2,4,0
Psathyrellaceae,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,3,43,0,0,0,0,0,0,0,30,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0
Ptilocodiidae,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pycnococcaceae,0,0,3,0,0,10,1,2,0,0,0,0,4,0,0,1,2,0,1,0,0,2,0,0,0,1,1,3,1,2,1,2,0,0,0,0,4,8,1,3,0,1,0,10,5,2,0,5,4,1,1,17,6,0,0,20,23,1,3,9,7,0,1,14,7,0,0,2,1
Pyramimonadaceae,0,0,0,0,5,0,0,1,0,3,16,17,1,0,7,0,6,6,0,2,4,8,6,0,4,23,0,0,1,8,1,0,11,12,17,0,3,17,13,3,4,38,15,1,0,8,0,4,22,0,9,54,34,0,0,6,14,1,0,1,15,3,7,9,11,4,3,14,9
Pyrostephidae,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pythiaceae,13,42,1,10,20,73,3,0,26,33,124,78,76,77,5,86,173,19,15,17,29,28,27,3,6,21,26,60,77,1,2,98,67,11,1,77,79,8,10,44,35,29,5,3,1,90,33,3,0,106,84,8,16,219,116,26,10,20,24,7,2,76,68,15,8,87,10,3,8
Pythiogetonaceae,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raspailiidae,1,1,0,0,1,0,0,0,0,3,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhizosoleniaceae,1,0,0,0,4,10,178,42,0,0,10,5,17,15,7,7,20,44,30,4,13,70,35,26,53,119,114,10,13,69,13,9,6,65,99,12,55,63,58,289,144,40,17,70,29,33,0,63,97,121,98,911,686,35,17,554,576,156,29,220,470,12,0,558,1579,85,244,576,428
Rhizostomatidae,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
