	PC1	PC2	PC3	PC4	PC5	PC6
0	-0.0197697272809013	0.019135828417408133	-0.022608936034483405	0.032085046882836	-0.01693775484780045	0.0023931388056945323
1	-0.07558171468234891	-0.03527412130693221	0.011892771428664232	-0.01175860865199561	0.0030840244534312803	-0.0025695479831993133
2	-0.0479573707011093	-0.015033690878801806	-0.00383401850189459	0.0040059914700940535	-0.00575208180723525	0.0048145581274686555
3	-0.06609089722391535	-0.023573468033447727	0.005606740961327915	-0.0016555861667882077	-0.003994401788390364	0.004405818119120504
4	-0.059194394105975746	-0.007767261039288403	-0.004954658283943111	0.007041274966916763	-0.0015613957234149164	0.0020642256444064967
5	-0.03338718131525765	-0.013056286209161619	-0.004287619205926486	0.004995487734568194	-0.014516400583661061	0.012068873847040883
6	-0.0066891830547799805	0.050531749955406435	-0.03695846744493276	0.05510403217901753	-0.007637083992817413	-0.009170861967853631
7	-0.030114120647262668	-0.009321768590379398	-0.010007912677370582	0.0037287304708339473	-0.016352737441976514	0.014007047296279681
8	-0.03789259952128967	-0.018653178814362664	-0.002193101292606102	0.002331882226914536	-0.014568936009540422	0.010329616424887717
9	-0.014391825185335636	0.0008781595566816184	-0.013954464103639406	0.02010588891784476	-0.009959422441707652	0.009592805662298089
10	-0.047799250263281884	-0.010608641170482066	-0.005855411225063137	0.0023644729962615765	-0.00825341546501695	0.008530221231818945
11	-0.06758603790252342	-0.027255795305662467	0.007007714728194785	-0.005640924065288399	-0.0018044114536356795	0.0016244586135451893
12	-0.05053204314955077	-0.010936115482375204	-0.004689918143445095	0.005958644273419171	-0.0009316766782817256	0.0018236261086690588
13	-0.051509980299393014	0.0003551742286669743	-0.010345143144770377	0.008092427375239613	0.0004063214898597808	-0.0006763635543358893
14	-0.06156814902374421	-0.024985614212753852	0.007419433446621195	-0.007122026156650128	-0.014546512183969873	0.010720203821602875
15	-0.04760874013650492	-0.011817269841047992	-0.004525158931804869	0.0037401854185042695	-0.005361191022062021	0.0044690131012056974
16	-0.05427493440229094	-0.009208997833527185	-0.005847510473978114	0.004019359023124611	-0.004226035942730629	0.0031980992259714003
17	-0.05529768938065914	-0.005312860337549682	-0.0015767413141976108	0.001855982787495741	-0.003414581537492152	0.0020562327892809616
18	-0.0743881137956468	-0.032592535120869515	0.012271843257259699	-0.008357598736491034	-0.002833905230950286	-0.0005134817921663642
19	-0.05667916139428201	-0.009165277943324666	0.008021033766391964	-0.002470498283164015	-0.0067229657877323845	0.0015602275990223837
20	-0.039687871494938146	0.020619805116286187	-0.0036322707469607987	0.0008440617178564399	-0.006859676693735015	-0.0005818020853186808
