	PC1	PC2	PC3	PC4	PC5	PC6
21	-0.05233725263127603	-0.01722494804992671	0.015155865348699149	-0.02353847567765108	-0.017228359088876107	0.013983892985750262
22	-0.04901371661817752	-0.0077455077158213965	0.007908714720088953	-0.0073331255247295595	-0.02073739092830919	0.011424616179485701
23	-0.06947219314770849	-0.03580260974382132	0.016427443391210578	-0.017692308658280108	3.503837826842807e-05	-0.003041469579812959
24	-0.06718570939587717	-0.021566532745483733	0.006389177176415275	-0.004298788309783927	0.005896488140217019	-0.005966018948760478
25	-0.03858944695102367	0.0019839447699769516	-0.012844781671369578	0.012832403333919237	0.011052010937018379	-0.0067224145496041325
26	-0.0664138423055259	-0.029191806301536952	0.008778265989099095	-0.010803946045142615	0.009421873334480973	-0.005484433328135508
27	-0.0561511480740255	-0.013416860608756758	-2.486297379010917e-05	0.0010519447691717276	0.006536464990930409	-0.004214793060472548
28	-0.03785137888747458	-0.0021087536825824408	-0.010076087827740122	0.011505740891950717	0.01423132421476851	-0.009114871067872352
29	-0.05517482266765294	-0.01658870543215174	0.001668581558351944	-0.0031407735735202516	0.003228669877517983	-0.0018315509650680519
30	-0.061174169639267716	-0.02544285780335594	0.006311867367986273	-0.006431386587685193	0.006477169404841404	-0.005122246428355744
31	-0.06026200475891155	-0.017822595093675103	0.0018910328969696847	-0.0039848322544912725	0.008945342748769165	-0.005935144681604522
32	-0.047064604060261556	-0.012075391128185555	-0.002317378121795099	0.0030645177453898637	0.004174636927196087	-0.0013864948274946523
33	-0.04857169330752397	-0.0075882902386314715	-0.006273377793972572	0.005442004036137499	0.0097036446414624	-0.005900754389962461
34	-0.06999954413904505	-0.0336058335294912	0.01184395016391722	-0.011573425523589384	0.001366322185458291	-0.0013301024441208227
35	-0.062792481180194	-0.027840675215352727	0.007637783928084318	-0.007397200344314442	0.01564000582291405	-0.009899341208342464
36	-0.04983805496270996	-0.016157017824230287	0.0024861461672703194	-0.0024213120604732897	-0.0018997120645317896	0.002165514199901421
37	-0.05902040682327806	-0.01765903108287157	0.0016244335440195718	-0.0026421541764751403	0.007564012942595505	-0.004394600919458689
38	-0.062385566295103265	-0.01896851891189041	0.001444111186670789	-0.0034677897440098786	0.008943517746032543	-0.006473630074970734
39	-0.0713748015774138	-0.02522193312453088	0.0045959400393818925	-0.004705490529050333	0.015346002147451934	-0.012307769364743348
40	-0.05347060019567885	-0.00799373706690209	-0.005529224388773158	0.009687976603637337	0.01046541234392637	-0.008466475087736545
41	-0.050481303032264245	-0.010384619789794504	-0.004895977673714536	0.0053500502206680145	0.01602175770477072	-0.011549675834499324
42	0.1537013274964099	-0.04896858224581593	0.008211011055121918	-0.005971407546265574	0.0030846525167399106	0.0004804711470259223
43	0.15605908868606158	-0.048475277346032325	0.007672013431943633	-0.005185775576896467	0.0030564807076890296	-0.00022337241439580825
44	0.15417377059457515	-0.039875621953692715	0.004411427340118576	0.003024108536445995	7.601783650627017e-06	-0.000978710453014845
45	0.12216178513962775	-0.034678824604212316	-0.0014067046898270966	-0.02138885138800858	0.0029036097002064004	0.009487144071690032
46	0.16853314127689314	-0.059004949533988736	0.009817049496606105	-0.016067301981545053	0.009158873872370792	0.001184276372994498
47	0.030654052197531617	0.20075866302507922	0.074863450182862	0.009660606787271238	0.0011952752520092637	0.011774685458458747
48	0.15288104301393127	-0.04001503984564725	0.0032448934460919403	-0.0014191510350237962	0.0028802963929206765	0.0030036978376512557
49	0.039148154646439705	0.09805878840448026	-0.061217969585764004	-0.011842171405878985	0.04072555850467672	0.03211219383223047
50	0.16512526885205825	-0.03390294485727394	-0.0007444277858281652	0.009716419581998186	0.0028006730336243048	-0.008399281751322714
51	0.019532908928016623	0.16194519319799708	0.04131068367122558	0.0371925945776533	0.03529858541043856	0.009923273643522936
52	0.06115884297291104	0.10006921164605427	-0.03212942241228078	-0.04370851301145689	0.005836289822903682	7.080229203956521e-05
53	0.15622171713189517	-0.03618750471654992	0.0016378915241889711	0.003994495015745236	0.0011413236786321547	-0.0041937337376061245
54	0.04367959858474423	0.14970770547899692	-0.03456336192200224	-0.036688592893232785	-0.012005029797421391	-0.01384754173164847
55	0.14070932747050807	-0.026395098546424352	0.0009096676207903544	0.014217278746952442	-0.00550505566720836	-0.005025182886678785
56	0.039781347813034974	0.17235777445856262	0.005543000831656498	-0.03577957539684633	-0.01454650522012313	-0.015999798211621584
57	0.13157111339668007	-0.03546552930673156	0.0030354501646083073	-0.001980046136111644	-0.002903697126848469	0.0028837987491168193
58	0.032825809116972436	0.14532256389852616	-0.0057672684356503915	0.014728895781899766	-0.030380107987793583	-0.016021919575326168
59	0.14198585640186492	-0.03570749622365813	0.004515604147984765	0.004242447000187376	-0.0037312885385477564	-0.00030399491423839964
60	0.13779528496724727	-0.02491512414094535	-0.0008072241759495336	0.013548582509818522	-0.006079920324107884	-0.0022139188268597565
61	0.13892628692398154	-0.02916346162419084	0.0023144070036503327	0.010934102861065978	-0.005377607731854528	-0.0022912345415790894
