ASV ID	CN18FESPkoa_SC24	CN18FESPkoa_SC26	CN18FESPkoa_SC29	CN18FESPkoa_SC30	CN18FESPkoa_SC31	CN18FESPkoa_SC32	CN18FESPkoa_SC34	CN18FESPkoa_SC37	CN18FESPkoa_SC40	CN18FESPkoa_SC41	CN18FESPkoa_SC43	CN18FESPkoa_SC44	CN18FESPkoa_SC46	CN18FESPkoa_SC47	CN18FESPkoa_SC49	CN18FESPkoa_SC52	CN18FESPkoa_SC53	CN18FESPkoa_SC55	CN18FESPkoa_SC56	CN18FESPkoa_SC57	CN18FESPkoa_SC58	CN18Fc12_8_eDNA	CN18Fc19_5_eDNA	CN18Fc21_6_eDNA	CN18Fc22_6_eDNA	CN18Fc24_6_eDNA	CN18Fc25_5_eDNA	CN18Fc27_4_eDNA	CN18Fc29_6_eDNA	CN18Fc30_4_eDNA	CN18Fc32_4_eDNA	CN18Fc33_5_eDNA	CN18Fc35_5_eDNA	CN18Fc36_6_eDNA	CN18Fc38_5_eDNA	CN18Fc40_6_eDNA	CN18Fc41_6_eDNA	CN18Fc43_5_eDNA	CN18Fc44_8_eDNA	CN18Fc46_8_eDNA	CN18Fc47_6_eDNA	CN18Fc49_6_eDNA	CN18Fc51_5_eDNA	CN18SESPkoa_SC36	CN18SESPkoa_SC37	CN18SESPkoa_SC39	CN18SESPkoa_SC40	CN18SESPkoa_SC41	CN18SESPkoa_SC42	CN18SESPkoa_SC44	CN18SESPkoa_SC45	CN18SESPkoa_SC47	CN18SESPkoa_SC49	CN18Sc09_2_eDNA	CN18Sc10_2_eDNA	CN18Sc14_2_eDNA	CN18Sc14_8_eDNA	CN18Sc15_2_eDNA	CN18Sc15_8_eDNA	CN18Sc18_2_eDNA	CN18Sc18_8_eDNA	CN18Sc27_2_eDNA	CN18Sc27_8_eDNA
ASV_1	31	7	5	587	1	4	3	5	0	1	0	2	3	4	1	3	5	4	19	17	2	1	0	3	0	0	3	0	1	7	2	0	0	0	0	1	2	0	0	12	0	5	8	7	2	3	2	1	2	1	2	5	4	7	0	8	9	4	6	7	0	3	2
ASV_2	3	0	2	0	0	1	0	0	0	6	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0	0	0	2	1	2	1	1	1	3	1	0	2	1	0	2	0	0	1
ASV_3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	2	0	23	6	5	0	0	3	1	0	0	0	1	0	0	0	0	11	0	0	0	0	1	86	2	51	2	94	2	12	24	13	17	12	52	2	9	0	110	2	418	0
ASV_4	4	0	0	2	4	275	3	4	0	9	8	30	3035	2	53	9	5	2	2	3	5	7	13521	3	2215	23301	16490	9	5	19	3199	6	2598	1538	3	461	10	4	4	3	1506	1776	2751	4	0	1	1	0	1	2	0	1	3	5	1	4	1	3	2091	2	1268	2	1
ASV_5	1220	115	124	93	109	86	123	165	106	190	171	69	147	46	80	117	114	71	54	180	98	11	13	31	40	23	34	37	19	42	15	14	15	13	11	99	67	22	24	60	12	185	517	3001	15	2707	32	610	53	1833	46	64	20	67	42	109	90	13	3817	26	141	19	452
ASV_6	393	21	258	132	139	125	208	464	185	244	201	235	260	129	112	145	469	350	214	226	361	162	185	264	235	173	135	151	233	257	92	134	90	135	110	203	226	199	164	94	33	58	106	513	26	487	62	458	106	865	58	111	108	314	229	320	372	161	742	297	100	259	305
ASV_7	269	54	118	130	496	661	287	459	291	365	461	417	841	186	234	320	428	1154	507	564	532	489	289	489	607	454	509	407	623	441	241	499	217	316	412	415	448	668	220	155	115	192	249	157	153	91	616	282	417	460	633	741	516	1411	1373	1283	684	1278	129	902	97	1248	32
ASV_8	9712	932	2657	1360	1460	1005	1514	2639	1508	2915	3986	2589	3140	1556	2510	2507	4208	2591	3393	3675	5511	2895	1787	3277	3606	2207	2229	3366	4315	3169	1246	2061	1485	1231	1346	2042	2644	1997	1513	2532	501	3792	6430	1478	51	788	142	694	327	742	169	312	170	402	330	361	874	331	883	637	480	384	212
ASV_9	10	1	6	5	6	6	7	19	13	6	22	18	18	15	14	17	24	11	20	18	25	0	0	1	0	0	3	0	6	0	1	1	0	0	0	0	0	0	0	0	0	1	2	6090	14	2949	35	488	47	1782	84	61	24	15	6	38	60	9	1008	15	40	5	52
ASV_10	78	68	2	4	5	4	1	3	54	10	193	6	1	1	2	3	0	8	0	5	5	70	4	6	5	675	4	11	4	942	298	17	0	23758	826	5	1282	6	214	5868	9713	9228	1297	3	0	14	0	7	0	10	0	0	0	2	0	4	0	1	2666	0	1	1	984
ASV_11	61	4	10	8	278	0	49	6	2	4	280	10	4	8	4	2165	7	962	22	33	8	75	1896	4413	5440	4237	1981	828	8463	2599	722	600	1434	2205	2488	3698	6144	1761	1158	2062	780	680	3857	87	0	161	351	28	0	3	1	0	1	1	2	3	336	1	733	5	578	0	113
ASV_12	217	26	13	9	14	32	12	9	17	20	13	14	18	4	6	5	12	10	5	12	11	0	2	2	0	1	4	4	2	4	5	1	1	3	4	2	8	2	7	14	0	24	74	441	9	89	40	2113	47	2858	33	51	42	53	35	49	61	21	4427	54	16	55	810
ASV_13	37	0	2	4	30	3	2	3478	2	6	5	3	7	3	1	1	4	3	4	0	0	0	9	4	4	4	3	6	13	3	0	2749	1	13	4	5476	5942	115	3	2	7	4	3	3	0	1	0	0	1	2	1	0	0	0	0	3	1	0	2	1	1	1	0
ASV_14	2	0	1	0	0	0	1	0	2	0	0	0	0	0	1	1	4	2	1	0	10	1	1	0	0	1	0	0	5	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	2	4	5	5	3	5	3	0	1	7	1	1	0
ASV_15	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	1	0	2	0	0	4	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	2	1	0	0	0	0	5	0	1	0	1	0	0	0	1	0	1	0	4	0	3	0	6	2	2	0
ASV_16	2	0	2	1	3	2	1	4	0	3	10	1	6	5	7	0	7	4	3	6	5	0	3	2	3	3	2	3	3	5	0	3	3	5	5	5	5	8	0	3	1	1	3	14	203	3	561	1	434	2	346	585	464	727	443	1098	316	264	4	1010	3	1898	3
ASV_17	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	2	0	0	0	2	1	0	0	0	1	1	0	0	0
ASV_18	2	0	0	0	0	0	2	0	5	0	0	2	0	2	0	1	0	0	1	0	2	0	0	0	0	1	0	1	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	1
ASV_19	3	1	3	2	7	10	10	13	10	11	33	11	25	6	8	14	21	126	137	93	29	6	77	5	29	15	14	21	73	23	16	2	5	10	7	7	9	14	5	0	375	4	1	79	12	8	221	8	55	3	22	121	68	132	30	410	619	85	3	51	27	85	13
ASV_20	272	34	60	62	88	125	137	165	160	199	189	159	242	110	138	133	194	244	138	168	197	55	37	43	76	23	45	34	45	51	40	31	28	22	29	55	89	35	20	20	11	26	120	624	8	511	28	487	48	1142	35	55	42	27	30	37	46	18	1023	24	36	17	174
ASV_21	6	1	2	5	11	9	14	17	10	16	34	9	13	7	13	4	20	24	19	26	39	1	13	6	9	9	5	20	13	6	3	2	2	3	3	15	14	10	7	2	1	0	7	769	3	593	17	50	25	215	26	79	35	41	33	55	91	38	232	31	71	5	56
ASV_22	22	1	4	3	9	7	14	24	9	24	31	15	28	15	12	31	12	21	22	52	14	23	8	61	41	15	86	1	12	66	99	13	83	36	17	8	57	17	6	0	0	8	3	1	86	0	287	0	325	0	314	402	236	629	381	308	228	417	0	532	1	369	0
ASV_23	0	0	0	1	1	1	0	1	0	0	1	1	0	2	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	0	0	0	0
ASV_25	659	58	94	156	324	218	342	287	221	325	306	218	319	164	193	108	234	210	251	263	218	74	259	174	399	219	75	519	460	120	29	278	38	131	201	517	301	255	285	241	65	377	1154	253	1	67	10	410	22	1223	10	9	11	37	21	24	83	28	1519	26	61	13	65
ASV_26	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ASV_27	484	101	414	384	702	1255	1065	1309	1201	1305	1110	895	1352	539	685	651	1122	1593	930	1151	1567	39	388	271	515	230	158	424	379	246	64	279	108	214	228	387	428	348	234	61	53	91	153	1348	2	195	2	69	10	136	4	6	1	7	10	7	75	7	137	37	146	10	138
ASV_28	772	107	330	538	1466	962	1361	1443	1133	1509	1220	1142	1421	724	784	1058	1207	526	555	601	575	2121	640	3606	1471	1364	1899	1560	1590	2959	1803	2244	2682	1588	1622	1727	1785	2101	1477	428	407	392	418	13	50	0	126	5	227	1	103	216	155	411	315	344	187	326	0	451	5	302	0
ASV_29	7	5	1	8	4	1	11	7	4	4	13	2	3	0	13	0	6	2	4	2	10	1	0	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	0	1	928	2	669	11	82	2	423	23	15	9	6	2	10	2	1	67	3	6	4	10
ASV_30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_31	26	3	3	9	0	10	0	2	2	1	11	1	7	8	5	0	19	0	0	4	0	8	3	0	0	3	0	4	1	0	0	0	0	0	0	6	4	0	3	5	0	8	11	294	23	234	71	79	74	366	45	109	106	122	107	79	29	49	766	34	27	34	64
ASV_32	56	0	0	3	0	2	215	39	0	0	36	0	0	0	1	0	0	2	0	13	2	1	7524	2791	2003	2059	1863	25	1229	177	0	622	0	3101	5025	4355	3689	1	150	320	1627	3664	1549	327	0	45	1	18	0	3	0	0	0	0	0	0	1	8	489	0	19	1	136
ASV_33	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	12	0	0	0	0	0	0	1	1	0	0	0
ASV_34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_35	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	41	0	151	0	175	0	168	256	100	376	272	304	10	177	0	269	0	356	0
ASV_36	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_37	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0
ASV_38	88	17	52	100	486	2717	642	104	82	130	153	197	245	174	247	309	490	345	442	401	419	136	121	336	216	265	246	125	174	149	48	141	92	53	58	69	103	61	56	7881	245	15	12	7	17	8	118	0	18	0	34	63	33	47	56	70	4	28	2	11	10	90	0
ASV_39	0	0	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	1	6	0	2	10	8	3	0	20	16	6	0	8	0	0	0	3	11	3	0	0	0	2	1	76	0	61	0	1	0	2	3	23	4	2	0	34	4	17	24	0	31	0	8
ASV_40	388	23	88	21	12	130	29	145	95	36	60	17	66	7	12	29	13	108	31	18	100	24	10	24	12	4	16	18	9	16	1	16	5	14	6	23	66	34	28	19	3	21	13	204	13	91	6	65	10	466	3	36	16	90	24	72	13	15	99	33	10	58	56
ASV_41	139	122	175	199	87	57	50	54	33	64	59	73	101	61	192	87	200	58	22	18	25	15	33	51	200	80	5	85	125	14	2	56	3	432	20	69	58	127	52	71	45	372	193	64	1	53	0	0	0	4	1	3	0	0	0	16	1	7	25	3	8	235	7
ASV_42	63	23	19	64	146	102	190	183	164	200	134	175	128	78	96	67	159	44	37	51	46	80	65	100	159	143	16	221	245	100	3	290	17	200	217	329	251	275	267	59	53	51	43	240	3	35	0	26	1	28	2	0	0	8	6	12	13	2	331	8	65	8	123
ASV_43	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	1	0	0	0	1	1	0	0	0	3	1	2	1	2	5	0	1	0
ASV_44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0
ASV_45	0	1	0	2	3	1	1	4	4	1	0	3	3	2	11	3	0	1	0	3	12	0	2	2	0	914	938	1	2	1326	0	0	0	1	1092	1518	1	0	0	424	107	1069	57	6	0	0	176	0	1	0	0	2	1	701	0	1	15	0	0	0	122	318	0
ASV_46	0	2	0	0	0	0	2	13	0	2	0	3	1	2	0	1	3	0	5	5	0	5	0	0	12	2	0	5	1	0	0	0	0	0	3	0	0	0	0	0	2	0	4	1245	1	399	9	21	4	94	11	5	2	9	0	2	0	0	142	15	81	0	21
ASV_47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	77	0	191	0	165	0	121	223	138	280	174	188	0	205	0	162	0	319	0
ASV_48	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	2	0	0	0	1	0	0	1	2	2	1	1	1	1	2	0	1	0	1	0	0	0	1	1	30	0	83	0	94	0	55	131	65	174	134	224	99	98	1	249	0	613	0
ASV_49	34	3	7	0	2	45	9	34	0	16	0	0	13	0	3	2	4	0	5	8	0	39	1	1	0	1	1	61	0	0	0	87	2	12	15	99	4	38	0	117	199	131	86	3	0	3	21	1	0	2	0	1	0	0	0	0	0	1	56	54	41	0	30
ASV_50	0	1	1	1	4	0	0	1	1	0	2	0	0	0	1	0	1	2	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	16	24	2	0	0	0	6	0	0	1
ASV_51	1	0	0	0	0	0	2	0	0	2	2	3	1	1	1	0	3	0	7	0	8	3	0	8	1	1	12	0	4	10	16	0	10	7	0	0	2	4	0	0	0	1	0	0	34	0	124	0	216	0	136	177	127	259	131	134	87	167	0	254	0	180	0
ASV_52	14	3	9	9	11	16	30	33	11	62	43	19	45	16	32	14	42	9	25	7	13	5	2	4	4	2	8	26	24	5	4	6	6	3	2	20	11	3	0	5	0	5	19	423	1	298	3	166	10	437	18	9	1	4	5	13	5	7	257	6	16	3	22
ASV_53	2	0	1	2	0	0	1	1	0	0	7	0	0	0	1	0	3	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2	533	0	426	4	12	7	38	9	7	5	3	2	13	6	0	31	6	27	2	5
ASV_54	8	1	1	6	9	6	3	9	10	8	13	4	12	2	7	13	10	3	4	1	0	13	3	33	7	10	10	0	15	26	48	18	43	12	9	3	8	13	10	0	0	1	10	3	22	0	91	0	201	0	85	147	106	261	239	189	300	218	0	191	0	66	2
ASV_55	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	385	3	8	0	17	45	3	4	0	1	4	0	1	16	1	10	0	5
ASV_56	1	1	0	0	2	1	0	8	3	0	6	0	3	0	1	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	1	0	0	0	1	4	351	0	266	2	11	8	46	8	12	10	2	6	3	0	0	15	0	1	2	2
ASV_57	6	1	0	2	1	7	1	5	3	5	6	3	5	3	2	7	6	2	2	1	9	15	5	10	1	1	20	4	5	18	16	3	33	10	1	1	14	10	1	0	1	6	6	21	22	2	90	60	121	106	82	136	57	285	175	151	74	134	126	154	5	163	13
ASV_58	14	0	4	3	1	3	4	15	9	9	9	14	17	4	10	4	13	6	6	17	18	0	7	4	16	8	1	18	9	6	0	2	2	5	3	13	5	3	5	6	0	4	8	276	0	175	1	14	5	66	6	10	1	6	0	12	20	4	70	2	45	0	19
ASV_59	14	11	5	6	23	17	10	25	21	17	16	15	25	12	14	17	18	16	27	16	16	41	27	23	30	18	19	29	29	34	17	18	12	16	14	25	12	23	14	1	3	11	17	14	38	5	120	1	142	6	89	172	103	237	183	247	83	185	19	122	7	213	4
ASV_60	6	0	0	1	0	0	2	0	0	0	1	0	1	0	0	2	2	1	1	0	0	0	1	1	1	0	14	0	2	11	29	2	8	3	0	0	0	0	0	0	0	0	0	0	37	0	117	0	208	0	105	201	94	242	154	152	91	184	0	246	0	174	0
ASV_61	1	0	0	1	0	1	4	4	1	4	5	1	5	3	3	0	1	6	3	3	1	3	0	4	3	2	1	7	7	5	3	1	4	0	1	8	3	7	3	0	0	1	2	18	35	2	131	2	99	1	82	192	102	195	132	178	37	150	0	149	2	176	0
ASV_62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_63	807	83	106	149	218	302	370	447	352	406	357	342	448	179	206	303	355	454	342	428	382	28	61	86	136	45	108	59	73	114	68	63	70	51	76	106	140	119	83	41	22	56	195	211	1	54	5	326	7	660	3	7	7	6	1	4	16	0	845	2	20	9	137
ASV_64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_65	29	8	11	20	78	29	48	53	42	59	42	63	85	26	57	51	113	52	53	73	62	45	52	54	120	108	49	76	120	77	30	92	46	66	66	77	108	128	40	15	7	16	11	46	19	36	59	6	47	8	21	75	39	139	105	73	63	113	56	152	48	134	11
ASV_66	66	6	9	13	26	15	16	20	20	31	60	12	22	11	17	3	36	13	9	12	7	14	1	5	6	13	2	53	13	0	0	4	0	7	2	37	12	5	1	18	0	12	59	404	1	292	0	119	1	279	5	6	3	3	0	0	1	1	68	2	11	1	11
ASV_67	4	0	1	3	5	4	3	2	1	6	4	7	7	1	0	6	2	2	7	1	5	2	3	4	17	5	14	1	10	21	34	3	30	10	3	1	12	8	4	0	1	2	2	0	27	0	64	0	95	0	82	148	82	193	140	110	63	140	0	192	4	170	0
ASV_68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	85	0	0	0	3	0	0	0	0	0	4	4	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2982	0	0	0	0	0	0
ASV_69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
ASV_70	3	0	1	0	3	1	0	3	1	3	2	0	3	0	0	1	2	2	3	3	2	0	3	0	4	2	1	11	12	1	1	2	4	3	0	5	15	6	1	2	1	2	17	160	1	70	0	66	2	139	2	5	1	2	4	8	14	1	549	10	20	5	149
ASV_71	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	28	0	94	0	148	0	67	134	62	265	114	129	24	96	0	201	0	165	1
ASV_72	27	6	17	10	21	25	52	28	25	35	66	16	12	4	20	38	16	33	33	22	33	1	0	8	15	9	20	18	5	8	5	7	3	8	18	22	17	11	7	1	1	6	21	311	4	136	0	44	21	199	4	21	16	21	10	12	54	1	365	12	23	22	68
ASV_73	0	2	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_74	44	10	15	18	57	48	76	38	22	80	80	31	44	21	43	34	59	30	38	28	76	30	8	18	10	15	24	14	40	37	6	14	8	13	6	34	51	13	27	5	5	20	30	121	2	13	6	13	38	60	4	4	5	17	6	13	99	3	30	59	24	4	32
ASV_75	67	26	116	119	54	13	38	45	40	42	42	59	57	17	33	43	91	24	27	53	50	127	42	184	98	103	103	42	165	149	44	66	137	92	68	15	112	83	52	104	43	95	82	13	2	2	2	0	7	5	7	19	6	19	15	20	342	10	4	136	7	14	3
ASV_76	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	26	0	0	0	10	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_77	20	3	3	5	34	10	16	26	2	13	10	18	19	14	16	21	36	31	29	49	28	31	27	49	42	23	18	27	47	34	39	26	28	26	26	19	70	44	27	4	3	10	2	3	34	0	58	0	74	0	86	112	75	197	114	96	62	77	0	132	1	170	0
ASV_78	5	0	11	8	9	6	9	13	10	25	57	1	9	7	10	3	22	3	7	20	15	1	0	0	1	1	0	0	8	0	0	1	2	3	7	1	2	0	0	3	0	0	1	289	0	280	8	21	2	109	16	11	6	0	0	6	1	1	11	2	7	0	4
ASV_79	3	1	1	2	3	3	3	6	1	3	9	2	4	0	1	1	1	2	5	6	3	1	0	0	1	2	3	0	0	1	2	0	0	0	2	0	3	1	2	0	0	0	0	138	0	88	1	170	3	473	3	2	2	1	2	5	6	2	302	2	6	1	10
ASV_80	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	215	1	176	5	13	6	54	8	11	16	2	0	0	9	0	138	1	8	5	7
ASV_81	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	28	1	92	1	135	0	63	139	116	165	65	139	171	75	5	202	1	84	7
ASV_82	12	0	3	14	17	14	20	21	14	30	18	13	29	2	6	29	22	12	17	19	8	5	10	15	19	4	13	4	13	28	19	7	20	4	22	4	34	27	6	2	0	10	7	78	0	67	3	33	7	64	3	7	0	9	6	7	7	11	94	5	67	12	7
ASV_83	5	0	1	0	3	0	5	1	2	2	7	1	4	3	0	3	1	6	6	3	0	7	1	9	5	6	15	0	2	14	21	2	13	4	3	13	3	5	4	0	0	0	0	4	27	0	71	0	111	0	124	129	62	169	137	118	42	149	0	170	0	131	0
ASV_84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	5	7	1	0	0	3	4	0	10	3	0	0	2	2	0	52	1	0	2	3	2	0	61	1	28	0	50	1	2	1	1	1	10	5	1	29	1	1	1	0
ASV_85	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3	3	82	1	55	1	530	2	1051	1	0	0	1	0	1	1	0	366	4	3	7	35
ASV_86	38	7	1	41	11	1	45	29	15	71	46	19	14	3	25	8	23	36	21	17	7	0	3	2	9	2	1	27	50	5	3	3	0	1	5	13	5	0	1	3	0	4	16	486	0	270	0	54	7	124	0	10	15	0	0	1	0	0	119	0	8	0	20
ASV_87	169	18	12	19	26	31	26	38	20	33	69	40	46	20	19	19	41	60	39	39	50	2	1	2	2	1	0	0	6	6	0	2	5	0	0	6	3	5	9	0	0	2	11	333	7	120	24	384	18	1536	6	19	10	5	2	1	5	2	79	1	3	1	8
ASV_88	49	15	36	33	67	99	94	134	93	139	125	98	134	58	71	97	150	158	91	100	126	43	28	36	49	17	21	21	20	31	18	24	23	21	20	35	44	30	24	7	3	4	16	8	32	0	98	0	86	3	63	112	90	148	125	117	40	94	1	123	3	177	4
ASV_89	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0
ASV_90	21	12	32	33	38	21	42	48	24	62	65	31	18	19	33	21	22	27	30	15	17	151	90	255	237	135	84	330	252	198	53	157	53	120	96	276	360	153	211	70	45	38	141	86	2	16	2	13	16	22	12	18	13	62	35	44	125	47	37	27	35	63	9
ASV_91	4	0	1	1	5	8	2	3	5	5	6	7	9	17	7	9	6	10	4	8	0	171	78	214	156	122	124	129	212	203	78	129	91	106	102	166	183	175	111	34	26	43	16	8	2	6	4	4	22	1	8	9	9	131	108	112	110	48	84	172	15	167	14
ASV_92	3	3	4	5	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	53	1	15	29	29	11	125	5	3	0	0	0	0	0	0	414	0	7	1	145
ASV_93	1	0	0	0	0	0	0	2	1	2	2	1	7	1	0	3	2	1	1	0	0	0	0	7	0	1	11	6	0	13	2	1	11	4	2	4	2	2	0	0	0	0	0	0	26	0	71	0	96	0	58	112	56	133	102	104	47	138	0	94	1	130	0
ASV_94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	24	0	116	0	12	0	15	64	49	53	29	113	70	23	0	69	0	102	0
ASV_95	38	2	10	18	33	14	29	24	34	35	31	34	40	22	27	25	45	34	39	43	44	54	33	46	65	39	47	66	65	46	10	28	21	28	23	48	55	40	28	2	4	23	59	42	10	5	38	34	92	52	53	76	38	161	111	98	109	124	59	82	8	32	6
ASV_96	20	1	19	1	610	8	15	43	454	189	70	84	492	47	848	13	19	29	30	8	17	10	36	20	13	102	56	168	16	140	1	489	6	31	1	120	347	11	12	6	37	10	23	62	13	24	79	15	12	9	49	31	71	41	81	35	21	51	30	118	19	154	15
ASV_97	40	17	38	51	61	108	137	106	151	124	103	87	114	57	55	56	105	91	61	90	90	52	30	17	40	39	25	50	37	19	6	25	6	24	17	53	79	29	34	16	13	17	21	60	1	31	3	7	7	24	2	8	4	2	1	6	10	6	36	3	21	2	23
