"","SampleID","PC1","PC2","PC3","FilterID","year","Dataset","project"
"28","CN18Fc27_4_eDNA_GG",-0.0714389165860417,-0.0842520427154986,0.0468658521608088,"CN18Fc27_4_eDNA",2018,"Merged2018","CN18F"
"29","CN18Fc29_6_eDNA_GG",-0.0487852935052321,-0.0958994299712916,0.00453494783494476,"CN18Fc29_6_eDNA",2018,"Merged2018","CN18F"
"30","CN18Fc30_4_eDNA_GG",-0.039089389272518,-0.0435811302207701,-0.110546894060024,"CN18Fc30_4_eDNA",2018,"Merged2018","CN18F"
"31","CN18Fc32_4_eDNA_GG",0.0101492982276761,-0.126566906628936,-0.0232515141529474,"CN18Fc32_4_eDNA",2018,"Merged2018","CN18F"
"32","CN18Fc33_5_eDNA_GG",-0.0584621898274657,-0.113982056411475,0.00994109074182297,"CN18Fc33_5_eDNA",2018,"Merged2018","CN18F"
"33","CN18Fc36_6_eDNA_GG",-0.049060198051566,-0.109396306353659,0.0230670852974556,"CN18Fc36_6_eDNA",2018,"Merged2018","CN18F"
"34","CN18Fc38_5_eDNA_GG",-0.0728291274556654,-0.0722552499485183,-0.0399444109010853,"CN18Fc38_5_eDNA",2018,"Merged2018","CN18F"
"35","CN18Fc40_6_eDNA_GG",-0.0908617896236085,-0.0982322227029501,0.0319394098486583,"CN18Fc40_6_eDNA",2018,"Merged2018","CN18F"
"36","CN18Fc41_6_eDNA_GG",-0.0597540202928706,-0.115390402667594,0.00327200188075809,"CN18Fc41_6_eDNA",2018,"Merged2018","CN18F"
"37","CN18Fc43_5_eDNA_GG",-0.0390348190746495,-0.124742875066019,-0.0231304506211969,"CN18Fc43_5_eDNA",2018,"Merged2018","CN18F"
"38","CN18Fc44_8_eDNA_GG",-0.0486875464682138,-0.106877253043428,0.00452946162857021,"CN18Fc44_8_eDNA",2018,"Merged2018","CN18F"
"39","CN18Fc46_8_eDNA_GG",-0.0907986223421344,-0.0724631754599492,0.064231458012964,"CN18Fc46_8_eDNA",2018,"Merged2018","CN18F"
"40","CN18Fc47_6_eDNA_GG",-0.0653752272183268,-0.026800999164567,-0.0423404953211469,"CN18Fc47_6_eDNA",2018,"Merged2018","CN18F"
"41","CN18Fc49_6_eDNA_GG",-0.0769628398499726,-0.0376622758432313,0.0447868859173947,"CN18Fc49_6_eDNA",2018,"Merged2018","CN18F"
"42","CN18Fc51_5_eDNA_GG",-0.0858618588092781,-0.0596501387459088,0.0737623394994894,"CN18Fc51_5_eDNA",2018,"Merged2018","CN18F"
"43","CN18Sc09_2_eDNA_Y",0.173657710349714,-0.00494834727126017,-0.0295260110596665,"CN18Sc09_2_eDNA",2018,"Merged2018","CN18S"
"44","CN18Sc10_2_eDNA_Y",0.174312752626927,0.0116327931548227,-0.0659962908520951,"CN18Sc10_2_eDNA",2018,"Merged2018","CN18S"
"45","CN18Sc14_2_eDNA_Y",0.175588761846043,0.038125604914587,-0.0250457732201768,"CN18Sc14_2_eDNA",2018,"Merged2018","CN18S"
"46","CN18Sc14_8_eDNA_Y",0.113795206492079,-0.0155135325088164,0.0914123091959294,"CN18Sc14_8_eDNA",2018,"Merged2018","CN18S"
"47","CN18Sc15_2_eDNA_Y",0.160961830394591,0.00335348829522516,-0.0736034542582779,"CN18Sc15_2_eDNA",2018,"Merged2018","CN18S"
"48","CN18Sc15_8_eDNA_Y",-0.0791200890008541,0.128025802939706,0.144169672114153,"CN18Sc15_8_eDNA",2018,"Merged2018","CN18S"
"49","CN18Sc18_2_eDNA_Y",0.146816032854936,0.0113383723972886,-0.0369953794154879,"CN18Sc18_2_eDNA",2018,"Merged2018","CN18S"
"50","CN18Sc18_8_eDNA_Y",-0.0426605397672742,0.0558006178205348,0.166804063773316,"CN18Sc18_8_eDNA",2018,"Merged2018","CN18S"
"51","CN18Sc27_2_eDNA_Y",0.143710594753745,0.0223551494263646,-0.206171285672316,"CN18Sc27_2_eDNA",2018,"Merged2018","CN18S"
"52","CN18Sc27_8_eDNA_Y",-0.0662159246736751,0.119587430523734,0.123388159945725,"CN18Sc27_8_eDNA",2018,"Merged2018","CN18S"
"53","CN18SESPkoa_SC49_Y",0.162728621706004,0.0295499788278984,0.00235524542403101,"CN18SESPkoa_SC49",2018,"Merged2018","CN18S"
"54","CN18SESPkoa_SC47_Y",0.169457301760171,0.0258275533652717,0.04185294432613,"CN18SESPkoa_SC47",2018,"Merged2018","CN18S"
"55","CN18SESPkoa_SC45_Y",0.161574527237903,0.0323689181781846,-0.00124547368231722,"CN18SESPkoa_SC45",2018,"Merged2018","CN18S"
"56","CN18SESPkoa_SC44_Y",-0.0738144641420774,0.124364279053805,0.118743964736915,"CN18SESPkoa_SC44",2018,"Merged2018","CN18S"
"57","CN18SESPkoa_SC42_Y",0.147560712452104,-0.00489616861680745,-0.0114405324573136,"CN18SESPkoa_SC42",2018,"Merged2018","CN18S"
"58","CN18SESPkoa_SC41_Y",-0.0734698344310857,0.114506403956609,0.119500694670086,"CN18SESPkoa_SC41",2018,"Merged2018","CN18S"
"59","CN18SESPkoa_SC40_Y",0.147162058057064,0.0219640624678305,-0.106672159598026,"CN18SESPkoa_SC40",2018,"Merged2018","CN18S"
"60","CN18SESPkoa_SC39_Y",-0.0783870230962528,0.0965829640432274,0.107000092145605,"CN18SESPkoa_SC39",2018,"Merged2018","CN18S"
"61","CN18SESPkoa_SC37_Y",0.174157647695919,0.0285500783403112,-0.0938044986702594,"CN18SESPkoa_SC37",2018,"Merged2018","CN18S"
"62","CN18SESPkoa_SC36_Y",-0.0356358543650324,0.0524383372046167,0.247571825219459,"CN18SESPkoa_SC36",2018,"Merged2018","CN18S"
"63","Lasker18Sc122_3_D0052",0.058196180468693,0.00335645298101095,0.00123941117879185,"Lasker18Sc122_3",NA,"Merged2018","Lasker18S"
"64","Lasker18Sc122_5_D0053",0.0944248202397588,-0.01952733052663,-0.0184423746816353,"Lasker18Sc122_5",NA,"Merged2018","Lasker18S"
"65","Lasker18Sc122_17_D0057",-0.0621689867975911,-0.0212651771381206,-0.0985682136996359,"Lasker18Sc122_17",NA,"Merged2018","Lasker18S"
"66","Lasker18Sc122_19_D0058",-0.0829755310262854,0.0329828547139358,-0.0282129258036471,"Lasker18Sc122_19",NA,"Merged2018","Lasker18S"
"67","Lasker18Sc123_3_D0063",0.069444480077591,-0.00109849565314549,0.045158450867553,"Lasker18Sc123_3",NA,"Merged2018","Lasker18S"
"68","Lasker18Sc123_5_D0064",0.114018645865394,-0.010934084345845,0.0657562013474969,"Lasker18Sc123_5",NA,"Merged2018","Lasker18S"
"69","Lasker18Sc123_17_D0068",-0.0376405144107646,0.0535707382564751,-0.0968617773905683,"Lasker18Sc123_17",NA,"Merged2018","Lasker18S"
"70","Lasker18Sc123_19_D0069",-0.0448956363926121,0.0441979362595918,-0.077623874908537,"Lasker18Sc123_19",NA,"Merged2018","Lasker18S"
"71","Lasker18Sc124_3_D0073",0.0706430294809518,0.0212498434864931,-0.0820999581945708,"Lasker18Sc124_3",NA,"Merged2018","Lasker18S"
"72","Lasker18Sc124_5_D0074",0.106596132112743,0.0066096548375633,-0.0899982372224814,"Lasker18Sc124_5",NA,"Merged2018","Lasker18S"
"73","Lasker18Sc124_17_D0078",-0.0464826799096031,0.0414202604408045,-0.128396030566658,"Lasker18Sc124_17",NA,"Merged2018","Lasker18S"
"74","Lasker18Sc124_19_D0079",-0.0451466590436118,0.0624776668222509,-0.0643064016627438,"Lasker18Sc124_19",NA,"Merged2018","Lasker18S"
"75","Lasker18Sc126_3_D0085",0.12416591456115,0.01359118466414,-0.0741159028115762,"Lasker18Sc126_3",NA,"Merged2018","Lasker18S"
"76","Lasker18Sc126_5_D0086",0.12020156753076,0.00556773996461518,-0.0827095794619362,"Lasker18Sc126_5",NA,"Merged2018","Lasker18S"
"77","Lasker18Sc126_17_D0090",-0.0775556013124242,0.0468666262225676,-0.10763856034165,"Lasker18Sc126_17",NA,"Merged2018","Lasker18S"
"78","Lasker18Sc127_3_D0095",0.11171024518454,0.0102662983428172,-0.0431612563144506,"Lasker18Sc127_3",NA,"Merged2018","Lasker18S"
"79","Lasker18Sc127_5_D0096",0.142868598316497,0.00526398054615599,-0.066408109943345,"Lasker18Sc127_5",NA,"Merged2018","Lasker18S"
"80","Lasker18Sc127_17_D0100",-0.0504716301444633,0.0589972435298512,-0.0768486946628906,"Lasker18Sc127_17",NA,"Merged2018","Lasker18S"
"81","Lasker18Sc127_19_D0101",-0.0277740535511925,0.0575019370724899,-0.104546371090755,"Lasker18Sc127_19",NA,"Merged2018","Lasker18S"
"82","Lasker18Sc128_3_D0105",0.0636969067252957,0.0359313730668961,-0.115342272404813,"Lasker18Sc128_3",NA,"Merged2018","Lasker18S"
"83","Lasker18Sc128_7_D0107",0.100928739069684,0.0180744402458762,-0.115543449530031,"Lasker18Sc128_7",NA,"Merged2018","Lasker18S"
"84","Lasker18Sc128_16_D0110",-0.0875362335535169,0.0655014711058757,-0.0582105293073004,"Lasker18Sc128_16",NA,"Merged2018","Lasker18S"
"85","Lasker18Sc128_19_D0111",-0.0927132722731004,0.0546219357826859,-0.0641674357350732,"Lasker18Sc128_19",NA,"Merged2018","Lasker18S"
"86","Lasker18Sc129_3_D0116",0.000964766350267558,0.0139241338401501,-0.0479821120676139,"Lasker18Sc129_3",NA,"Merged2018","Lasker18S"
"87","Lasker18Sc129_5_D0117",0.0227920245889228,-0.0129484425031533,0.036385761265608,"Lasker18Sc129_5",NA,"Merged2018","Lasker18S"
"88","Lasker18Sc129_17_D0121",-0.086175840761961,0.033212361436481,-0.0154187552150405,"Lasker18Sc129_17",NA,"Merged2018","Lasker18S"
"89","Lasker18Sc129_19_D0122",-0.0673775286061634,0.0503904127482683,-0.0314372665542446,"Lasker18Sc129_19",NA,"Merged2018","Lasker18S"
"90","Lasker18Sc130_3_D0127",0.110733670585516,-0.00497708248150735,0.100061746516663,"Lasker18Sc130_3",NA,"Merged2018","Lasker18S"
"91","Lasker18Sc130_5_D0128",0.126447101367684,-0.0104230059471082,0.0830769520578147,"Lasker18Sc130_5",NA,"Merged2018","Lasker18S"
"92","Lasker18Sc130_17_D0132",-0.0156903106289638,0.110199886648777,-0.00654121180362574,"Lasker18Sc130_17",NA,"Merged2018","Lasker18S"
"93","Lasker18Sc130_19_D0133",-0.0684488204668166,0.104590325888549,-0.0369624718788063,"Lasker18Sc130_19",NA,"Merged2018","Lasker18S"
"94","Lasker18Sc132_3_D0137",0.128822959618654,0.00197842135528004,0.0361111982528713,"Lasker18Sc132_3",NA,"Merged2018","Lasker18S"
"95","Lasker18Sc132_5_D0138",0.115691026724919,-0.000890568165157466,0.0236552438960852,"Lasker18Sc132_5",NA,"Merged2018","Lasker18S"
"96","Lasker18Sc132_17_D0142",-0.0401949462389058,0.112882748999652,-0.00347685220084903,"Lasker18Sc132_17",NA,"Merged2018","Lasker18S"
"97","Lasker18Sc132_19_D0143",-0.0628896459006192,0.128109751181722,-0.00627109857277801,"Lasker18Sc132_19",NA,"Merged2018","Lasker18S"
"98","Lasker18Sc133_3_D0147",0.11067934601811,0.0136594246358188,0.0959404879172311,"Lasker18Sc133_3",NA,"Merged2018","Lasker18S"
"99","Lasker18Sc133_5_D0148",0.107987212836078,0.0128411280622228,0.0585742172395523,"Lasker18Sc133_5",NA,"Merged2018","Lasker18S"
"100","Lasker18Sc133_17_D0152",-0.064464922854151,0.11491684384122,-0.029125884295623,"Lasker18Sc133_17",NA,"Merged2018","Lasker18S"
"101","Lasker18Sc133_19_D0153",-0.0781708755505482,0.113648215337276,-0.0203453882312001,"Lasker18Sc133_19",NA,"Merged2018","Lasker18S"
"102","Lasker18Sc134_3_D0158",0.00459513969513385,0.0305635789440997,0.241992843537588,"Lasker18Sc134_3",NA,"Merged2018","Lasker18S"
"103","Lasker18Sc134_5_D0159",0.00200010456794894,0.0520040668673109,0.209558184584173,"Lasker18Sc134_5",NA,"Merged2018","Lasker18S"
"104","Lasker18Sc134_17_D0163",-0.0573848498192581,0.117796443549347,-0.0543879979680319,"Lasker18Sc134_17",NA,"Merged2018","Lasker18S"
"105","Lasker18Sc134_19_D0164",-0.0618357974513925,0.121221661240297,-0.101281412963251,"Lasker18Sc134_19",NA,"Merged2018","Lasker18S"
"106","Lasker18Sc135_17_D0173",-0.0903291343412541,0.119674452321067,-0.0641869364552097,"Lasker18Sc135_17",NA,"Merged2018","Lasker18S"
"107","Lasker18Sc135_19_D0174",-0.0652787008884177,0.1071656249592,-0.0906863234066253,"Lasker18Sc135_19",NA,"Merged2018","Lasker18S"
"108","Lasker18Sc145_3_D0219",0.109682738742959,0.00159817961589728,0.0332317859447433,"Lasker18Sc145_3",NA,"Merged2018","Lasker18S"
"109","Lasker18Sc145_5_D0220",0.0876305043279887,0.00382833793653548,0.00938324135200654,"Lasker18Sc145_5",NA,"Merged2018","Lasker18S"
"110","Lasker18Sc145_17_D0224",-0.0651260090127246,0.130809174663011,-0.272972616030624,"Lasker18Sc145_17",NA,"Merged2018","Lasker18S"
"111","Lasker18Sc145_19_D0225",-0.0723237374059904,0.145399991584956,-0.2194541007672,"Lasker18Sc145_19",NA,"Merged2018","Lasker18S"
"112","Lasker18Sc150_3_D0229",0.0899894646017881,0.00517590095771649,0.132015483431951,"Lasker18Sc150_3",NA,"Merged2018","Lasker18S"
"113","Lasker18Sc150_5_D0230",0.102085211931467,0.00429713763324541,0.162900686036695,"Lasker18Sc150_5",NA,"Merged2018","Lasker18S"
"114","Lasker18Sc150_17_D0234",-0.0666056986070935,0.113350769697088,0.155428209677691,"Lasker18Sc150_17",NA,"Merged2018","Lasker18S"
"115","Lasker18Sc150_19_D0235",-0.0804535141447643,0.135900962461027,0.0773070277002372,"Lasker18Sc150_19",NA,"Merged2018","Lasker18S"
"116","Lasker18Sc151_3_D0240",0.148397621901771,0.0050618529565029,-0.0185177926216444,"Lasker18Sc151_3",NA,"Merged2018","Lasker18S"
"117","Lasker18Sc151_5_D0241",0.130864771946308,0.00497283704025678,0.0121968763039955,"Lasker18Sc151_5",NA,"Merged2018","Lasker18S"
"118","Lasker18Sc151_17_D0245",-0.0857328518975562,0.14443084189029,0.0105638414916818,"Lasker18Sc151_17",NA,"Merged2018","Lasker18S"
"119","Lasker18Sc151_19_D0246",-0.101956587582655,0.135639657682945,-0.048866160751194,"Lasker18Sc151_19",NA,"Merged2018","Lasker18S"
"120","Lasker18Sc153_3_D0250",0.070363208252668,-0.00100054152659773,0.136472721631285,"Lasker18Sc153_3",NA,"Merged2018","Lasker18S"
"121","Lasker18Sc153_5_D0251",0.0751034387494877,0.00214853187303632,0.151701809997326,"Lasker18Sc153_5",NA,"Merged2018","Lasker18S"
"122","Lasker18Sc153_17_D0255",-0.0990304917841754,0.150673664856028,-0.12679179938947,"Lasker18Sc153_17",NA,"Merged2018","Lasker18S"
"123","Lasker18Sc153_19_D0256",-0.0851540077765807,0.136881432807531,-0.087975106075999,"Lasker18Sc153_19",NA,"Merged2018","Lasker18S"
"124","Lasker18Sc154_3_D0260",0.124047902130648,-0.00272855401322711,0.00296647014419417,"Lasker18Sc154_3",NA,"Merged2018","Lasker18S"
"125","Lasker18Sc154_5_D0261",0.108583963368591,-0.0125423693954491,-0.00910491230953789,"Lasker18Sc154_5",NA,"Merged2018","Lasker18S"
"126","Lasker18Sc154_17_D0265",-0.0511188508237636,0.128445222112842,0.182451328710934,"Lasker18Sc154_17",NA,"Merged2018","Lasker18S"
"127","Lasker18Sc154_19_D0266",-0.0564878655300112,0.138907583148439,0.132063809679101,"Lasker18Sc154_19",NA,"Merged2018","Lasker18S"
"128","Lasker18Sc158_3_D0270",0.0668983552558464,-0.000113151628897757,0.12577950763478,"Lasker18Sc158_3",NA,"Merged2018","Lasker18S"
"129","Lasker18Sc158_5_D0271",0.0293620423022488,0.034284873260097,0.147355936624976,"Lasker18Sc158_5",NA,"Merged2018","Lasker18S"
"130","Lasker18Sc158_17_D0275",-0.0871033850422133,0.145032198810156,0.0492892105225243,"Lasker18Sc158_17",NA,"Merged2018","Lasker18S"
"131","Lasker18Sc158_19_D0276",-0.0905291653002768,0.152311301792737,0.0049895746708983,"Lasker18Sc158_19",NA,"Merged2018","Lasker18S"
