,CN18FESPkoa_SC24,CN18Fc21_6_eDNA,CN18Fc22_6_eDNA,CN18Fc24_6_eDNA,CN18Fc25_5_eDNA,CN18Fc27_4_eDNA,CN18Fc29_6_eDNA,CN18Fc30_4_eDNA,CN18Fc33_5_eDNA,CN18Fc19_5_eDNA,CN18Fc36_6_eDNA,CN18Fc40_6_eDNA,CN18Fc41_6_eDNA,CN18Fc43_5_eDNA,CN18Fc44_8_eDNA,CN18Fc46_8_eDNA,CN18Fc47_6_eDNA,CN18Fc49_6_eDNA,CN18Fc51_5_eDNA,CN18Fc38_5_eDNA,CN18Fc12_8_eDNA,CN18Fc32_4_eDNA,CN18FESPkoa_SC57,CN18FESPkoa_SC58,CN18FESPkoa_SC29,CN18FESPkoa_SC30,CN18FESPkoa_SC31,CN18FESPkoa_SC32,CN18FESPkoa_SC34,CN18FESPkoa_SC37,CN18FESPkoa_SC40,CN18FESPkoa_SC41,CN18FESPkoa_SC26,CN18FESPkoa_SC44,CN18FESPkoa_SC43,CN18FESPkoa_SC55,CN18FESPkoa_SC53,CN18FESPkoa_SC52,CN18FESPkoa_SC56,CN18FESPkoa_SC47,CN18FESPkoa_SC46,CN18FESPkoa_SC49,CN18Sc15_2_eDNA,CN18Sc10_2_eDNA,CN18Sc14_2_eDNA,CN18Sc14_8_eDNA,CN18Sc18_8_eDNA,CN18Sc15_8_eDNA,CN18Sc18_2_eDNA,CN18Sc27_2_eDNA,CN18Sc27_8_eDNA,CN18Sc09_2_eDNA,CN18SESPkoa_SC49,CN18SESPkoa_SC36,CN18SESPkoa_SC37,CN18SESPkoa_SC39,CN18SESPkoa_SC40,CN18SESPkoa_SC41,CN18SESPkoa_SC42,CN18SESPkoa_SC44,CN18SESPkoa_SC45,CN18SESPkoa_SC47,Lasker18Sc145_5,Lasker18Sc145_3,Lasker18Sc145_19,Lasker18Sc145_17,Lasker18Sc135_19,Lasker18Sc135_17,Lasker18Sc134_17,Lasker18Sc134_3,Lasker18Sc134_19,Lasker18Sc133_5,Lasker18Sc133_3,Lasker18Sc150_17,Lasker18Sc133_19,Lasker18Sc134_5,Lasker18Sc150_19,Lasker18Sc153_3,Lasker18Sc150_5,Lasker18Sc158_19,Lasker18Sc158_17,Lasker18Sc154_5,Lasker18Sc154_3,Lasker18Sc154_19,Lasker18Sc154_17,Lasker18Sc150_3,Lasker18Sc153_5,Lasker18Sc153_19,Lasker18Sc153_17,Lasker18Sc151_5,Lasker18Sc151_3,Lasker18Sc151_19,Lasker18Sc151_17,Lasker18Sc133_17,Lasker18Sc132_5,Lasker18Sc129_19,Lasker18Sc132_19,Lasker18Sc126_17,Lasker18Sc124_5,Lasker18Sc124_3,Lasker18Sc124_19,Lasker18Sc124_17,Lasker18Sc123_5,Lasker18Sc126_3,Lasker18Sc123_3,Lasker18Sc123_17,Lasker18Sc122_5,Lasker18Sc122_3,Lasker18Sc122_19,Lasker18Sc122_17,Lasker18Sc158_3,Lasker18Sc123_19,Lasker18Sc132_3,Lasker18Sc126_5,Lasker18Sc127_19,Lasker18Sc132_17,Lasker18Sc130_5,Lasker18Sc130_3,Lasker18Sc130_19,Lasker18Sc130_17,Lasker18Sc129_5,Lasker18Sc127_17,Lasker18Sc129_3,Lasker18Sc128_7,Lasker18Sc128_3,Lasker18Sc128_19,Lasker18Sc128_16,Lasker18Sc127_5,Lasker18Sc127_3,Lasker18Sc129_17,Lasker18Sc158_5
ASV_11,1220.0,31.0,40.0,23.0,34.0,37.0,19.0,42.0,14.0,13.0,13.0,99.0,67.0,22.0,24.0,60.0,12.0,185.0,517.0,11.0,11.0,15.0,180.0,98.0,124.0,93.0,109.0,86.0,123.0,165.0,106.0,190.0,115.0,69.0,171.0,71.0,114.0,117.0,54.0,46.0,147.0,80.0,13.0,58.0,109.0,90.0,177.0,4593.0,26.0,19.0,452.0,64.0,20.0,3001.0,9.0,2707.0,32.0,610.0,53.0,1833.0,46.0,64.0,81.0,128.0,1939.0,780.0,1883.0,2424.0,896.0,1633.0,922.0,117.0,158.0,2781.0,215.0,992.0,1454.0,302.0,270.0,4118.0,5492.0,155.0,222.0,6057.0,5181.0,307.0,255.0,3655.0,4425.0,82.0,90.0,3311.0,2207.0,179.0,197.0,1966.0,5288.0,825.0,31.0,16.0,21.0,12.0,319.0,26.0,455.0,1472.0,122.0,51.0,57.0,72.0,273.0,2136.0,100.0,17.0,944.0,6037.0,187.0,264.0,4945.0,5131.0,134.0,791.0,72.0,41.0,30.0,443.0,292.0,105.0,27.0,1207.0,867.0
ASV_12,132.0,28.0,21.0,54.0,4.0,88.0,35.0,8.0,49.0,30.0,17.0,51.0,28.0,25.0,34.0,37.0,10.0,63.0,221.0,15.0,7.0,1.0,20.0,19.0,16.0,8.0,24.0,14.0,12.0,15.0,13.0,30.0,13.0,20.0,26.0,8.0,34.0,11.0,8.0,12.0,29.0,10.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,16.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,8.0,4.0,0.0,0.0,0.0,32.0,8.0,21.0,0.0,9.0,0.0,1.0,5.0,1.0,64.0,22.0,1.0,0.0,5.0,3.0,31.0,0.0,27.0,47.0,1.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,280.0,12.0,2076.0,10.0,7.0,9.0,30.0,79.0,17.0,101.0,50.0,76.0,44.0,52905.0,37816.0,19.0,34.0,0.0,7.0,219.0,11.0,8.0,6.0,2.0,16.0,42.0,54.0,23.0,11.0,19.0,4386.0,2489.0,6.0,0.0,369.0,7.0
ASV_13,34.0,1.0,0.0,1.0,1.0,61.0,0.0,0.0,87.0,1.0,12.0,99.0,4.0,38.0,0.0,117.0,199.0,131.0,86.0,15.0,39.0,0.0,8.0,0.0,7.0,0.0,2.0,45.0,9.0,34.0,0.0,16.0,3.0,0.0,0.0,0.0,4.0,2.0,5.0,0.0,13.0,3.0,1.0,0.0,0.0,0.0,59.0,56.0,54.0,0.0,30.0,2.0,0.0,3.0,0.0,3.0,21.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,1199.0,541.0,1278.0,1399.0,611.0,112.0,646.0,536.0,5.0,11416.0,410.0,62.0,2990.0,17.0,13.0,3481.0,14137.0,15.0,3.0,10942.0,1109.0,11.0,134.0,9006.0,16233.0,3.0,13.0,5248.0,3434.0,138.0,5.0,1135.0,5116.0,299.0,2.0,0.0,0.0,0.0,7.0,1.0,0.0,65.0,1.0,0.0,1.0,4.0,258.0,466.0,1.0,0.0,468.0,3785.0,7.0,1.0,677.0,301.0,0.0,208.0,0.0,8.0,1.0,277.0,106.0,0.0,0.0,188.0,1191.0
ASV_14,11259.0,91.0,0.0,284.0,25.0,524.0,39.0,17.0,77.0,0.0,152.0,2.0,31.0,0.0,0.0,715.0,341.0,848.0,1398.0,65.0,0.0,0.0,9.0,15.0,14245.0,15637.0,1997.0,680.0,479.0,6139.0,12681.0,4591.0,9379.0,579.0,2719.0,8.0,2357.0,3432.0,6.0,151.0,245.0,2212.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,1356.0,0.0,0.0,0.0,231.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,21.0,104.0,0.0,0.0,0.0,0.0
ASV_15,772.0,3606.0,1471.0,1364.0,1899.0,1560.0,1590.0,2959.0,2244.0,640.0,1588.0,1727.0,1785.0,2101.0,1477.0,428.0,407.0,392.0,418.0,1622.0,2121.0,1803.0,601.0,575.0,330.0,538.0,1466.0,962.0,1361.0,1443.0,1133.0,1509.0,107.0,1142.0,1220.0,526.0,1207.0,1058.0,555.0,724.0,1421.0,784.0,326.0,356.0,344.0,187.0,5.0,1.0,451.0,302.0,0.0,493.0,155.0,13.0,74.0,0.0,126.0,5.0,227.0,1.0,103.0,216.0,448.0,1218.0,1.0,1.0,3.0,4.0,2.0,120.0,5.0,1418.0,1642.0,1.0,2.0,67.0,4.0,476.0,475.0,1.0,1.0,778.0,804.0,4.0,7.0,630.0,590.0,1.0,1.0,438.0,957.0,0.0,0.0,2.0,698.0,4.0,2.0,5.0,328.0,165.0,1.0,4.0,2228.0,1981.0,2201.0,4.0,373.0,207.0,4.0,0.0,719.0,2.0,876.0,1279.0,2.0,0.0,779.0,824.0,0.0,6.0,638.0,1.0,496.0,1099.0,920.0,3.0,1.0,1586.0,1379.0,0.0,589.0
ASV_16,56.0,2791.0,2003.0,2059.0,1863.0,25.0,1229.0,177.0,622.0,7524.0,3101.0,4355.0,3689.0,1.0,150.0,320.0,1627.0,3664.0,1549.0,5025.0,1.0,0.0,13.0,2.0,0.0,3.0,0.0,2.0,215.0,39.0,0.0,0.0,0.0,0.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,32.0,587.0,0.0,1.0,136.0,0.0,0.0,327.0,0.0,45.0,1.0,18.0,0.0,3.0,0.0,0.0,8.0,6675.0,299.0,42.0,522.0,692.0,9.0,10318.0,0.0,9.0,0.0,864.0,142.0,2156.0,1.0,3.0,3.0,305.0,442.0,2.0,4.0,15.0,1.0,258.0,25.0,836.0,255.0,3.0,3.0,0.0,3.0,300.0,0.0,667.0,1.0,164.0,1.0,3.0,0.0,454.0,2.0,1.0,9.0,174.0,12.0,5.0,4.0,4.0,4.0,53.0,8.0,3.0,149.0,4.0,0.0,5.0,232.0,50.0,2923.0,922.0,1295.0,0.0,3.0,2.0,19.0,472.0,2.0,2687.0,370.0
ASV_17,484.0,271.0,515.0,230.0,158.0,424.0,379.0,246.0,279.0,388.0,214.0,387.0,428.0,348.0,234.0,61.0,53.0,91.0,153.0,228.0,39.0,64.0,1151.0,1567.0,414.0,384.0,702.0,1255.0,1065.0,1309.0,1201.0,1305.0,101.0,895.0,1110.0,1593.0,1122.0,651.0,930.0,539.0,1352.0,685.0,7.0,5.0,7.0,75.0,173.0,163.0,37.0,10.0,138.0,11.0,1.0,1348.0,2.0,195.0,2.0,69.0,10.0,136.0,4.0,6.0,371.0,904.0,5867.0,3729.0,271.0,306.0,1370.0,978.0,1925.0,461.0,593.0,1219.0,1947.0,1078.0,649.0,1549.0,1608.0,500.0,1003.0,139.0,150.0,1327.0,1182.0,1626.0,1720.0,1562.0,653.0,126.0,212.0,933.0,900.0,1089.0,80.0,3.0,551.0,0.0,2.0,1.0,13.0,5.0,250.0,0.0,195.0,4.0,5.0,8.0,64.0,64.0,2941.0,1.0,83.0,0.0,0.0,653.0,354.0,267.0,186.0,119.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,2.0,0.0,3.0,2552.0
ASV_18,659.0,174.0,399.0,219.0,75.0,519.0,460.0,120.0,278.0,259.0,131.0,517.0,301.0,255.0,285.0,241.0,65.0,377.0,1154.0,201.0,74.0,29.0,263.0,218.0,94.0,156.0,324.0,218.0,342.0,287.0,221.0,325.0,58.0,218.0,306.0,210.0,234.0,108.0,251.0,164.0,319.0,193.0,28.0,33.0,24.0,83.0,69.0,1909.0,26.0,13.0,65.0,44.0,11.0,253.0,4.0,67.0,10.0,410.0,22.0,1223.0,10.0,9.0,131.0,316.0,3.0,3.0,61.0,52.0,4428.0,2424.0,4723.0,346.0,401.0,94.0,805.0,2296.0,42.0,681.0,1203.0,130.0,215.0,150.0,191.0,529.0,251.0,1611.0,867.0,16.0,19.0,82.0,228.0,38.0,29.0,966.0,175.0,336.0,827.0,113.0,100.0,86.0,16.0,6.0,5432.0,216.0,6315.0,324.0,1462.0,1185.0,1330.0,1221.0,393.0,245.0,196.0,106.0,71.0,991.0,325.0,387.0,50.0,111.0,1972.0,18.0,1055.0,24.0,34.0,150.0,74.0,250.0,233.0,334.0,777.0
ASV_19,272.0,43.0,76.0,23.0,45.0,34.0,45.0,51.0,31.0,37.0,22.0,55.0,89.0,35.0,20.0,20.0,11.0,26.0,120.0,29.0,55.0,40.0,168.0,197.0,60.0,62.0,88.0,125.0,137.0,165.0,160.0,199.0,34.0,159.0,189.0,244.0,194.0,133.0,138.0,110.0,242.0,138.0,18.0,26.0,37.0,46.0,39.0,1242.0,24.0,17.0,174.0,35.0,42.0,624.0,20.0,511.0,28.0,487.0,48.0,1142.0,35.0,55.0,46.0,106.0,1047.0,487.0,1871.0,2527.0,5731.0,479.0,4823.0,102.0,140.0,629.0,379.0,414.0,372.0,378.0,300.0,664.0,876.0,98.0,106.0,1216.0,1080.0,338.0,489.0,1344.0,674.0,43.0,88.0,617.0,360.0,351.0,85.0,621.0,2095.0,481.0,42.0,40.0,5.0,5.0,341.0,75.0,394.0,666.0,279.0,202.0,34.0,85.0,160.0,981.0,90.0,81.0,1745.0,2462.0,142.0,147.0,864.0,578.0,500.0,3152.0,264.0,77.0,63.0,91.0,58.0,276.0,268.0,740.0,416.0
ASV_20,10.0,1.0,0.0,0.0,3.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,18.0,25.0,6.0,5.0,6.0,6.0,7.0,19.0,13.0,6.0,1.0,18.0,22.0,11.0,24.0,17.0,20.0,15.0,18.0,14.0,9.0,16.0,38.0,60.0,74.0,1333.0,15.0,5.0,52.0,18.0,24.0,6090.0,26.0,2949.0,35.0,488.0,47.0,1782.0,84.0,61.0,213.0,433.0,462.0,104.0,14.0,20.0,91.0,941.0,51.0,73.0,111.0,258.0,82.0,482.0,142.0,633.0,315.0,1466.0,1019.0,240.0,136.0,2791.0,2446.0,524.0,932.0,178.0,842.0,71.0,66.0,1152.0,489.0,18.0,95.0,8.0,1633.0,12.0,10.0,8.0,2.0,1.0,33.0,6.0,79.0,59.0,22.0,22.0,5.0,5.0,528.0,68.0,55.0,0.0,3.0,957.0,47.0,53.0,40.0,172.0,50.0,1.0,52.0,3.0,3.0,7.0,2.0,7.0,8.0,14.0,2890.0
ASV_21,63.0,100.0,159.0,143.0,16.0,221.0,245.0,100.0,290.0,65.0,200.0,329.0,251.0,275.0,267.0,59.0,53.0,51.0,43.0,217.0,80.0,3.0,51.0,46.0,19.0,64.0,146.0,102.0,190.0,183.0,164.0,200.0,23.0,175.0,134.0,44.0,159.0,67.0,37.0,78.0,128.0,96.0,2.0,7.0,12.0,13.0,64.0,395.0,8.0,8.0,123.0,9.0,0.0,240.0,0.0,35.0,0.0,26.0,1.0,28.0,2.0,0.0,55.0,92.0,848.0,562.0,707.0,1197.0,1138.0,1832.0,1900.0,378.0,536.0,1864.0,6679.0,1912.0,1175.0,88.0,164.0,879.0,1123.0,13.0,17.0,726.0,618.0,185.0,100.0,3201.0,2388.0,11.0,42.0,4339.0,3353.0,4089.0,26.0,44.0,733.0,29.0,5.0,0.0,11.0,11.0,36.0,5.0,18.0,26.0,44.0,61.0,70.0,104.0,77.0,57.0,50.0,3.0,23.0,847.0,83.0,37.0,365.0,233.0,190.0,60.0,122.0,7.0,5.0,17.0,13.0,8.0,2.0,28.0,204.0
ASV_22,6140.0,63.0,0.0,170.0,11.0,286.0,22.0,5.0,58.0,0.0,86.0,2.0,7.0,0.0,0.0,379.0,198.0,572.0,893.0,42.0,0.0,0.0,4.0,4.0,7882.0,8957.0,1131.0,378.0,266.0,3641.0,6997.0,2496.0,4281.0,291.0,1661.0,6.0,1191.0,2046.0,6.0,72.0,88.0,1270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,758.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,38.0,0.0,0.0,0.0,0.0
ASV_23,1801.0,73.0,2.0,38.0,38.0,66.0,37.0,1.0,27.0,75.0,1041.0,405.0,159.0,19.0,1.0,685.0,519.0,508.0,392.0,218.0,32.0,11.0,66.0,191.0,10409.0,5673.0,140.0,307.0,774.0,4835.0,9579.0,503.0,1074.0,69.0,346.0,488.0,684.0,589.0,132.0,71.0,237.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,53.0,1.0,1.0,0.0,2.0,0.0,0.0,1231.0,0.0,0.0,1566.0,7.0,5.0,1560.0,2621.0,0.0,3.0,690.0,529.0,8.0,1.0,9.0,7.0,7.0,2.0,31.0,11.0,3.0,0.0,56.0,64.0,34.0,0.0,40.0,22.0,59.0,1.0,1.0,3.0,2.0,4.0,4.0,34.0,0.0,6.0,1.0,2.0,1.0,39.0,37.0,0.0,2.0,231.0,809.0,0.0,37.0,0.0,2.0,4.0,25.0,22.0,0.0,0.0,41.0,114.0
ASV_24,3.0,5.0,29.0,15.0,14.0,21.0,73.0,23.0,2.0,77.0,10.0,7.0,9.0,14.0,5.0,0.0,375.0,4.0,1.0,7.0,6.0,16.0,93.0,29.0,3.0,2.0,7.0,10.0,10.0,13.0,10.0,11.0,1.0,11.0,33.0,126.0,21.0,14.0,137.0,6.0,25.0,8.0,85.0,36.0,410.0,619.0,45.0,6.0,51.0,85.0,13.0,147.0,68.0,79.0,17.0,8.0,221.0,8.0,55.0,3.0,22.0,121.0,92.0,169.0,0.0,3.0,0.0,0.0,3.0,46.0,10.0,173.0,1128.0,431.0,0.0,31.0,81.0,2944.0,116.0,14.0,34.0,1721.0,1554.0,399.0,289.0,127.0,4033.0,2.0,3.0,910.0,2599.0,11.0,5.0,5.0,899.0,16.0,0.0,3.0,1.0,24.0,44.0,1.0,289.0,203.0,351.0,509.0,594.0,335.0,567.0,182.0,534.0,10.0,906.0,108.0,4.0,1.0,5691.0,5754.0,1.0,12.0,6028.0,0.0,250.0,760.0,1368.0,8.0,55.0,156.0,126.0,29.0,765.0
ASV_25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,505.0,0.0,1.0,145.0,0.0,0.0,53.0,0.0,15.0,29.0,29.0,11.0,125.0,5.0,3.0,6.0,3.0,3501.0,2988.0,847.0,876.0,1538.0,1647.0,2314.0,82.0,33.0,958.0,2664.0,1329.0,747.0,17.0,230.0,990.0,1469.0,4.0,2.0,815.0,691.0,154.0,67.0,5911.0,5026.0,1.0,2.0,2218.0,3043.0,1553.0,4.0,160.0,742.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,5.0,1.0,0.0,3.0,139.0,0.0,2.0,0.0,0.0,803.0,1.0,0.0,255.0,268.0,2.0,3.0,0.0,3.0,0.0,44.0,17.0,2.0,0.0,166.0,212.0
ASV_26,904.0,501.0,679.0,503.0,241.0,848.0,483.0,326.0,354.0,381.0,372.0,691.0,500.0,426.0,396.0,138.0,94.0,138.0,261.0,334.0,429.0,111.0,1285.0,1550.0,752.0,606.0,988.0,1790.0,1545.0,2039.0,1811.0,1940.0,201.0,1438.0,1872.0,1782.0,2212.0,1359.0,1196.0,1090.0,2207.0,1157.0,9.0,7.0,9.0,5.0,0.0,1.0,6.0,2.0,0.0,15.0,11.0,2.0,1.0,0.0,2.0,0.0,5.0,2.0,6.0,3.0,29.0,25.0,14.0,23.0,1.0,0.0,3.0,6.0,0.0,42.0,22.0,24.0,18.0,10.0,3.0,32.0,32.0,2.0,2.0,32.0,59.0,11.0,20.0,44.0,47.0,9.0,2.0,10.0,27.0,10.0,11.0,4.0,39.0,1073.0,0.0,609.0,298.0,233.0,170.0,216.0,55.0,49.0,66.0,36.0,79.0,51.0,147.0,177.0,13.0,86.0,14.0,45.0,525.0,1.0,52.0,38.0,3.0,1.0,917.0,744.0,123.0,144.0,82.0,334.0,169.0,28.0,47.0,1057.0,20.0
ASV_27,8.0,33.0,7.0,10.0,10.0,0.0,15.0,26.0,18.0,3.0,12.0,3.0,8.0,13.0,10.0,0.0,0.0,1.0,10.0,9.0,13.0,48.0,1.0,0.0,1.0,6.0,9.0,6.0,3.0,9.0,10.0,8.0,1.0,4.0,13.0,3.0,10.0,13.0,4.0,2.0,12.0,7.0,218.0,335.0,189.0,300.0,0.0,0.0,191.0,66.0,2.0,472.0,106.0,3.0,44.0,0.0,91.0,0.0,201.0,0.0,85.0,147.0,460.0,1194.0,1.0,2.0,0.0,4.0,4.0,160.0,3.0,1150.0,1072.0,1.0,3.0,113.0,2.0,640.0,772.0,0.0,2.0,1339.0,1340.0,4.0,7.0,858.0,882.0,0.0,4.0,579.0,1257.0,0.0,3.0,1.0,700.0,0.0,1.0,6.0,278.0,146.0,3.0,5.0,5596.0,2690.0,6455.0,13.0,1204.0,679.0,11.0,0.0,504.0,1.0,785.0,1587.0,1.0,2.0,1270.0,1534.0,3.0,1.0,88.0,2.0,69.0,483.0,301.0,0.0,1.0,1528.0,1305.0,0.0,427.0
ASV_28,158.0,62.0,53.0,42.0,37.0,49.0,24.0,33.0,47.0,45.0,27.0,101.0,80.0,56.0,52.0,38.0,15.0,45.0,153.0,31.0,100.0,28.0,36.0,43.0,26.0,24.0,31.0,89.0,69.0,93.0,73.0,67.0,25.0,55.0,59.0,61.0,53.0,73.0,22.0,34.0,69.0,38.0,5.0,0.0,5.0,6.0,30.0,325.0,14.0,4.0,103.0,3.0,1.0,31.0,0.0,18.0,0.0,44.0,6.0,48.0,1.0,0.0,35.0,92.0,298.0,151.0,560.0,625.0,1133.0,267.0,1815.0,82.0,84.0,1932.0,6817.0,286.0,1191.0,236.0,120.0,721.0,1298.0,19.0,22.0,1056.0,814.0,128.0,246.0,944.0,1084.0,21.0,41.0,4224.0,2785.0,4276.0,18.0,1498.0,756.0,9.0,15.0,10.0,21.0,5.0,9.0,0.0,4.0,1.0,2.0,2.0,1.0,2.0,338.0,2.0,37.0,5.0,21.0,966.0,35.0,14.0,229.0,142.0,1.0,19.0,3.0,14.0,21.0,444.0,208.0,6.0,6.0,1026.0,261.0
ASV_29,22.0,61.0,41.0,15.0,86.0,1.0,12.0,66.0,13.0,8.0,36.0,8.0,57.0,17.0,6.0,0.0,0.0,8.0,3.0,17.0,23.0,99.0,52.0,14.0,4.0,3.0,9.0,7.0,14.0,24.0,9.0,24.0,1.0,15.0,31.0,21.0,12.0,31.0,22.0,15.0,28.0,12.0,417.0,640.0,308.0,228.0,0.0,0.0,532.0,369.0,0.0,995.0,236.0,1.0,127.0,0.0,287.0,0.0,325.0,0.0,314.0,402.0,631.0,1645.0,0.0,1.0,0.0,2.0,3.0,37.0,2.0,1283.0,1478.0,3.0,6.0,8.0,2.0,1238.0,1218.0,0.0,0.0,1364.0,2299.0,1.0,3.0,1232.0,1936.0,4.0,2.0,903.0,2317.0,0.0,0.0,2.0,840.0,5.0,0.0,4.0,368.0,264.0,9.0,4.0,831.0,299.0,878.0,3.0,146.0,161.0,0.0,0.0,1789.0,3.0,1312.0,191.0,2.0,0.0,1142.0,1680.0,0.0,0.0,15.0,0.0,16.0,541.0,393.0,0.0,0.0,290.0,220.0,0.0,1255.0
ASV_30,0.0,2.0,0.0,914.0,938.0,1.0,2.0,1326.0,0.0,2.0,1.0,1518.0,1.0,0.0,0.0,424.0,107.0,1069.0,57.0,1092.0,0.0,0.0,3.0,12.0,0.0,2.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,2.0,3.0,11.0,0.0,0.0,1.0,15.0,129.0,0.0,0.0,318.0,0.0,835.0,1.0,6.0,1.0,0.0,176.0,0.0,1.0,0.0,0.0,2.0,3814.0,1144.0,0.0,2.0,290.0,1065.0,3.0,191.0,3.0,626.0,1043.0,1660.0,1.0,3.0,3.0,1715.0,12.0,0.0,1.0,4.0,5.0,0.0,0.0,71.0,4.0,3.0,4.0,6.0,0.0,0.0,0.0,2.0,5.0,2152.0,2.0,1.0,1972.0,4594.0,2.0,1.0,3.0,1445.0,2.0,8.0,791.0,5.0,834.0,1.0,1171.0,8.0,5.0,2.0,1447.0,2.0,5.0,4.0,307.0,0.0,9.0,598.0,705.0,2718.0,1.0,2.0,0.0,1148.0,3.0,318.0,12.0
ASV_31,15.0,3.0,3.0,583.0,8.0,774.0,1400.0,18718.0,15.0,500.0,157.0,1109.0,1762.0,1.0,321.0,122.0,6417.0,176.0,1.0,1688.0,2.0,2.0,13.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,41.0,0.0,0.0,737.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,472.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,490.0,6.0,1.0,726.0,2167.0,0.0,410.0,0.0,0.0,92.0,0.0,1.0,0.0,258.0,0.0,335.0,369.0,3.0,0.0,0.0,67.0,1.0,0.0,0.0,1124.0,0.0
ASV_32,10.0,50.0,16.0,16.0,9.0,11.0,3.0,71.0,17.0,22.0,18.0,5.0,35.0,19.0,9.0,0.0,1.0,8.0,2.0,35.0,9.0,34.0,20.0,14.0,2.0,6.0,11.0,6.0,6.0,18.0,22.0,13.0,0.0,20.0,10.0,16.0,29.0,30.0,11.0,9.0,20.0,7.0,20.0,27.0,30.0,18.0,0.0,0.0,47.0,43.0,0.0,51.0,13.0,0.0,3.0,0.0,12.0,0.0,16.0,0.0,5.0,20.0,88.0,140.0,0.0,1.0,0.0,3.0,1.0,11.0,3.0,363.0,417.0,8.0,0.0,12.0,0.0,61.0,167.0,0.0,3.0,351.0,365.0,0.0,0.0,149.0,89.0,0.0,3.0,18.0,60.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,185.0,129.0,12.0,0.0,14182.0,729.0,18760.0,15.0,77.0,18.0,10.0,0.0,31.0,0.0,36.0,529.0,0.0,0.0,50.0,76.0,0.0,0.0,275.0,0.0,193.0,317.0,279.0,0.0,0.0,473.0,527.0,0.0,33.0
