#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_292	Eukaryota	unknown	Oomycota	Saprolegniales	Saprolegniaceae	g_	s_
ASV_293	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_294	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Clausocalanus	Clausocalanus parapergens
ASV_295	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_296	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	g_	s_
ASV_297	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_298	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_299	Eukaryota	unknown	Dictyochophyceae	Pedinellales	unknown	g_	s_
ASV_300	Eukaryota	Arthropoda	unassigned	unassigned	unassigned	g_	s_
ASV_301	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_302	Eukaryota	unknown	Oomycota	Peronosporales	Peronosporaceae	g_	s_
ASV_303	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	Paracalanus sp. C AC-2013
ASV_304	Eukaryota	unknown	Phaeophyceae	Ectocarpales	Scytosiphonaceae	g_	s_
ASV_305	Eukaryota	Haptista	Haptophyta	Phaeocystales	Phaeocystaceae	g_	s_
ASV_306	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_307	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_308	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_309	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_310	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_311	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_312	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_313	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_314	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_315	Eukaryota	Arthropoda	unassigned	unassigned	unassigned	g_	s_
ASV_316	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Lucicutiidae	Lucicutia	Lucicutia flavicornis
ASV_317	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_318	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_319	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Forskaliidae	g_	s_
ASV_320	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_321	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_322	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Aglaopheniidae	g_	s_
ASV_323	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_324	Eukaryota	unknown	Chrysophyceae	Chromulinales	Chromulinaceae	g_	s_
ASV_325	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	unassigned	g_	s_
ASV_326	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_327	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_328	Eukaryota	Arthropoda	Hexanauplia	Cyclopoida	Cyclopidae	g_	s_
ASV_329	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_330	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_331	Eukaryota	Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	g_	s_
ASV_332	Eukaryota	Mollusca	Gastropoda	Littorinimorpha	unassigned	g_	s_
ASV_334	Eukaryota	Rotifera	Monogononta	Ploima	Synchaetidae	g_	s_
ASV_333	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_335	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Amphipleuraceae	g_	s_
ASV_336	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	Skeletonema	Skeletonema japonicum
ASV_337	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_338	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_339	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_340	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_341	Eukaryota	unknown	Bigyra	Thraustochytrida	Thraustochytriaceae	g_	s_
ASV_342	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_343	Eukaryota	Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	g_	s_
ASV_344	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Diphyidae	g_	s_
ASV_345	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_346	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	g_	s_
ASV_347	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_348	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_349	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_350	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_351	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_352	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_353	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_354	Eukaryota	unknown	Dictyochophyceae	Pedinellales	unknown	g_	s_
ASV_355	Eukaryota	unknown	Phaeophyceae	unassigned	unassigned	g_	s_
ASV_356	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	g_	s_
ASV_357	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	g_	s_
ASV_358	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_359	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_360	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_361	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_362	Eukaryota	Arthropoda	unassigned	unassigned	unassigned	g_	s_
ASV_363	Eukaryota	unknown	Raphidophyceae	Chattonellales	Chattonellaceae	g_	s_
ASV_364	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_365	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Forskaliidae	g_	s_
ASV_366	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_367	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_368	Eukaryota	unknown	Phaeophyceae	Fucales	Sargassaceae	g_	s_
ASV_369	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_370	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_371	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_372	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_373	Eukaryota	Ctenophora	Tentaculata	Lobata	Bolinopsidae	g_	s_
ASV_374	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_375	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	Rhizosolenia	Rhizosolenia setigera
ASV_376	Eukaryota	unknown	Chrysophyceae	Chromulinales	Chromulinaceae	g_	s_
ASV_377	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Clausocalanus	s_
ASV_378	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_379	Eukaryota	unknown	Oomycota	unassigned	unassigned	g_	s_
ASV_380	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_381	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_382	Eukaryota	Rotifera	Monogononta	Ploima	Synchaetidae	g_	s_
ASV_383	Eukaryota	unknown	Synurophyceae	Synurales	Mallomonadaceae	g_	s_
ASV_384	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Forskaliidae	g_	s_
ASV_385	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_386	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_388	Eukaryota	Haptista	Haptophyta	Isochrysidales	Noelaerhabdaceae	g_	s_
ASV_387	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_389	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_390	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_391	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_392	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_393	Eukaryota	unknown	Oomycota	unassigned	unassigned	g_	s_
ASV_394	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	unassigned
ASV_395	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_397	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Moerisiidae	g_	s_
ASV_396	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_398	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Forskaliidae	g_	s_
ASV_399	Eukaryota	Bacillariophyta	unassigned	unassigned	unassigned	g_	s_
ASV_400	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_401	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_402	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_403	Eukaryota	Arthropoda	Hexanauplia	Cyclopoida	unassigned	g_	s_
ASV_404	Eukaryota	Chaetognatha	Sagittoidea	Aphragmophora	Sagittidae	g_	s_
ASV_405	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	unassigned	g_	s_
ASV_406	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_407	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_408	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Aglaopheniidae	g_	s_
ASV_409	Eukaryota	Mollusca	Gastropoda	unknown	Pachychilidae	g_	s_
ASV_410	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_411	Eukaryota	Rotifera	Monogononta	Ploima	Synchaetidae	g_	s_
ASV_412	Eukaryota	Arthropoda	unknown	unknown	unknown	g_	s_
ASV_413	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_414	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	unassigned
ASV_415	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_416	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	g_	s_
ASV_417	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_418	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	Membraniporidae	Membranipora	unassigned
ASV_419	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_420	Eukaryota	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	Thysanoessa	Thysanoessa spinifera
ASV_422	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Forskaliidae	g_	s_
ASV_421	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_423	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_424	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Forskaliidae	g_	s_
ASV_425	Eukaryota	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	g_	s_
ASV_426	Eukaryota	unknown	Oomycota	Pythiales	Pythiaceae	g_	s_
ASV_427	Eukaryota	Bacillariophyta	unassigned	unassigned	unassigned	g_	s_
ASV_428	Eukaryota	unknown	Phaeophyceae	Ectocarpales	Scytosiphonaceae	g_	s_
ASV_429	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_430	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_431	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Metridinidae	Metridia	Metridia lucens
ASV_432	Eukaryota	Arthropoda	unassigned	unassigned	unassigned	g_	s_
ASV_433	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos
ASV_434	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_435	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_436	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_437	Eukaryota	Mollusca	Gastropoda	unknown	Planorbidae	g_	s_
ASV_438	Eukaryota	Arthropoda	Hexanauplia	Cyclopoida	Cyclopidae	g_	s_
ASV_440	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_439	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_441	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	unassigned
ASV_442	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_443	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_444	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Coscinodiscaceae	g_	s_
ASV_445	Eukaryota	Arthropoda	Hexanauplia	Calanoida	unassigned	g_	s_
ASV_446	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_447	Eukaryota	unknown	Oomycota	Peronosporales	Peronosporaceae	g_	s_
ASV_448	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_449	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_450	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_451	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_452	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	Triconia	s_
ASV_454	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_453	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Forskaliidae	g_	s_
ASV_455	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_456	Eukaryota	unknown	Phaeophyceae	Sphacelariales	Sphacelariaceae	g_	s_
ASV_457	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_458	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_459	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_460	Eukaryota	Discosea	unknown	Longamoebia	Acanthamoebidae	g_	s_
ASV_461	Eukaryota	Rotifera	Monogononta	Ploima	Synchaetidae	g_	s_
ASV_462	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_463	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_464	Eukaryota	Haptista	Haptophyta	Phaeocystales	Phaeocystaceae	g_	s_
ASV_465	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	unassigned
ASV_466	Eukaryota	unknown	Raphidophyceae	Chattonellales	Chattonellaceae	Fibrocapsa	Fibrocapsa japonica
ASV_467	Eukaryota	Bacillariophyta	unassigned	unassigned	unassigned	g_	s_
ASV_468	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_469	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_470	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_471	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	Acartia californiensis
ASV_472	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_473	Eukaryota	unknown	Oomycota	unassigned	unassigned	g_	s_
ASV_474	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_475	Eukaryota	unknown	Phaeophyceae	unassigned	unassigned	g_	s_
ASV_476	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_477	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_478	Eukaryota	Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	g_	s_
ASV_479	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus pacificus
ASV_480	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_481	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	g_	s_
ASV_482	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_483	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_484	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_485	Eukaryota	Imbricatea	unknown	Euglyphida	Paulinellidae	g_	s_
ASV_486	Eukaryota	Mollusca	Gastropoda	unknown	Pachychilidae	g_	s_
ASV_487	Eukaryota	Haptista	Haptophyta	Phaeocystales	Phaeocystaceae	g_	s_
ASV_488	Eukaryota	unknown	unknown	Telonemida	unassigned	g_	s_
ASV_489	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_490	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	unassigned
ASV_491	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	g_	s_
ASV_492	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_493	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_494	Eukaryota	Cnidaria	Scyphozoa	Semaeostomeae	Pelagiidae	g_	s_
ASV_495	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_496	Eukaryota	unknown	Oomycota	Pythiales	Pythiaceae	g_	s_
ASV_497	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus mimus
ASV_498	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_499	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	g_	s_
ASV_500	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_501	Eukaryota	Rotifera	Monogononta	Ploima	Synchaetidae	g_	s_
ASV_502	Eukaryota	unknown	Oomycota	unassigned	unassigned	g_	s_
ASV_503	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_504	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	Membraniporidae	Membranipora	unassigned
ASV_505	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_506	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_507	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	Oncaea	Oncaea scottodicarloi
ASV_508	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_510	Eukaryota	unknown	Oomycota	Peronosporales	Peronosporaceae	g_	s_
ASV_509	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_511	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_512	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	g_	s_
ASV_513	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_514	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_515	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_516	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_517	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_518	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_519	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_520	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	unassigned
ASV_521	Eukaryota	Arthropoda	unknown	unknown	unknown	g_	s_
ASV_522	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_523	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_524	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_525	Eukaryota	Mollusca	Gastropoda	unknown	Pachychilidae	g_	s_
ASV_526	Eukaryota	unknown	Dinophyceae	unassigned	unassigned	g_	s_
ASV_527	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Ctenocalanus	Ctenocalanus vanus
ASV_528	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_529	Eukaryota	unknown	Phaeophyceae	Fucales	Durvillaeaceae	g_	s_
ASV_530	Eukaryota	Cnidaria	Hydrozoa	unassigned	unassigned	g_	s_
ASV_531	Eukaryota	Haptista	Haptophyta	unassigned	unassigned	g_	s_
ASV_533	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_532	Eukaryota	Imbricatea	unknown	Euglyphida	Paulinellidae	g_	s_
ASV_534	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_535	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_536	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_537	Eukaryota	Arthropoda	Hexanauplia	Cyclopoida	unassigned	g_	s_
ASV_538	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_539	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_540	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_541	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_542	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_543	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_544	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_545	Eukaryota	Arthropoda	unassigned	unassigned	unassigned	g_	s_
ASV_546	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_547	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_548	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_549	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_550	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_552	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_551	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_553	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_554	Eukaryota	unknown	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_555	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_556	Eukaryota	Ctenophora	Tentaculata	Lobata	Bolinopsidae	g_	s_
ASV_557	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_558	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_560	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_559	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_561	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	Oncaea	Oncaea parabathyalis
ASV_562	Eukaryota	unknown	Oomycota	unassigned	unassigned	g_	s_
ASV_563	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_564	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_565	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_566	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Metridinidae	Pleuromamma	Pleuromamma borealis
ASV_567	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_569	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_568	Eukaryota	Gastrotricha	unknown	Macrodasyida	Macrodasyidae	Urodasys	s_
ASV_570	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_571	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Forskaliidae	g_	s_
ASV_572	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_573	Eukaryota	unknown	Oomycota	Peronosporales	Peronosporaceae	g_	s_
ASV_574	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_575	Eukaryota	Arthropoda	unknown	unknown	unknown	g_	s_
ASV_576	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_577	Eukaryota	Rhodophyta	Florideophyceae	Hapalidiales	Hapalidiaceae	g_	s_
ASV_578	Eukaryota	unknown	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_579	Eukaryota	Discosea	Flabellinia	Dactylopodida	Vexilliferidae	g_	s_
ASV_580	Eukaryota	Porifera	Demospongiae	Poecilosclerida	Microcionidae	g_	s_
ASV_581	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_582	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_583	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_584	Eukaryota	unknown	Oomycota	unknown	unknown	g_	s_
ASV_585	Eukaryota	unknown	Oomycota	Peronosporales	Peronosporaceae	g_	s_
ASV_586	Eukaryota	unknown	Phaeophyceae	Ectocarpales	Scytosiphonaceae	g_	s_
ASV_587	Eukaryota	unknown	Raphidophyceae	Chattonellales	Chattonellaceae	g_	s_
ASV_588	Eukaryota	unknown	Raphidophyceae	Chattonellales	Chattonellaceae	g_	s_
ASV_589	Eukaryota	unknown	Phaeophyceae	Fucales	Hormosiraceae	g_	s_
ASV_590	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_591	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_592	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	g_	s_
ASV_593	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Agalmatidae	Halistemma	Halistemma rubrum
ASV_594	Eukaryota	unknown	Chrysophyceae	unknown	unknown	g_	s_
ASV_595	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_596	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus mimus
