,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_1947,Eukaryota,unknown,unknown,Telonemida,unknown,g_,s_
ASV_1948,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_1950,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,s_
ASV_1951,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1953,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_1954,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,g_,s_
ASV_1955,Eukaryota,unknown,Chrysophyceae,Hibberdiales,Hibberdiaceae,g_,s_
ASV_1956,Eukaryota,Chytridiomycota,Chytridiomycetes,Rhizophydiales,unassigned,unassigned,unassigned
ASV_1957,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,unassigned,unassigned,unassigned
ASV_1961,Eukaryota,unknown,Bigyra,Nanomonadea,unknown,Solenicola,Solenicola setigera
ASV_1962,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1963,Eukaryota,unknown,Dinophyceae,Syndiniales,Syndiniaceae,g_,s_
ASV_1967,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,unassigned,unassigned
ASV_1968,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1969,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_1970,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1971,Eukaryota,unknown,Dinophyceae,Gymnodiniales,unassigned,unassigned,unassigned
ASV_1972,Eukaryota,unknown,Polycystinea,unassigned,unassigned,unassigned,unassigned
ASV_1974,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_1976,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_
ASV_1977,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_1978,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1980,Eukaryota,unknown,Cryptophyceae,unknown,unknown,unknown,Cryptophyta sp. CR-MAL03
ASV_1981,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_1983,Eukaryota,unknown,unknown,Pirsoniales,unknown,Pirsonia,Pirsonia guinardiae
ASV_1984,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1986,Eukaryota,unknown,Polycystinea,Spumellaria,unknown,g_,s_
ASV_1987,Eukaryota,unknown,unknown,Telonemida,unassigned,unassigned,unassigned
ASV_1988,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Ensiculifera,Ensiculifera imariensis
ASV_1989,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,unknown,s_
ASV_1991,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1992,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1994,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1996,Eukaryota,unknown,Dinophyceae,Syndiniales,Duboscquellidae,g_,s_
ASV_1997,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1999,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_2000,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2001,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_
ASV_2002,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2003,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,unassigned,unassigned
ASV_2008,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_2009,Eukaryota,unknown,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,Dinophysis acuminata
ASV_2010,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2011,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,g_,s_
ASV_2012,Eukaryota,Ciliophora,Oligohymenophorea,Apostomatida,Foettingeriidae,g_,s_
ASV_2015,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,Tintinnidae,Eutintinnus,s_
ASV_2018,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2020,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2021,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2024,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Polykrikos,Polykrikos geminatum
ASV_2026,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2028,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Haslea,unassigned
ASV_2029,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2030,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2031,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Attheyaceae,Attheya,Attheya longicornis
ASV_2034,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_2038,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,s_
ASV_2041,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2042,Eukaryota,unknown,Choanoflagellata,Acanthoecida,Stephanoecidae,g_,s_
ASV_2043,Eukaryota,unknown,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,unassigned
ASV_2045,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2047,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_
ASV_2049,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_2050,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2051,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_2052,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,unassigned
ASV_2054,Eukaryota,unknown,Chrysophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2055,Eukaryota,unknown,Bigyra,Nanomonadea,unknown,g_,s_
ASV_2056,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Amphilothaceae,Achradina,Achradina pulchra
ASV_2058,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2059,Eukaryota,unknown,Dictyochophyceae,Pedinellales,unknown,Pedinella,Pedinella sp. squamata
ASV_2061,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2062,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_2064,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2066,Eukaryota,unknown,Bolidophyceae,Parmales,Triparmaceae,Bolidomonas,unassigned
ASV_2067,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,unassigned
ASV_2068,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2069,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2070,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_2072,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2073,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_2074,Eukaryota,unknown,Dinophyceae,Lophodiniales,Lophodiniaceae,g_,s_
ASV_2075,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,s_
ASV_2076,Eukaryota,Cercozoa,Chlorarachniophyceae,unknown,unknown,Norrisiella,Norrisiella sphaerica
ASV_2078,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,Pentapharsodinium,Pentapharsodinium tyrrhenicum
ASV_2079,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,unassigned
ASV_2080,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_2082,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2084,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2085,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2087,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2088,Eukaryota,Haptista,Haptophyta,unassigned,unassigned,unassigned,s_
ASV_2089,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Kareniaceae,Takayama,Takayama cf. pulchellum
ASV_2090,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2092,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2093,Eukaryota,unknown,Cryptophyceae,Kathablepharidacea,Katablepharidaceae,Leucocryptos,Leucocryptos marina
ASV_2095,Eukaryota,unknown,Cryptophyceae,Cyathomonadacea,Goniomonadaceae,g_,s_
ASV_2096,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,unknown,Diplonemida sp. 21 RG-2016
ASV_2097,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2099,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2100,Eukaryota,Ascomycota,Dothideomycetes,unassigned,unassigned,unassigned,unassigned
ASV_2101,Eukaryota,unknown,Polycystinea,Spumellaria,unassigned,g_,s_
ASV_2102,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2104,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2105,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2107,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,s_
ASV_2108,Eukaryota,Ciliophora,Oligohymenophorea,Philasterida,Cinetochilidae,g_,s_
ASV_2109,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2111,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2113,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,unknown,Diplonemida sp. 3 RG-2016
ASV_2114,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2115,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2116,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2117,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_2119,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium denticulatum
ASV_2120,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2123,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_2124,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,g_,s_
ASV_2125,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_2126,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,unknown,s_
ASV_2127,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2128,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_2129,Eukaryota,unknown,Polycystinea,Spumellaria,Litheliidae,Larcopyle,Larcopyle butschlii
ASV_2131,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_2132,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2134,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_2135,Eukaryota,Echinodermata,Echinoidea,Spatangoida,Schizasteridae,Abatus,Abatus cavernosus
ASV_2137,Eukaryota,unknown,Dinophyceae,Peridiniales,Heterocapsaceae,g_,s_
ASV_2138,Eukaryota,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia sp. 14 LGD-2017
ASV_2140,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,s_
ASV_2141,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_2147,Eukaryota,unknown,unknown,unknown,unknown,unknown,Uncultured marine alveolate Group I DH144-EKD3
ASV_2148,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina strobilus
ASV_2152,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_2153,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2154,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_2155,Eukaryota,unknown,Polycystinea,unassigned,unassigned,unassigned,unassigned
ASV_2156,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2157,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_2158,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Kareniaceae,g_,s_
ASV_2159,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2160,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,g_,s_
ASV_2162,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium thulesense
ASV_2166,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2167,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,unknown,s_
ASV_2168,Eukaryota,Euglenozoa,unknown,Diplonemea,unassigned,g_,s_
ASV_2169,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2170,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,unassigned,unassigned
ASV_2171,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_2172,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2176,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina sp. Hp34EHU
ASV_2179,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium punctulatum
ASV_2180,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2182,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_2184,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2186,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2187,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2190,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,unassigned,unassigned
ASV_2192,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_2193,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,s_
ASV_2194,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Polykrikos,s_
ASV_2195,Eukaryota,unknown,Polycystinea,Collodaria,Sphaerozoidae,Sphaerozoum,s_
ASV_2197,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2198,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,Codonellidae,Tintinnopsis,Tintinnopsis sp. JG-2011a
ASV_2199,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2200,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,unassigned
ASV_2201,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_2202,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2203,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,unknown,s_
ASV_2204,Eukaryota,Ciliophora,Oligohymenophorea,unassigned,unassigned,unassigned,s_
ASV_2205,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium conicum
ASV_2206,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_2208,Eukaryota,unknown,Polycystinea,Spumellaria,Pyloniidae,Streblacantha,Streblacantha circumtexta
ASV_2210,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2211,Eukaryota,unknown,Dinophyceae,Peridiniales,unassigned,unassigned,unassigned
ASV_2212,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,g_,s_
ASV_2213,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2214,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2215,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2216,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2217,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2219,Eukaryota,Annelida,Polychaeta,Terebellida,Pectinariidae,Pectinaria,Pectinaria auricoma
ASV_2221,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_2224,Eukaryota,Ciliophora,unknown,unknown,unknown,g_,s_
ASV_2226,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_2227,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_2228,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2229,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_2230,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,g_,s_
ASV_2231,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_
ASV_2234,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,s_
ASV_2235,Eukaryota,unknown,Acantharea,Chaunacanthida,unknown,g_,s_
ASV_2236,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_
ASV_2237,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_2238,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2239,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_2241,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,g_,s_
ASV_2242,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_2244,Eukaryota,Ciliophora,Oligohymenophorea,Philasterida,Loxocephalidae,g_,s_
ASV_2245,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2246,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_2247,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2248,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2249,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,unassigned
ASV_2250,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2252,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2255,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2257,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2258,Eukaryota,unknown,Dinophyceae,Syndiniales,Eudubosquellidae,g_,s_
ASV_2259,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2260,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2261,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2262,Eukaryota,unknown,Dinophyceae,Gymnodiniales,unassigned,unassigned,unassigned
ASV_2264,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,g_,s_
ASV_2265,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2266,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_2267,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2268,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2273,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2275,Eukaryota,unknown,Dinophyceae,Syndiniales,Syndiniaceae,g_,s_
ASV_2276,Eukaryota,Haptista,Haptophyta,Prymnesiales,Prymnesiaceae,g_,s_
ASV_2278,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,Pentapharsodinium,Pentapharsodinium tyrrhenicum
ASV_2281,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2282,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2286,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2287,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2288,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,unknown,Diplonemida sp. 3 RG-2016
ASV_2290,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,g_,s_
ASV_2291,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_2293,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2295,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2296,Eukaryota,Ciliophora,Prostomatea,Prorodontida,Plagiocampidae,g_,s_
ASV_2297,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2298,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_2299,Eukaryota,Euglenozoa,unknown,Diplonemea,unassigned,g_,s_
ASV_2300,Eukaryota,Cercozoa,unknown,unknown,unknown,unknown,s_
ASV_2302,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_2304,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,s_
ASV_2305,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2307,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta sp. DP-2006
ASV_2308,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2309,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2311,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_2313,Eukaryota,Bacillariophyta,Mediophyceae,Biddulphiales,Biddulphiaceae,Biddulphia,Biddulphia sp. MACC 6
ASV_2314,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,Pentapharsodinium,s_
ASV_2316,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_2318,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2319,Eukaryota,Haptista,Haptophyta,unassigned,unassigned,g_,s_
ASV_2320,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_
ASV_2321,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2324,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Ensiculifera,s_
ASV_2325,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2326,Eukaryota,unknown,Polycystinea,unassigned,unassigned,unassigned,unassigned
ASV_2327,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_2329,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Amphidomataceae,Azadinium,unassigned
ASV_2330,Eukaryota,Chlorophyta,Palmophyllophyceae,Prasinococcales,Prasinococcaceae,g_,s_
ASV_2331,Eukaryota,Euglenozoa,unknown,Diplonemea,unassigned,g_,s_
ASV_2332,Eukaryota,Apicomplexa,Conoidasida,Eucoccidiorida,Cryptosporidiidae,g_,s_
ASV_2333,Eukaryota,Apicomplexa,Conoidasida,Eucoccidiorida,Eimeriidae,g_,s_
ASV_2335,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_2337,Eukaryota,Cercozoa,unknown,Cercomonadida,Cercomonadidae,Massisteria,s_
ASV_2339,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2340,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_2345,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2346,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2348,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2349,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,unassigned
ASV_2350,Eukaryota,Ciliophora,Spirotrichea,Choreotrichida,Strombidinopsidae,Strombidinopsis,Strombidinopsis acuminata
ASV_2351,Eukaryota,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,g_,s_
ASV_2355,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Eutimidae,Tima,Tima bairdii
ASV_2356,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium punctulatum
ASV_2359,Eukaryota,Euglenozoa,unknown,Diplonemea,Hemistasiidae,g_,s_
ASV_2360,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,Stephanopyxis nipponica
ASV_2361,Eukaryota,unknown,Polycystinea,unassigned,unassigned,unassigned,unassigned
ASV_2362,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2364,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2365,Eukaryota,Discosea,Flabellinia,Dactylopodida,Paramoebidae,unassigned,unassigned
ASV_2366,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2367,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2368,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,unknown,s_
ASV_2369,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_2370,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2371,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_2372,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2374,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2375,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,s_
ASV_2377,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2378,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,g_,s_
