#OTUID	CN18Sc09_2_eDNA_Z	CN18Sc10_2_eDNA_Z	CN18Sc14_2_eDNA_Z	CN18Sc14_8_eDNA_Z	CN18Sc15_2_eDNA_Z	CN18Sc15_8_eDNA_Z	CN18Sc18_2_eDNA_Z	CN18Sc18_8_eDNA_Z	CN18Sc27_2_eDNA_Z	CN18Sc27_8_eDNA_Z	CN18SESPkoa_SC49_Z	CN18SESPkoa_SC47_Z	CN18SESPkoa_SC45_Z	CN18SESPkoa_SC44_Z	CN18SESPkoa_SC42_Z	CN18SESPkoa_SC41_Z	CN18SESPkoa_SC40_Z	CN18SESPkoa_SC39_Z	CN18SESPkoa_SC37_Z	CN18SESPkoa_SC36_Z	CN18Fc12_8_eDNA_HH	CN18Fc30_4_eDNA_HH	CN18Fc43_5_eDNA_HH	CN18Fc19_5_eDNA_HH	CN18Fc32_4_eDNA_HH	CN18Fc44_8_eDNA_HH	CN18Fc21_6_eDNA_HH	CN18Fc33_5_eDNA_HH	CN18Fc46_8_eDNA_HH	CN18Fc22_6_eDNA_HH	CN18Fc47_6_eDNA_HH	CN18Fc24_6_eDNA_HH	CN18Fc36_6_eDNA_HH	CN18Fc49_6_eDNA_HH	CN18Fc25_5_eDNA_HH	CN18Fc38_5_eDNA_HH	CN18Fc51_5_eDNA_HH	CN18Fc27_4_eDNA_HH	CN18Fc40_6_eDNA_HH	CN18Fc29_6_eDNA_HH	CN18Fc41_6_eDNA_HH	CN18Sc09_2_eDNA_AA	CN18Sc10_2_eDNA_AA	CN18Sc14_2_eDNA_AA	CN18Sc14_8_eDNA_AA	CN18Sc15_2_eDNA_AA	CN18Sc15_8_eDNA_AA	CN18Sc18_2_eDNA_AA	CN18Sc18_8_eDNA_AA	CN18Sc27_2_eDNA_AA	CN18Sc27_8_eDNA_AA	CN18SESPkoa_SC49_AA	CN18SESPkoa_SC47_AA	CN18SESPkoa_SC45_AA	CN18SESPkoa_SC44_AA	CN18SESPkoa_SC42_AA	CN18SESPkoa_SC41_AA	CN18SESPkoa_SC40_AA	CN18SESPkoa_SC39_AA	CN18SESPkoa_SC37_AA	CN18SESPkoa_SC36_AA	CN18FESPkoa_SC58_CC	CN18FESPkoa_SC57_CC	CN18FESPkoa_SC56_CC	CN18FESPkoa_SC55_CC	CN18FESPkoa_SC53_CC	CN18FESPkoa_SC52_CC	CN18FESPkoa_SC49_CC	CN18FESPkoa_SC47_CC	CN18FESPkoa_SC46_CC	CN18FESPkoa_SC44_CC	CN18FESPkoa_SC43_CC	CN18FESPkoa_SC41_CC	CN18FESPkoa_SC40_CC	CN18FESPkoa_SC37_CC	CN18FESPkoa_SC34_CC	CN18FESPkoa_SC32_CC	CN18FESPkoa_SC31_CC	CN18FESPkoa_SC30_CC	CN18FESPkoa_SC29_CC	CN18FESPkoa_SC26_CC	CN18FESPkoa_SC24_CC	Lasker18Sc122_3_D0052_UU	Lasker18Sc122_5_D0053_UU	Lasker18Sc122_17_D0057_UU	Lasker18Sc122_19_D0058_UU	Lasker18Sc123_3_D0063_UU	Lasker18Sc123_5_D0064_UU	Lasker18Sc123_17_D0068_UU	Lasker18Sc123_19_D0069_UU	Lasker18Sc124_3_D0073_UU	Lasker18Sc124_5_D0074_UU	Lasker18Sc124_17_D0078_UU	Lasker18Sc124_19_D0079_UU	Lasker18Sc126_3_D0085_UU	Lasker18Sc126_5_D0086_UU	Lasker18Sc126_17_D0090_UU	Lasker18Sc127_3_D0095_UU	Lasker18Sc127_5_D0096_UU	Lasker18Sc127_17_D0100_UU	Lasker18Sc127_19_D0101_UU	Lasker18Sc128_3_D0105_UU	Lasker18Sc128_7_D0107_UU	Lasker18Sc128_16_D0110_UU	Lasker18Sc128_19_D0111_UU	Lasker18Sc129_3_D0116_UU	Lasker18Sc129_5_D0117_UU	Lasker18Sc129_17_D0121_UU	Lasker18Sc129_19_D0122_UU	Lasker18Sc130_3_D0127_UU	Lasker18Sc130_5_D0128_UU	Lasker18Sc130_17_D0132_UU	Lasker18Sc130_19_D0133_UU	Lasker18Sc132_3_D0137_UU	Lasker18Sc132_5_D0138_UU	Lasker18Sc132_17_D0142_UU	Lasker18Sc132_19_D0143_UU	Lasker18Sc133_3_D0147_UU	Lasker18Sc133_5_D0148_UU	Lasker18Sc133_17_D0152_UU	Lasker18Sc133_19_D0153_UU	Lasker18Sc134_3_D0158_UU	Lasker18Sc134_5_D0159_UU	Lasker18Sc134_17_D0163_UU	Lasker18Sc134_19_D0164_UU	Lasker18Sc135_17_D0173_UU	Lasker18Sc135_19_D0174_UU	Lasker18Sc145_3_D0219_UU	Lasker18Sc145_5_D0220_UU	Lasker18Sc145_17_D0224_UU	Lasker18Sc145_19_D0225_UU	Lasker18Sc150_3_D0229_UU	Lasker18Sc150_5_D0230_UU	Lasker18Sc150_17_D0234_UU	Lasker18Sc150_19_D0235_UU	Lasker18Sc151_3_D0240_UU	Lasker18Sc151_5_D0241_UU	Lasker18Sc151_17_D0245_UU	Lasker18Sc151_19_D0246_UU	Lasker18Sc153_3_D0250_UU	Lasker18Sc153_5_D0251_UU	Lasker18Sc153_17_D0255_UU	Lasker18Sc153_19_D0256_UU	Lasker18Sc154_3_D0260_UU	Lasker18Sc154_5_D0261_UU	Lasker18Sc154_17_D0265_UU	Lasker18Sc154_19_D0266_UU	Lasker18Sc158_3_D0270_UU	Lasker18Sc158_5_D0271_UU	Lasker18Sc158_17_D0275_UU	Lasker18Sc158_19_D0276_UU
ASV_394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_395	1	3	2	2	1	0	2	0	0	0	2	2	2	0	1	0	1	0	1	1	36	23	20	21	11	20	20	18	5	31	4	37	15	12	14	26	21	32	91	32	39	2	1	7	1	0	0	0	0	0	0	0	1	1	1	0	0	0	2	0	0	114	93	46	103	163	69	84	53	118	70	113	96	89	106	104	91	49	51	31	8	39	14	10	42	35	2	1	1	1	22	25	172	150	7	5	9	16	16	47	7	6	12	20	29	11	16	77	71	12	5	0	3	9	10	0	1	9	25	0	4	2	2	0	0	0	0	8	3	0	0	5	8	2	3	5	2	2	0	1	4	0	0	2	4	5	12	0	0	1	0
ASV_396	2	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	1	0	2	3	1	0	3	0	5	0	0	26	25	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	1	3	1	0	0	0	0	3	2	0	3	0	1	1	1	1	2	9	23	26	189	154	18	9	78	146	8	5	36	7	7	4	56	7	5	467	245	4	25	41	64	19	20	338	400	3	0	55	91	0	5	2	0	3	0	0	0	0	0	1	0	273	198	3	0	3	3	1	0	0	3	0	0	1	3	0	3	4	10	2	5	4	2	0	3	6	1
ASV_397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	1	1	0	4	0	0	13	11	9	2	0	1	0	0	0	0	44	0	1	0	4	0	2	0	50	0	32	1	5	1	14	2	5	0	0	2	0	3	3	5	1	16	3	0	4	1	2	1	0	1	3	12	0	0	0	5	0	0	1	3	1	3	228	176	4	1	99	0	1	60	162	4	4	184	356	1	5	318	616	5	8	3	4	3	3	50	25	15	8	19	9	69	28	88	60	0	0	5	0	0	0	33	16	9	5	4	0	5	0	26	18	0	0	5	0	21	61	17	37	33	17
ASV_398	0	0	9	0	0	65	6	8	0	17	18	33	0	59	2	7	0	60	2	123	0	0	0	0	3	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	13	0	0	54	8	6	0	16	14	22	0	37	1	4	0	47	1	112	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	72	6	2	42	38	0	0	0	2	0	7	0	0	0	0	1	0	0	0	0	10	38	7	0	0	2	73	8	0	50	118	84	10	83	5	7	12	21	76	90	17	11	28	104	4	9	27	2	402	123	22	0	42	58	31	7	38	23	0	1	110	274	0	6	110	121
ASV_399	40	17	29	34	17	10	14	2	7	0	50	59	44	31	53	6	36	10	11	41	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	23	13	18	13	10	6	2	1	9	1	43	44	28	21	34	8	23	7	11	34	3	2	2	0	0	0	1	2	3	0	8	15	8	19	6	3	3	6	2	3	32	1	3	0	0	23	10	4	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	47	34	0	1	42	18	0	0	52	27	2	6	24	19	2	0	12	4	30	12	5	2	66	76	108	30	29	22	97	255	61	65	187	135	50	48	134	119	21	49	130	126
ASV_400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	762	1	1	151	2	1	0	165	1695	0	1	18	357	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_401	72	57	27	43	50	0	33	1	6	0	16	39	31	0	80	0	9	0	6	0	0	0	0	0	3	0	4	0	0	3	0	0	1	0	0	0	0	0	0	0	1	40	45	12	35	49	0	22	0	3	0	10	25	22	0	66	0	12	0	4	2	0	0	2	0	0	7	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	5	2	0	7	10	2	0	0	1	5	0	0	1	0	0	0	0	0	2	2	20	0	0	21	3	0	0	93	69	0	0	163	113	0	0	84	40	0	1	0	0	0	2	0	0	50	16	0	0	90	62	0	0	104	35	0	0	118	139	0	1	378	495	0	27	58	89	1	0
ASV_402	7	6	4	11	3	90	14	52	1	18	7	3	2	134	6	75	5	57	1	289	17	13	12	8	1	12	9	5	5	3	0	5	12	6	5	3	11	5	14	28	13	6	1	6	9	2	70	8	46	3	13	1	6	0	102	3	56	3	41	1	230	13	13	6	11	5	6	2	7	14	6	8	7	7	10	9	5	8	3	3	2	4	7	1	3	5	14	8	0	0	0	0	3	1	0	0	0	0	2	1	0	2	5	0	4	4	0	4	4	24	17	2	0	8	4	37	41	40	10	9	6	71	128	42	23	1	1	11	14	0	0	98	66	3	3	14	6	1	0	100	100	1	2	20	31	16	12	212	163	13	1
ASV_403	0	6	2	5	2	2	2	1	3	1	0	3	3	4	2	0	2	2	0	8	97	84	55	73	22	88	116	68	22	104	17	89	60	28	62	67	41	95	125	124	120	3	7	0	4	1	0	2	1	2	1	1	2	0	1	1	0	1	0	1	6	108	81	70	56	114	48	32	36	70	61	60	53	38	66	48	28	62	17	19	5	29	1	9	2	0	6	7	0	0	0	0	3	1	3	1	1	3	3	0	0	0	2	2	5	3	3	4	2	16	25	1	0	7	5	0	7	8	6	0	0	28	12	2	0	0	0	18	7	0	0	17	29	0	2	12	1	0	3	29	20	0	2	10	5	0	0	33	37	0	0
